timestamp,latitude,longitude,speed,satellites,imu_x,imu_y,imu_z,gyro_x,gyro_y,gyro_z,pressure
1768626698.2450283,11.127992166666667,77.1860855,0.0,12,-7592,-9976,8820,187,818,-3366,
1768626698.2665734,11.127992166666667,77.1860855,0.040744,12,-7592,-9976,8820,187,818,-3366,
1768626698.285465,11.127992166666667,77.1860855,0.040744,12,-7592,-9976,8820,187,818,-3366,
1768626698.3042333,11.127992166666667,77.1860855,0.198164,12,-7592,-9976,8820,187,818,-3366,
1768626698.3086553,11.127992166666667,77.18608533333334,0.12964,12,-7592,-9976,8820,187,818,-3366,
1768626698.3127677,11.127992166666667,77.18608533333334,0.12964,12,-7592,-9976,8820,187,818,-3366,
1768626698.3168693,11.127992166666667,77.18608533333334,0.127788,12,-7592,-9976,8820,187,818,-3366,
1768626698.3204005,11.127992166666667,77.18608533333334,0.057412000000000005,12,-7592,-9976,8820,187,818,-3366,
1768626698.3229015,11.127992,77.18608516666667,0.07408000000000001,12,-7592,-9976,8820,187,818,-3366,
1768626698.3268876,11.127992,77.18608516666667,0.12408400000000001,12,-7592,-9976,8820,187,818,-3366,
1768626698.3537564,11.127992,77.18608516666667,0.09260000000000002,12,-8288,-10600,9568,1650,403,-720,
1768626698.3579156,11.127992,77.18608516666667,0.079636,12,-8288,-10600,9568,1650,403,-720,
1768626698.362065,11.127992,77.18608516666667,0.12408400000000001,12,-8288,-10600,9568,1650,403,-720,
1768626698.366198,11.127991833333333,77.18608516666667,0.033336,12,-8288,-10600,9568,1650,403,-720,
1768626698.3705058,11.127991833333333,77.18608516666667,0.172236,12,-8288,-10600,9568,1650,403,-720,
1768626698.3746133,11.127991833333333,77.186085,0.07408000000000001,12,-8288,-10600,9568,1650,403,-720,
1768626698.378715,11.127991833333333,77.186085,0.035188000000000004,12,-8288,-10600,9568,1650,403,-720,
1768626698.3828166,11.127991666666667,77.186085,0.10371200000000001,12,-8288,-10600,9568,1650,403,-720,
1768626698.3871353,11.127991666666667,77.186085,0.079636,12,-8288,-10600,9568,1650,403,-720,
1768626698.3896716,11.127991666666667,77.18608483333334,0.042596,12,-8288,-10600,9568,1650,403,-720,
1768626698.3922071,11.127991666666667,77.18608483333334,0.150012,12,-8288,-10600,9568,1650,403,-720,
1768626698.3946943,11.127991666666667,77.18608483333334,0.050004,12,-8288,-10600,9568,1650,403,-720,
1768626698.397252,11.127991666666667,77.18608483333334,0.04630000000000001,12,-8288,-10600,9568,1650,403,-720,
1768626698.4001534,11.127991666666667,77.18608466666667,0.068524,12,-8288,-10600,9568,1650,403,-720,
1768626698.4044366,11.1279915,77.18608466666667,0.016668,12,-8288,-10600,9568,1650,403,-720,
1768626698.4084785,11.1279915,77.18608466666667,0.020372,12,-8288,-10600,9568,1650,403,-720,
1768626698.4125407,11.1279915,77.18608466666667,0.025928000000000003,12,-8288,-10600,9568,1650,403,-720,
1768626698.4160318,11.1279915,77.1860845,0.11482400000000001,12,-8288,-10600,9568,1650,403,-720,
1768626698.419839,11.1279915,77.1860845,0.094452,12,-8288,-10600,9568,1650,403,-720,
1768626698.4239032,11.1279915,77.1860845,0.11112,12,-8288,-10600,9568,1650,403,-720,
1768626698.4279654,11.1279915,77.1860845,0.059264000000000004,12,-8288,-10600,9568,1650,403,-720,
1768626698.4320054,11.1279915,77.1860845,0.040744,12,-8288,-10600,9568,1650,403,-720,
1768626698.4362607,11.1279915,77.18608433333333,0.011112,12,-8288,-10600,9568,1650,403,-720,
1768626698.440298,11.1279915,77.18608433333333,0.048152,12,-8288,-10600,9568,1650,403,-720,
1768626698.442926,11.1279915,77.1860845,0.068524,12,-8288,-10600,9568,1650,403,-720,
1768626698.4524283,11.1279915,77.1860845,0.08704400000000001,12,-8112,-10464,10456,881,163,-895,
1768626698.4564931,11.1279915,77.1860845,0.081488,12,-8112,-10464,10456,881,163,-895,
1768626698.4605467,11.1279915,77.1860845,0.05556,12,-8112,-10464,10456,881,163,-895,
1768626698.464598,11.1279915,77.1860845,0.05556,12,-8112,-10464,10456,881,163,-895,
1768626698.4688506,11.1279915,77.1860845,0.10371200000000001,12,-8112,-10464,10456,881,163,-895,
1768626698.4730341,11.1279915,77.1860845,0.10186,12,-8112,-10464,10456,881,163,-895,
1768626698.4757278,11.1279915,77.18608466666667,0.029632000000000002,12,-8112,-10464,10456,881,163,-895,
1768626698.478237,11.1279915,77.18608466666667,0.15186400000000003,12,-8112,-10464,10456,881,163,-895,
1768626698.4823945,11.1279915,77.18608466666667,0.094452,12,-8112,-10464,10456,881,163,-895,
1768626698.486459,11.1279915,77.18608466666667,0.057412000000000005,12,-8112,-10464,10456,881,163,-895,
1768626698.4905071,11.1279915,77.18608466666667,0.033336,12,-8112,-10464,10456,881,163,-895,
1768626698.4945633,11.1279915,77.18608466666667,0.02778,12,-8112,-10464,10456,881,163,-895,
1768626698.498831,11.1279915,77.18608483333334,0.042596,12,-8112,-10464,10456,881,163,-895,
1768626698.5028725,11.127991333333334,77.18608483333334,0.068524,12,-8112,-10464,10456,881,163,-895,
1768626698.5069454,11.1279915,77.18608483333334,0.085192,12,-8112,-10464,10456,881,163,-895,
1768626698.5109808,11.1279915,77.18608483333334,0.07037600000000001,12,-8112,-10464,10456,881,163,-895,
1768626698.514986,11.1279915,77.18608483333334,0.029632000000000002,12,-8112,-10464,10456,881,163,-895,
1768626698.5189538,11.1279915,77.18608483333334,0.08334,12,-8112,-10464,10456,881,163,-895,
1768626698.5229585,11.1279915,77.18608483333334,0.10186,12,-8112,-10464,10456,881,163,-895,
1768626698.526966,11.1279915,77.18608483333334,0.050004,12,-8112,-10464,10456,881,163,-895,
1768626698.5312653,11.1279915,77.18608483333334,0.057412000000000005,12,-8112,-10464,10456,881,163,-895,
1768626698.5352526,11.1279915,77.18608483333334,0.11852800000000001,12,-8112,-10464,10456,881,163,-895,
1768626698.5377462,11.1279915,77.18608483333334,0.06482,12,-8112,-10464,10456,881,163,-895,
1768626698.5409296,11.1279915,77.186085,0.081488,12,-8112,-10464,10456,881,163,-895,
1768626698.5449681,11.1279915,77.186085,0.020372,12,-8112,-10464,10456,881,163,-895,
1768626698.5547352,11.1279915,77.186085,0.029632000000000002,12,-8808,-9304,10120,684,-211,183,
1768626698.5572855,11.1279915,77.186085,0.024076,12,-8808,-9304,10120,684,-211,183,
1768626698.559801,11.1279915,77.186085,0.005556,12,-8808,-9304,10120,684,-211,183,
1768626698.5622954,11.1279915,77.186085,0.116676,12,-8808,-9304,10120,684,-211,183,
1768626698.5648365,11.1279915,77.18608516666667,0.042596,12,-8808,-9304,10120,684,-211,183,
1768626698.5676272,11.1279915,77.18608516666667,0.072228,12,-8808,-9304,10120,684,-211,183,
1768626698.570129,11.1279915,77.18608516666667,0.07593200000000001,12,-8808,-9304,10120,684,-211,183,
1768626698.5726368,11.1279915,77.18608516666667,0.044448,12,-8808,-9304,10120,684,-211,183,
1768626698.5751214,11.1279915,77.18608533333334,0.050004,12,-8808,-9304,10120,684,-211,183,
1768626698.5776694,11.1279915,77.18608533333334,0.09074800000000001,12,-8808,-9304,10120,684,-211,183,
1768626698.580243,11.1279915,77.18608533333334,0.022224,12,-8808,-9304,10120,684,-211,183,
1768626698.582733,11.1279915,77.18608533333334,0.053708000000000006,12,-8808,-9304,10120,684,-211,183,
1768626698.5854084,11.1279915,77.1860855,0.016668,12,-8808,-9304,10120,684,-211,183,
1768626698.587924,11.127991333333334,77.1860855,0.085192,12,-8808,-9304,10120,684,-211,183,
1768626698.5904095,11.127991333333334,77.1860855,0.020372,12,-8808,-9304,10120,684,-211,183,
1768626698.5929058,11.127991333333334,77.1860855,0.094452,12,-8808,-9304,10120,684,-211,183,
