timestamp,latitude,longitude,speed,satellites,imu_x,imu_y,imu_z,gyro_x,gyro_y,gyro_z,pressure
1768637949.106831,11.1280015,77.18601183333334,0.290764,8,-3560,-8240,13808,301,-273,67,
1768637949.164369,11.128002,77.1860125,0.05556,8,-3628,-8268,13644,303,-277,98,
1768637949.2627623,11.128001666666666,77.18601283333334,0.12038000000000001,8,-3656,-8300,13576,284,-307,68,
1768637949.4074168,11.128001666666666,77.186013,0.020372,8,-3680,-8320,13720,315,-503,64,
1768637949.5073116,11.128001666666666,77.1860135,0.079636,8,-3592,-8200,13600,307,-284,67,
1768637949.5632596,11.128001666666666,77.18601366666667,0.011112,8,-3620,-8268,13588,263,-282,98,
1768637949.665461,11.1280015,77.18601383333333,0.072228,8,-3612,-8316,13604,294,-272,52,
1768637949.8076942,11.128001333333334,77.186014,0.09815600000000001,8,-3636,-8272,13748,284,-289,92,
1768637949.9078326,11.128001166666667,77.18601433333333,0.042596,8,-3568,-8296,13716,275,-254,65,
1768637950.0081263,11.128000833333333,77.1860145,0.042596,8,-3828,-8276,13736,316,-285,64,
1768637950.1081507,11.128000666666667,77.18601466666667,0.057412000000000005,8,-3640,-8252,13656,303,-301,91,
1768637950.1711514,11.128000666666667,77.18601483333333,0.144456,8,-3680,-8196,13664,311,-264,84,
1768637950.271227,11.1280005,77.186015,0.059264000000000004,8,-3656,-8280,13656,287,-302,53,
1768637950.3713615,11.128000333333333,77.18601516666666,0.059264000000000004,8,-3600,-8276,13688,330,-279,55,
1768637950.4714644,11.128000166666666,77.18601533333333,0.025928000000000003,8,-3620,-8248,13696,269,-242,103,
1768637950.5716977,11.128,77.1860155,0.051856000000000006,8,-3608,-8220,13636,275,-269,99,
1768637950.671783,11.127999666666666,77.18601583333333,0.061116000000000004,8,-3652,-8292,13584,299,-243,98,
1768637950.772129,11.1279995,77.186016,0.048152,8,-3620,-8300,13696,297,-284,68,
1768637950.8720105,11.127999333333333,77.186016,0.059264000000000004,8,-3676,-8256,13620,293,-254,69,
1768637950.9721296,11.127999166666667,77.18601616666666,0.02778,8,-3628,-8304,13736,298,-278,63,
1768637951.072253,11.127999,77.18601616666666,0.09260000000000002,8,-3644,-8276,13620,314,-269,97,
1768637951.1880407,11.127998833333333,77.18601633333333,0.079636,8,-3668,-8296,13684,273,-297,99,
1768637951.2880871,11.127998666666667,77.18601633333333,0.077784,8,-3672,-8280,13628,284,-3,83,
1768637951.3881829,11.1279985,77.1860165,0.127788,8,-3624,-8236,13636,265,-238,111,
1768637951.4884875,11.1279985,77.1860165,0.072228,8,-3620,-8292,13620,287,-245,97,
1768637951.5886981,11.1279985,77.18601666666666,0.10186,8,-3612,-8260,13724,273,-504,53,
1768637951.6887786,11.1279985,77.18601666666666,0.029632000000000002,8,-3648,-8288,13620,289,-284,65,
1768637951.7888722,11.1279985,77.18601683333333,0.07408000000000001,8,-3608,-8272,13592,277,-267,53,
1768637951.8890269,11.127998333333334,77.18601683333333,0.037040000000000003,8,-3616,-8256,13672,274,-10,84,
1768637951.9893217,11.127998333333334,77.186017,0.11482400000000001,8,-3600,-8220,13688,303,-12,87,
1768637952.0892746,11.127998333333334,77.18601716666667,0.066672,8,-3660,-8252,13680,291,-284,98,
1768637952.2050595,11.127998333333334,77.18601716666667,0.08334,8,-3636,-8308,13576,291,-293,74,
1768637952.2589326,11.127998333333334,77.18601733333334,0.057412000000000005,8,-3608,-8300,13704,276,-279,72,
1768637952.3589504,11.1279985,77.18601733333334,0.031484000000000005,8,-3632,-8232,13660,291,-274,73,
1768637952.4607577,11.1279985,77.1860175,0.079636,8,-3660,-8288,13676,295,-254,39,
1768637952.5608125,11.1279985,77.18601766666667,0.048152,8,-3588,-8300,13664,303,-274,59,
1768637952.6617334,11.127998666666667,77.18601766666667,0.029632000000000002,8,-3608,-8260,13672,269,-293,50,
1768637952.7617655,11.127998833333333,77.18601766666667,0.068524,8,-3652,-8284,13680,276,-273,76,
1768637952.8628175,11.127998833333333,77.18601783333334,0.040744,8,-3636,-8300,13720,267,-284,70,
1768637952.959224,11.127999,77.18601783333334,0.014816000000000001,8,-3600,-8304,13644,282,-257,89,
1768637953.059199,11.127999,77.186018,0.053708000000000006,8,-3628,-8292,13720,284,-287,59,
1768637953.156257,11.127999166666667,77.186018,0.09074800000000001,8,-3656,-8312,13588,299,-270,76,
1768637953.2695038,11.127999333333333,77.186018,0.09074800000000001,8,-3616,-8200,13692,308,-277,69,
1768637953.3697724,11.1279995,77.18601816666667,0.059264000000000004,8,-3608,-8284,13664,273,-258,64,
1768637953.4696906,11.1279995,77.18601816666667,0.050004,8,-3612,-8328,13664,287,-259,56,
1768637953.5698876,11.127999666666666,77.18601816666667,0.059264000000000004,8,-3648,-8284,13640,292,-242,76,
1768637953.6699944,11.127999666666666,77.18601833333334,0.09815600000000001,8,-3628,-8300,13640,288,-271,58,
1768637953.7700577,11.127999833333334,77.18601833333334,0.057412000000000005,8,-3640,-8300,13648,280,-511,66,
1768637953.870241,11.127999833333334,77.1860185,0.050004,8,-3556,-8296,13396,267,-300,78,
1768637953.970541,11.128,77.1860185,0.11112,8,-3608,-8340,13696,276,-277,28,
1768637954.0704813,11.128,77.18601866666667,0.018520000000000002,8,-3664,-8280,13604,282,-254,69,
1768637954.1706579,11.128,77.18601866666667,0.04630000000000001,8,-3640,-8332,13756,280,-270,51,
1768637954.2837164,11.128000166666666,77.18601883333334,0.038892,8,-3824,-8236,13708,270,-267,96,
1768637954.383732,11.128000166666666,77.18601883333334,0.07593200000000001,8,-3644,-8288,13580,287,-275,62,
1768637954.483917,11.128000333333333,77.186019,0.04630000000000001,8,-3644,-8328,13568,265,-264,83,
1768637954.5840821,11.128000333333333,77.186019,0.081488,8,-3348,-8240,13720,303,-267,88,
1768637954.6842966,11.1280005,77.18601916666667,0.112972,8,-3664,-8320,13756,319,-313,72,
1768637954.7844284,11.1280005,77.18601916666667,0.051856000000000006,8,-3644,-8168,13744,270,-262,82,
1768637954.8843975,11.1280005,77.18601916666667,0.100008,8,-3572,-8312,13632,280,-245,88,
1768637954.984483,11.127999833333334,77.1860205,0.085192,11,-3640,-8260,13676,314,-277,57,
