gps_unix_time,lat,lon,sats,speed_kmh,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1772917063.004,10.00216,76.3794,5,5.02,2222,-977,5130,-8,167,-103
1772917063.097,10.00216,76.37941,5,4.93,4554,-1513,6377,-309,-196,-759
1772917063.207,10.00216,76.37941,5,4.93,5210,-1264,8596,-1472,-725,-876
1772917063.303,10.00216,76.37941,5,4.74,4168,-2719,5993,-1950,637,-538
1772917063.397,10.00217,76.37941,5,4.52,4812,-3125,6253,-2264,-305,-289
1772917063.500,10.00217,76.37941,5,4.32,4573,-3854,4090,-1507,-65,67
1772917063.600,10.00217,76.37942,5,4.53,4454,-4037,4132,1913,925,693
1772917063.703,10.00217,76.37942,5,4.53,3759,2232,7698,5961,2760,1147
1772917063.797,10.00218,76.37942,5,4.93,696,2730,11918,2252,3220,843
1772917063.904,10.00218,76.37942,5,4.93,335,2927,8592,1227,1723,1174
1772917064.998,10.00218,76.37942,5,5.52,-1828,3503,4552,838,2038,795
1772917064.107,10.00218,76.37942,5,5.52,-2961,4171,6471,321,769,156
1772917064.198,10.00218,76.37943,5,5.87,-3966,4745,8307,-1301,-1272,-662
1772917064.300,10.00218,76.37943,5,6.05,-3580,4777,10006,-3644,-2018,-1015
1772917064.397,10.00218,76.37943,4,6.05,-1213,1665,7825,-1586,-1434,-132
1772917065.202,10.00219,76.37944,3,7.17,-13,107,10802,338,148,-1031
