lat,long,speed,imu_brake,gps_brake,brake_delta,imu_accel,gps_accel,accel_delta
10.9008790,77.0486160,69.40,0.000,0.000,0.000,0.263,0.181,0.082
10.9008872,77.0486480,70.86,0.000,0.000,0.000,0.275,0.176,0.099
10.9008920,77.0486700,71.47,0.000,0.000,0.000,0.206,0.169,0.037
10.9008970,77.0486800,72.52,0.000,0.000,0.000,0.127,0.161,-0.035
10.9009010,77.0487000,73.02,0.000,0.000,0.000,0.210,0.157,0.053
10.9009060,77.0487200,73.50,0.000,0.000,0.000,0.181,0.154,0.027
10.9009150,77.0487600,74.08,0.000,0.000,0.000,0.170,0.150,0.020
10.9009200,77.0487760,73.62,0.000,0.000,0.000,0.208,0.149,0.060
10.9009250,77.0487900,73.91,0.000,0.000,0.000,0.274,0.149,0.126
10.9009340,77.0488300,75.73,0.000,0.000,0.000,0.173,0.150,0.023
10.9009390,77.0488500,76.55,0.000,0.000,0.000,0.162,0.152,0.010
10.9009440,77.0488700,76.97,0.000,0.000,0.000,0.168,0.155,0.013
10.9009490,77.0488900,77.90,0.000,0.000,0.000,0.173,0.157,0.017
10.9009580,77.0489300,78.93,0.000,0.000,0.000,0.166,0.156,0.009
10.9009620,77.0489500,79.69,0.000,0.000,0.000,0.129,0.150,-0.021
10.9009670,77.0489680,79.46,0.000,0.000,0.000,0.105,0.142,-0.037
10.9009710,77.0489900,80.66,0.000,0.000,0.000,0.106,0.132,-0.026
10.9009750,77.0490100,81.26,0.000,0.000,0.000,0.105,0.120,-0.015
10.9009840,77.0490500,81.93,0.000,0.000,0.000,0.089,0.110,-0.021
10.9009880,77.0490700,82.34,0.000,0.000,0.000,0.119,0.102,0.017
10.9009910,77.0490900,82.84,0.000,0.000,0.000,0.148,0.097,0.051
10.9009950,77.0491100,82.52,0.000,0.000,0.000,0.142,0.093,0.049
10.9010030,77.0491500,83.30,0.000,0.000,0.000,0.128,0.093,0.036
10.9010060,77.0491700,83.23,0.000,0.000,0.000,0.142,0.092,0.050
10.9010100,77.0491920,83.60,0.000,0.000,0.000,0.140,0.092,0.048
10.9010120,77.0492200,83.92,0.000,0.000,0.000,0.170,0.093,0.077
10.9010150,77.0492300,84.18,0.000,0.000,0.000,0.144,0.094,0.050
10.9010220,77.0492800,85.48,0.000,0.000,0.000,0.164,0.093,0.071
10.9010250,77.0493000,85.88,0.000,0.000,0.000,0.162,0.088,0.074
10.9010270,77.0493236,86.17,0.000,0.000,0.000,0.213,0.079,0.134
10.9010320,77.0493600,86.71,0.000,0.000,0.000,0.153,0.065,0.088
10.9010340,77.0493840,87.06,0.000,0.000,0.000,0.170,0.049,0.121
10.9010360,77.0494100,87.46,0.000,0.000,0.000,0.194,0.035,0.159
10.9010410,77.0494500,87.53,0.000,0.000,0.000,0.144,0.024,0.119
10.9010430,77.0494800,87.24,0.000,0.000,0.000,0.062,0.019,0.043
10.9010450,77.0495000,86.94,0.000,0.000,0.000,0.047,0.017,0.030
10.9010470,77.0495200,87.22,0.000,0.000,0.000,0.032,0.020,0.012
10.9010516,77.0495600,86.65,0.008,0.000,0.008,0.000,0.024,-0.024
10.9010540,77.0495800,86.66,0.000,0.000,0.000,0.059,0.031,0.028
10.9010570,77.0496100,86.94,0.000,0.000,0.000,0.097,0.040,0.058
10.9010600,77.0496300,87.04,0.000,0.000,0.000,0.162,0.051,0.111
10.9010670,77.0496720,88.02,0.000,0.000,0.000,0.195,0.061,0.134
10.9010710,77.0497000,88.05,0.000,0.000,0.000,0.220,0.069,0.150
10.9010730,77.0497200,88.55,0.000,0.000,0.000,0.175,0.076,0.099
10.9010780,77.0497360,88.68,0.000,0.000,0.000,0.167,0.081,0.087
10.9010870,77.0497800,89.57,0.000,0.000,0.000,0.222,0.083,0.139
10.9010910,77.0498080,89.77,0.000,0.000,0.000,0.192,0.083,0.109
10.9010950,77.0498300,89.92,0.000,0.000,0.000,0.191,0.083,0.108
10.9011070,77.0498700,90.71,0.000,0.000,0.000,0.236,0.084,0.152
10.9011130,77.0499000,91.00,0.000,0.000,0.000,0.250,0.085,0.165
10.9011190,77.0499200,90.98,0.000,0.000,0.000,0.171,0.086,0.085
10.9011260,77.0499400,91.33,0.000,0.000,0.000,0.203,0.091,0.113
10.9011390,77.0499800,91.75,0.000,0.000,0.000,0.178,0.096,0.083
10.9011470,77.0500000,92.42,0.000,0.000,0.000,0.154,0.100,0.054
10.9011544,77.0500240,92.57,0.000,0.000,0.000,0.184,0.105,0.079
10.9011630,77.0500500,92.72,0.000,0.000,0.000,0.187,0.110,0.077
10.9011790,77.0500920,93.86,0.000,0.000,0.000,0.162,0.114,0.048
10.9011880,77.0501200,94.47,0.000,0.000,0.000,0.167,0.116,0.051
10.9011968,77.0501400,95.14,0.000,0.000,0.000,0.139,0.117,0.022
10.9012050,77.0501600,95.56,0.000,0.000,0.000,0.078,0.117,-0.039
10.9012220,77.0502100,96.19,0.000,0.000,0.000,0.068,0.116,-0.048
10.9012310,77.0502300,96.62,0.000,0.000,0.000,0.061,0.112,-0.051
10.9012400,77.0502520,96.88,0.000,0.000,0.000,0.063,0.106,-0.043
10.9012490,77.0502800,97.40,0.000,0.000,0.000,0.079,0.100,-0.021
10.9012660,77.0503200,98.19,0.000,0.000,0.000,0.092,0.094,-0.002
10.9012750,77.0503500,98.46,0.000,0.000,0.000,0.101,0.088,0.013
10.9012830,77.0503700,98.68,0.000,0.000,0.000,0.073,0.083,-0.010
10.9012920,77.0503900,99.19,0.000,0.000,0.000,0.066,0.080,-0.014
10.9013000,77.0504160,99.26,0.000,0.000,0.000,0.091,0.075,0.016
10.9013240,77.0504900,100.07,0.000,0.000,0.000,0.056,0.070,-0.014
10.9013330,77.0505160,99.78,0.000,0.000,0.000,0.042,0.063,-0.021
10.9013408,77.0505400,100.49,0.000,0.000,0.000,0.067,0.056,0.011
10.9013560,77.0505800,100.89,0.000,0.000,0.000,0.088,0.050,0.038
10.9013630,77.0506100,101.14,0.000,0.000,0.000,0.021,0.043,-0.022
10.9013710,77.0506400,101.44,0.093,0.000,0.093,0.000,0.037,-0.037
10.9013790,77.0506600,101.62,0.068,0.000,0.068,0.000,0.029,-0.029
10.9013850,77.0506800,101.88,0.000,0.000,0.000,0.003,0.021,-0.018
10.9014000,77.0507320,101.47,0.066,0.000,0.066,0.000,0.014,-0.014
10.9014140,77.0507800,101.37,0.008,0.000,0.008,0.000,0.008,-0.008
10.9014210,77.0508100,100.98,0.000,0.000,0.000,0.077,0.002,0.076
10.9014270,77.0508320,101.40,0.001,0.001,-0.000,0.000,0.000,0.000
10.9014400,77.0508800,101.84,0.059,0.003,0.055,0.000,0.000,0.000
10.9014530,77.0509360,101.98,0.008,0.005,0.003,0.000,0.000,0.000
10.9014650,77.0509800,101.91,0.029,0.007,0.022,0.000,0.000,0.000
10.9014780,77.0510300,101.70,0.000,0.011,-0.011,0.013,0.000,0.013
10.9014890,77.0510800,101.31,0.000,0.017,-0.017,0.052,0.000,0.052
10.9015000,77.0511300,101.08,0.039,0.022,0.017,0.000,0.000,0.000
10.9015360,77.0513100,100.51,0.094,0.025,0.068,0.000,0.000,0.000
10.9015464,77.0513500,100.76,0.116,0.028,0.088,0.000,0.000,0.000
10.9015580,77.0514100,101.02,0.131,0.026,0.105,0.000,0.000,0.000
10.9015680,77.0514500,100.50,0.159,0.019,0.140,0.000,0.000,0.000
10.9015790,77.0515080,100.46,0.046,0.011,0.034,0.000,0.000,0.000
10.9015900,77.0515500,100.05,0.000,0.002,-0.002,0.017,0.000,0.017
10.9016010,77.0516080,100.12,0.000,0.000,0.000,0.026,0.007,0.019
10.9016120,77.0516500,100.21,0.000,0.000,0.000,0.024,0.016,0.009
10.9016230,77.0517040,100.46,0.000,0.000,0.000,0.066,0.023,0.043
10.9016330,77.0517500,100.77,0.000,0.000,0.000,0.013,0.031,-0.018
10.9016440,77.0518000,100.81,0.005,0.000,0.005,0.000,0.037,-0.037
10.9016540,77.0518500,101.07,0.000,0.000,0.000,0.023,0.042,-0.019
10.9016640,77.0519000,101.57,0.000,0.000,0.000,0.049,0.046,0.004
10.9016690,77.0519280,101.65,0.000,0.000,0.000,0.037,0.047,-0.009
10.9016780,77.0519800,101.86,0.000,0.000,0.000,0.044,0.047,-0.003
10.9016830,77.0520000,102.12,0.000,0.000,0.000,0.062,0.046,0.016
10.9016880,77.0520300,102.58,0.000,0.000,0.000,0.046,0.043,0.003
10.9016960,77.0520800,102.58,0.000,0.000,0.000,0.059,0.039,0.020
10.9017000,77.0521100,102.83,0.000,0.000,0.000,0.055,0.034,0.021
10.9017040,77.0521300,102.92,0.000,0.000,0.000,0.057,0.027,0.030
10.9017080,77.0521520,103.20,0.000,0.000,0.000,0.028,0.018,0.010
10.9017120,77.0521840,103.39,0.000,0.000,0.000,0.011,0.007,0.004
10.9017150,77.0522100,103.44,0.036,0.006,0.030,0.000,0.000,0.000
10.9017230,77.0522600,103.27,0.057,0.021,0.036,0.000,0.000,0.000
10.9017260,77.0522840,103.33,0.116,0.036,0.080,0.000,0.000,0.000
10.9017290,77.0523120,102.91,0.145,0.052,0.093,0.000,0.000,0.000
10.9017316,77.0523400,103.02,0.184,0.068,0.116,0.000,0.000,0.000
10.9017340,77.0523700,102.65,0.235,0.083,0.151,0.000,0.000,0.000
10.9017400,77.0524160,101.92,0.269,0.097,0.172,0.000,0.000,0.000
10.9017430,77.0524480,101.43,0.262,0.108,0.154,0.000,0.000,0.000
10.9017450,77.0524700,101.03,0.280,0.117,0.163,0.000,0.000,0.000
10.9017470,77.0524900,100.41,0.256,0.125,0.131,0.000,0.000,0.000
10.9017500,77.0525200,100.02,0.204,0.133,0.071,0.000,0.000,0.000
10.9017520,77.0525700,98.94,0.154,0.141,0.013,0.000,0.000,0.000
10.9017530,77.0525900,98.67,0.158,0.149,0.009,0.000,0.000,0.000
10.9017550,77.0526400,97.43,0.139,0.157,-0.017,0.000,0.000,0.000
10.9017560,77.0526640,96.87,0.124,0.162,-0.038,0.000,0.000,0.000
10.9017560,77.0526900,96.51,0.132,0.166,-0.034,0.000,0.000,0.000
10.9017550,77.0527100,95.73,0.140,0.172,-0.032,0.000,0.000,0.000
10.9017540,77.0527600,94.35,0.134,0.181,-0.047,0.000,0.000,0.000
10.9017530,77.0527900,93.56,0.115,0.191,-0.076,0.000,0.000,0.000
10.9017512,77.0528100,92.94,0.156,0.205,-0.050,0.000,0.000,0.000
10.9017510,77.0528300,92.36,0.223,0.223,0.000,0.000,0.000,0.000
10.9017480,77.0528800,91.19,0.315,0.243,0.072,0.000,0.000,0.000
10.9017460,77.0529000,90.78,0.366,0.263,0.103,0.000,0.000,0.000
10.9017440,77.0529320,89.73,0.390,0.288,0.103,0.000,0.000,0.000
10.9017420,77.0529400,88.51,0.421,0.315,0.106,0.000,0.000,0.000
10.9017380,77.0529840,85.95,0.424,0.343,0.081,0.000,0.000,0.000
10.9017370,77.0530100,84.89,0.414,0.367,0.048,0.000,0.000,0.000
10.9017350,77.0530300,83.73,0.418,0.387,0.031,0.000,0.000,0.000
10.9017320,77.0530700,80.52,0.481,0.398,0.083,0.000,0.000,0.000
10.9017316,77.0530840,79.08,0.459,0.402,0.057,0.000,0.000,0.000
10.9017310,77.0531100,77.09,0.441,0.394,0.047,0.000,0.000,0.000
10.9017310,77.0531200,75.30,0.391,0.381,0.010,0.000,0.000,0.000
10.9017316,77.0531600,72.03,0.310,0.367,-0.057,0.000,0.000,0.000
10.9017310,77.0531800,70.73,0.239,0.347,-0.108,0.000,0.000,0.000
10.9017316,77.0531900,69.60,0.232,0.327,-0.095,0.000,0.000,0.000
10.9017320,77.0532160,68.77,0.201,0.311,-0.110,0.000,0.000,0.000
10.9017330,77.0532300,68.07,0.247,0.298,-0.050,0.000,0.000,0.000
10.9017350,77.0532600,66.83,0.316,0.285,0.031,0.000,0.000,0.000
10.9017370,77.0532736,65.97,0.339,0.278,0.062,0.000,0.000,0.000
10.9017390,77.0533000,65.27,0.357,0.273,0.084,0.000,0.000,0.000
10.9017450,77.0533300,63.21,0.298,0.269,0.029,0.000,0.000,0.000
10.9017480,77.0533480,61.93,0.246,0.263,-0.017,0.000,0.000,0.000
10.9017512,77.0533500,60.60,0.206,0.256,-0.050,0.000,0.000,0.000
10.9017590,77.0533800,58.16,0.168,0.248,-0.081,0.000,0.000,0.000
10.9017640,77.0534000,57.43,0.120,0.238,-0.118,0.000,0.000,0.000
10.9017690,77.0534080,56.24,0.170,0.225,-0.055,0.000,0.000,0.000
10.9017740,77.0534200,55.85,0.183,0.214,-0.031,0.000,0.000,0.000
10.9017800,77.0534400,55.28,0.185,0.203,-0.018,0.000,0.000,0.000
10.9017932,77.0534600,54.31,0.208,0.190,0.017,0.000,0.000,0.000
10.9018000,77.0534700,54.19,0.219,0.179,0.040,0.000,0.000,0.000
10.9018080,77.0534800,53.57,0.214,0.168,0.046,0.000,0.000,0.000
10.9018240,77.0535000,51.93,0.187,0.157,0.030,0.000,0.000,0.000
10.9018330,77.0535080,50.89,0.173,0.145,0.028,0.000,0.000,0.000
10.9018410,77.0535200,50.17,0.156,0.133,0.024,0.000,0.000,0.000
10.9018600,77.0535320,49.31,0.096,0.119,-0.022,0.000,0.000,0.000
10.9018710,77.0535320,48.90,0.082,0.104,-0.023,0.000,0.000,0.000
10.9018800,77.0535400,48.59,0.027,0.087,-0.060,0.000,0.000,0.000
10.9018910,77.0535500,48.70,0.000,0.070,-0.070,0.055,0.000,0.055
10.9019010,77.0535600,48.42,0.000,0.053,-0.053,0.111,0.000,0.111
10.9019240,77.0535680,48.82,0.000,0.033,-0.033,0.101,0.000,0.101
10.9019470,77.0535700,48.48,0.000,0.012,-0.012,0.137,0.000,0.137
10.9019580,77.0535700,48.12,0.000,0.000,0.000,0.168,0.008,0.160
10.9019690,77.0535800,47.60,0.000,0.000,0.000,0.151,0.029,0.122
10.9019800,77.0535800,47.63,0.000,0.000,0.000,0.160,0.049,0.111
10.9020040,77.0535900,48.56,0.000,0.000,0.000,0.173,0.066,0.107
10.9020150,77.0536000,48.35,0.000,0.000,0.000,0.167,0.077,0.090
10.9020270,77.0536000,48.96,0.000,0.000,0.000,0.124,0.085,0.039
10.9020390,77.0536036,49.60,0.000,0.000,0.000,0.106,0.090,0.016
10.9020610,77.0536200,51.16,0.000,0.000,0.000,0.072,0.094,-0.022
10.9020730,77.0536200,51.57,0.000,0.000,0.000,0.033,0.092,-0.059
10.9020840,77.0536300,51.92,0.000,0.000,0.000,0.041,0.079,-0.038
10.9020960,77.0536320,52.03,0.000,0.000,0.000,0.045,0.063,-0.019
10.9021170,77.0536500,52.81,0.000,0.000,0.000,0.016,0.046,-0.031
10.9021360,77.0536700,53.29,0.000,0.000,0.000,0.012,0.029,-0.017
10.9021530,77.0536900,53.33,0.000,0.000,0.000,0.017,0.016,0.001
10.9021680,77.0537100,52.84,0.000,0.000,0.000,0.034,0.018,0.016
10.9021820,77.0537360,52.44,0.000,0.000,0.000,0.083,0.026,0.057
10.9021870,77.0537500,52.44,0.000,0.000,0.000,0.140,0.035,0.105
10.9022052,77.0537920,53.19,0.000,0.000,0.000,0.182,0.046,0.135
10.9022070,77.0538100,53.33,0.000,0.000,0.000,0.207,0.057,0.150
10.9022090,77.0538240,53.74,0.000,0.000,0.000,0.201,0.067,0.135
10.9022120,77.0538520,54.37,0.000,0.000,0.000,0.155,0.077,0.078
10.9022120,77.0538600,55.26,0.000,0.000,0.000,0.120,0.087,0.032
10.9022120,77.0538800,55.32,0.000,0.000,0.000,0.118,0.097,0.020
10.9022110,77.0538960,55.48,0.000,0.000,0.000,0.135,0.109,0.025
10.9022090,77.0539100,55.50,0.000,0.000,0.000,0.166,0.122,0.044
10.9022060,77.0539280,55.87,0.000,0.000,0.000,0.184,0.132,0.052
10.9022000,77.0539500,56.82,0.000,0.000,0.000,0.215,0.142,0.073
10.9021950,77.0539600,57.34,0.000,0.000,0.000,0.201,0.152,0.049
10.9021900,77.0539800,58.20,0.000,0.000,0.000,0.189,0.160,0.029
10.9021848,77.0539900,59.15,0.000,0.000,0.000,0.231,0.168,0.063
10.9021710,77.0540160,60.22,0.000,0.000,0.000,0.230,0.171,0.059
10.9021632,77.0540300,61.00,0.000,0.000,0.000,0.232,0.171,0.061
10.9021550,77.0540500,61.72,0.000,0.000,0.000,0.204,0.168,0.036
10.9021470,77.0540600,62.19,0.000,0.000,0.000,0.173,0.163,0.011
10.9021280,77.0540880,63.69,0.000,0.000,0.000,0.100,0.157,-0.057
10.9021180,77.0540900,63.63,0.000,0.000,0.000,0.116,0.150,-0.034
10.9021070,77.0541100,64.44,0.000,0.000,0.000,0.111,0.144,-0.033
10.9020960,77.0541200,64.59,0.000,0.000,0.000,0.112,0.142,-0.029
10.9020840,77.0541300,65.30,0.000,0.000,0.000,0.152,0.143,0.009
10.9020608,77.0541500,66.07,0.000,0.000,0.000,0.179,0.140,0.039
10.9020480,77.0541700,66.46,0.000,0.000,0.000,0.160,0.141,0.019
10.9020350,77.0541800,66.93,0.000,0.000,0.000,0.161,0.142,0.019
10.9020080,77.0542000,67.99,0.000,0.000,0.000,0.218,0.143,0.074
10.9019940,77.0542100,68.52,0.000,0.000,0.000,0.215,0.145,0.070
10.9019800,77.0542200,69.17,0.000,0.000,0.000,0.213,0.150,0.063
10.9019660,77.0542300,69.85,0.000,0.000,0.000,0.216,0.153,0.063
10.9019070,77.0542700,72.09,0.000,0.000,0.000,0.207,0.154,0.052
10.9018920,77.0542800,72.84,0.000,0.000,0.000,0.204,0.155,0.049
10.9018760,77.0542900,73.36,0.000,0.000,0.000,0.231,0.151,0.080
10.9018460,77.0543100,74.19,0.000,0.000,0.000,0.236,0.151,0.084
10.9018300,77.0543200,74.91,0.000,0.000,0.000,0.219,0.152,0.067
10.9018136,77.0543400,75.10,0.000,0.000,0.000,0.219,0.153,0.067
10.9017980,77.0543440,75.76,0.000,0.000,0.000,0.190,0.152,0.038
10.9017820,77.0543600,76.59,0.000,0.000,0.000,0.184,0.153,0.031
10.9017500,77.0543760,77.39,0.000,0.000,0.000,0.175,0.150,0.025
10.9017160,77.0544000,78.63,0.000,0.000,0.000,0.192,0.149,0.043
10.9017000,77.0544100,79.08,0.000,0.000,0.000,0.198,0.146,0.052
10.9016830,77.0544200,79.45,0.000,0.000,0.000,0.206,0.142,0.064
10.9016660,77.0544320,80.05,0.000,0.000,0.000,0.204,0.141,0.064
10.9016310,77.0544600,81.42,0.000,0.000,0.000,0.211,0.137,0.074
10.9016140,77.0544700,81.57,0.000,0.000,0.000,0.189,0.134,0.056
10.9015960,77.0544800,82.61,0.000,0.000,0.000,0.175,0.132,0.044
10.9015790,77.0544900,82.52,0.000,0.000,0.000,0.164,0.129,0.035
10.9015440,77.0545100,83.52,0.000,0.000,0.000,0.150,0.124,0.026
10.9015256,77.0545300,83.98,0.000,0.000,0.000,0.135,0.117,0.018
10.9015070,77.0545360,84.15,0.000,0.000,0.000,0.129,0.107,0.021
10.9014900,77.0545500,84.48,0.000,0.000,0.000,0.101,0.095,0.006
10.9014540,77.0545700,85.49,0.000,0.000,0.000,0.091,0.080,0.011
10.9014360,77.0545800,86.04,0.000,0.000,0.000,0.069,0.059,0.010
10.9014180,77.0545968,86.58,0.000,0.000,0.000,0.029,0.036,-0.007
10.9014000,77.0546100,86.77,0.036,0.000,0.036,0.000,0.014,-0.014
10.9013816,77.0546200,86.92,0.058,0.010,0.048,0.000,0.000,0.000
10.9013450,77.0546400,86.50,0.118,0.037,0.081,0.000,0.000,0.000
10.9013280,77.0546600,86.33,0.153,0.062,0.091,0.000,0.000,0.000
10.9013100,77.0546640,85.57,0.199,0.087,0.112,0.000,0.000,0.000
10.9012920,77.0546800,85.36,0.178,0.110,0.068,0.000,0.000,0.000
10.9012380,77.0547100,83.98,0.168,0.128,0.040,0.000,0.000,0.000
10.9012210,77.0547280,82.94,0.154,0.139,0.015,0.000,0.000,0.000
10.9012040,77.0547300,82.55,0.142,0.146,-0.005,0.000,0.000,0.000
10.9011860,77.0547500,81.84,0.141,0.150,-0.009,0.000,0.000,0.000
10.9011520,77.0547600,80.80,0.143,0.152,-0.009,0.000,0.000,0.000
10.9011340,77.0547800,80.45,0.172,0.152,0.021,0.000,0.000,0.000
10.9011160,77.0547900,80.13,0.197,0.151,0.046,0.000,0.000,0.000
10.9010990,77.0547920,79.24,0.230,0.151,0.078,0.000,0.000,0.000
10.9010820,77.0548000,78.95,0.203,0.151,0.052,0.000,0.000,0.000
10.9010480,77.0548240,77.17,0.201,0.147,0.054,0.000,0.000,0.000
10.9010310,77.0548300,77.04,0.207,0.145,0.062,0.000,0.000,0.000
10.9010120,77.0548400,76.87,0.189,0.142,0.047,0.000,0.000,0.000
10.9009950,77.0548500,76.57,0.176,0.139,0.037,0.000,0.000,0.000
10.9009610,77.0548600,75.57,0.186,0.136,0.049,0.000,0.000,0.000
10.9009440,77.0548600,74.49,0.211,0.139,0.072,0.000,0.000,0.000
10.9009270,77.0548700,73.75,0.186,0.144,0.042,0.000,0.000,0.000
10.9008920,77.0548880,73.06,0.206,0.150,0.056,0.000,0.000,0.000
10.9008580,77.0548900,72.12,0.224,0.153,0.071,0.000,0.000,0.000
10.9008240,77.0549000,71.38,0.233,0.155,0.078,0.000,0.000,0.000
10.9008060,77.0549100,70.64,0.233,0.157,0.076,0.000,0.000,0.000
10.9007730,77.0549100,69.56,0.221,0.154,0.067,0.000,0.000,0.000
10.9007560,77.0549200,68.58,0.167,0.144,0.023,0.000,0.000,0.000
10.9007400,77.0549200,68.05,0.170,0.131,0.039,0.000,0.000,0.000
10.9007230,77.0549200,67.09,0.146,0.110,0.036,0.000,0.000,0.000
10.9006910,77.0549200,64.96,0.109,0.083,0.026,0.000,0.000,0.000
10.9006590,77.0549100,65.50,0.042,0.056,-0.014,0.000,0.000,0.000
10.9006420,77.0549100,65.15,0.003,0.032,-0.029,0.000,0.000,0.000
10.9005930,77.0549000,66.38,0.000,0.004,-0.004,0.056,0.000,0.056
10.9005780,77.0549000,66.28,0.000,0.000,0.000,0.120,0.018,0.102
10.9005450,77.0548900,66.35,0.000,0.000,0.000,0.122,0.038,0.084
10.9005140,77.0548800,65.91,0.000,0.000,0.000,0.063,0.056,0.007
10.9004830,77.0548600,66.54,0.000,0.000,0.000,0.002,0.070,-0.068
10.9004530,77.0548500,67.31,0.000,0.000,0.000,0.055,0.078,-0.024
10.9004370,77.0548400,67.74,0.000,0.000,0.000,0.029,0.088,-0.059
10.9004080,77.0548200,68.57,0.000,0.000,0.000,0.060,0.098,-0.038
10.9003932,77.0548100,69.00,0.000,0.000,0.000,0.105,0.108,-0.003
10.9003790,77.0548000,69.39,0.000,0.000,0.000,0.166,0.117,0.049
10.9003650,77.0547900,69.42,0.000,0.000,0.000,0.126,0.121,0.005
10.9003380,77.0547600,70.39,0.000,0.000,0.000,0.130,0.123,0.007
10.9003260,77.0547500,70.89,0.000,0.000,0.000,0.164,0.123,0.041
10.9003130,77.0547300,71.53,0.000,0.000,0.000,0.148,0.123,0.025
10.9002900,77.0547100,72.26,0.000,0.000,0.000,0.155,0.124,0.032
10.9002780,77.0546960,72.97,0.000,0.000,0.000,0.166,0.124,0.042
10.9002680,77.0546700,73.63,0.000,0.000,0.000,0.199,0.124,0.075
10.9002570,77.0546600,73.66,0.000,0.000,0.000,0.196,0.122,0.073
10.9002480,77.0546400,73.94,0.000,0.000,0.000,0.240,0.122,0.118
10.9002290,77.0546100,74.99,0.000,0.000,0.000,0.206,0.121,0.085
10.9002210,77.0545900,75.15,0.000,0.000,0.000,0.174,0.120,0.054
10.9002120,77.0545700,75.56,0.000,0.000,0.000,0.151,0.122,0.029
10.9002050,77.0545600,76.09,0.000,0.000,0.000,0.116,0.127,-0.011
10.9001890,77.0545200,77.56,0.000,0.000,0.000,0.015,0.132,-0.116
10.9001830,77.0545040,77.72,0.000,0.000,0.000,0.026,0.135,-0.109
10.9001760,77.0544800,77.51,0.000,0.000,0.000,0.062,0.140,-0.077
10.9001690,77.0544700,77.67,0.000,0.000,0.000,0.041,0.143,-0.102
10.9001630,77.0544400,79.15,0.000,0.000,0.000,0.044,0.147,-0.103
10.9001500,77.0544080,80.66,0.000,0.000,0.000,0.085,0.149,-0.064
10.9001450,77.0543800,80.95,0.000,0.000,0.000,0.059,0.152,-0.092
10.9001400,77.0543600,81.12,0.000,0.000,0.000,0.049,0.153,-0.104
10.9001350,77.0543440,81.98,0.000,0.000,0.000,0.036,0.153,-0.117
10.9001260,77.0543000,82.83,0.000,0.000,0.000,0.023,0.148,-0.124
10.9001230,77.0542800,83.16,0.000,0.000,0.000,0.044,0.142,-0.098
10.9001190,77.0542600,84.04,0.000,0.000,0.000,0.052,0.136,-0.084
10.9001150,77.0542400,84.71,0.000,0.000,0.000,0.033,0.128,-0.094
10.9001110,77.0541900,85.77,0.000,0.000,0.000,0.049,0.119,-0.070
10.9001090,77.0541700,85.77,0.000,0.000,0.000,0.046,0.108,-0.062
10.9001080,77.0541480,86.10,0.000,0.000,0.000,0.002,0.094,-0.092
10.9001060,77.0541300,86.39,0.013,0.000,0.013,0.000,0.076,-0.076
10.9001050,77.0541100,86.93,0.069,0.000,0.069,0.000,0.055,-0.055
10.9001040,77.0540600,87.64,0.124,0.000,0.124,0.000,0.030,-0.030
10.9001030,77.0540400,87.62,0.126,0.000,0.126,0.000,0.005,-0.005
10.9001020,77.0540160,88.05,0.176,0.020,0.157,0.000,0.000,0.000
10.9001000,77.0539700,87.49,0.240,0.048,0.191,0.000,0.000,0.000
10.9001000,77.0539500,87.35,0.303,0.081,0.222,0.000,0.000,0.000
10.9001000,77.0539280,86.96,0.341,0.115,0.225,0.000,0.000,0.000
10.9001000,77.0539100,86.29,0.393,0.158,0.235,0.000,0.000,0.000
10.9000990,77.0538600,85.53,0.397,0.202,0.195,0.000,0.000,0.000
10.9001000,77.0538240,83.95,0.375,0.238,0.137,0.000,0.000,0.000
10.9001010,77.0538000,83.34,0.273,0.266,0.007,0.000,0.000,0.000
10.9001020,77.0537800,81.78,0.248,0.288,-0.040,0.000,0.000,0.000
10.9001048,77.0537500,77.88,0.250,0.301,-0.052,0.000,0.000,0.000
10.9001060,77.0537300,76.72,0.247,0.310,-0.063,0.000,0.000,0.000
10.9001070,77.0537100,75.96,0.270,0.315,-0.046,0.000,0.000,0.000
10.9001110,77.0536700,74.42,0.309,0.317,-0.008,0.000,0.000,0.000
10.9001130,77.0536600,72.77,0.350,0.315,0.035,0.000,0.000,0.000
10.9001140,77.0536400,71.74,0.360,0.304,0.057,0.000,0.000,0.000
10.9001160,77.0536200,70.78,0.335,0.292,0.043,0.000,0.000,0.000
10.9001180,77.0536036,69.78,0.302,0.279,0.023,0.000,0.000,0.000
10.9001210,77.0535700,67.61,0.312,0.267,0.045,0.000,0.000,0.000
10.9001230,77.0535600,66.38,0.286,0.253,0.033,0.000,0.000,0.000
10.9001260,77.0535200,64.57,0.299,0.238,0.061,0.000,0.000,0.000
10.9001280,77.0535080,63.83,0.281,0.221,0.060,0.000,0.000,0.000
10.9001310,77.0534900,63.20,0.275,0.203,0.072,0.000,0.000,0.000
10.9001330,77.0534680,62.43,0.251,0.184,0.067,0.000,0.000,0.000
10.9001360,77.0534600,62.04,0.247,0.169,0.078,0.000,0.000,0.000
10.9001430,77.0534300,61.09,0.222,0.159,0.064,0.000,0.000,0.000
10.9001464,77.0534100,60.52,0.239,0.153,0.086,0.000,0.000,0.000
10.9001510,77.0534080,59.80,0.245,0.152,0.094,0.000,0.000,0.000
10.9001560,77.0533900,59.63,0.249,0.152,0.097,0.000,0.000,0.000
10.9001610,77.0533760,59.90,0.211,0.154,0.056,0.000,0.000,0.000
10.9001710,77.0533480,59.18,0.167,0.156,0.012,0.000,0.000,0.000
