lat,long,speed,imu_brake,gps_brake,brake_delta,imu_accel,gps_accel,accel_delta
10.9016140,77.0513500,65.40,0.028,0.007,0.020,0.000,0.000,0.000
10.9016170,77.0513700,64.89,0.025,0.006,0.019,0.000,0.000,0.000
10.9016230,77.0514000,65.19,0.030,0.004,0.025,0.000,0.000,0.000
10.9016260,77.0514160,65.50,0.031,0.003,0.028,0.000,0.000,0.000
10.9016284,77.0514300,65.09,0.048,0.001,0.047,0.000,0.000,0.000
10.9016310,77.0514480,64.97,0.047,0.000,0.047,0.000,0.001,-0.001
10.9016340,77.0514700,65.44,0.035,0.000,0.035,0.000,0.004,-0.004
10.9016400,77.0515000,65.34,0.052,0.000,0.052,0.000,0.005,-0.005
10.9016430,77.0515100,65.37,0.056,0.000,0.056,0.000,0.005,-0.005
10.9016470,77.0515300,65.49,0.028,0.000,0.028,0.000,0.005,-0.005
10.9016490,77.0515440,65.35,0.083,0.000,0.083,0.000,0.003,-0.003
10.9016520,77.0515600,65.50,0.051,0.000,0.051,0.000,0.001,-0.001
10.9016590,77.0516000,65.32,0.026,0.001,0.025,0.000,0.000,0.000
10.9016620,77.0516100,65.61,0.045,0.003,0.042,0.000,0.000,0.000
10.9016660,77.0516300,65.53,0.086,0.004,0.082,0.000,0.000,0.000
10.9016690,77.0516400,65.28,0.030,0.004,0.026,0.000,0.000,0.000
10.9016750,77.0516720,65.51,0.085,0.001,0.084,0.000,0.000,0.000
10.9016780,77.0516900,65.14,0.081,0.000,0.081,0.000,0.001,-0.001
10.9016810,77.0517100,65.40,0.056,0.000,0.056,0.000,0.003,-0.003
10.9016840,77.0517300,64.89,0.000,0.000,0.000,0.007,0.005,0.002
10.9016904,77.0517600,64.84,0.032,0.000,0.032,0.000,0.007,-0.007
10.9016940,77.0517700,65.58,0.037,0.000,0.037,0.000,0.007,-0.007
10.9016960,77.0517900,65.59,0.047,0.000,0.047,0.000,0.007,-0.007
10.9017000,77.0518000,65.41,0.025,0.000,0.025,0.000,0.006,-0.006
10.9017060,77.0518400,65.91,0.083,0.000,0.083,0.000,0.005,-0.005
10.9017090,77.0518600,65.97,0.062,0.000,0.062,0.000,0.004,-0.004
10.9017110,77.0518700,65.60,0.001,0.000,0.001,0.000,0.002,-0.002
10.9017140,77.0518900,65.63,0.000,0.000,0.000,0.050,0.005,0.044
10.9017200,77.0519200,65.53,0.000,0.000,0.000,0.029,0.011,0.017
10.9017270,77.0519536,65.29,0.025,0.000,0.025,0.000,0.021,-0.021
10.9017330,77.0519900,65.26,0.049,0.000,0.049,0.000,0.033,-0.033
10.9017400,77.0520200,65.29,0.077,0.000,0.077,0.000,0.049,-0.049
10.9017470,77.0520560,66.04,0.087,0.000,0.087,0.000,0.061,-0.061
10.9017490,77.0520700,66.77,0.000,0.000,0.000,0.008,0.071,-0.064
10.9017512,77.0520880,67.10,0.000,0.000,0.000,0.092,0.079,0.013
10.9017540,77.0521000,67.32,0.000,0.000,0.000,0.158,0.089,0.069
10.9017570,77.0521236,67.69,0.000,0.000,0.000,0.188,0.106,0.082
10.9017630,77.0521520,68.38,0.000,0.000,0.000,0.158,0.122,0.036
10.9017680,77.0521900,68.44,0.000,0.000,0.000,0.159,0.137,0.022
10.9017720,77.0522200,70.77,0.000,0.000,0.000,0.218,0.151,0.067
10.9017750,77.0522600,72.58,0.000,0.000,0.000,0.220,0.160,0.060
10.9017770,77.0523000,73.73,0.000,0.000,0.000,0.228,0.166,0.062
10.9017780,77.0523400,74.52,0.000,0.000,0.000,0.208,0.169,0.039
10.9017780,77.0523500,74.89,0.000,0.000,0.000,0.145,0.171,-0.026
10.9017780,77.0523760,75.62,0.000,0.000,0.000,0.094,0.171,-0.077
10.9017780,77.0524000,76.44,0.000,0.000,0.000,0.100,0.169,-0.068
10.9017750,77.0524400,76.94,0.000,0.000,0.000,0.102,0.160,-0.057
10.9017740,77.0524500,77.39,0.000,0.000,0.000,0.179,0.151,0.028
10.9017730,77.0524720,78.03,0.000,0.000,0.000,0.175,0.144,0.031
10.9017710,77.0525100,79.31,0.000,0.000,0.000,0.165,0.138,0.027
10.9017710,77.0525360,80.03,0.000,0.000,0.000,0.171,0.132,0.040
10.9017690,77.0525600,80.24,0.000,0.000,0.000,0.170,0.124,0.046
10.9017680,77.0525760,80.70,0.000,0.000,0.000,0.127,0.114,0.014
10.9017650,77.0526200,81.72,0.000,0.000,0.000,0.119,0.100,0.019
10.9017630,77.0526320,81.94,0.000,0.000,0.000,0.059,0.083,-0.023
10.9017610,77.0526600,82.23,0.013,0.000,0.013,0.000,0.062,-0.062
10.9017600,77.0526800,82.70,0.075,0.000,0.075,0.000,0.040,-0.040
10.9017580,77.0527080,82.78,0.145,0.000,0.145,0.000,0.017,-0.017
10.9017550,77.0527400,83.16,0.180,0.007,0.173,0.000,0.000,0.000
10.9017530,77.0527680,83.13,0.151,0.029,0.122,0.000,0.000,0.000
10.9017512,77.0527900,82.62,0.162,0.052,0.110,0.000,0.000,0.000
10.9017500,77.0528000,82.07,0.135,0.075,0.060,0.000,0.000,0.000
10.9017480,77.0528240,81.73,0.097,0.097,0.000,0.000,0.000,0.000
10.9017450,77.0528680,80.83,0.117,0.118,-0.001,0.000,0.000,0.000
10.9017430,77.0528900,80.67,0.158,0.135,0.023,0.000,0.000,0.000
10.9017410,77.0529100,80.09,0.202,0.148,0.054,0.000,0.000,0.000
10.9017390,77.0529320,79.72,0.260,0.159,0.102,0.000,0.000,0.000
10.9017370,77.0529500,78.94,0.263,0.166,0.097,0.000,0.000,0.000
10.9017350,77.0529840,77.56,0.253,0.173,0.080,0.000,0.000,0.000
10.9017330,77.0530100,76.84,0.258,0.182,0.076,0.000,0.000,0.000
10.9017320,77.0530240,75.88,0.238,0.191,0.047,0.000,0.000,0.000
10.9017300,77.0530600,74.75,0.310,0.199,0.111,0.000,0.000,0.000
10.9017290,77.0530840,74.68,0.389,0.208,0.181,0.000,0.000,0.000
10.9017290,77.0531000,73.90,0.432,0.216,0.216,0.000,0.000,0.000
10.9017270,77.0531136,72.68,0.440,0.225,0.215,0.000,0.000,0.000
10.9017270,77.0531400,71.77,0.421,0.235,0.187,0.000,0.000,0.000
10.9017260,77.0531520,71.04,0.318,0.246,0.072,0.000,0.000,0.000
10.9017270,77.0531900,69.76,0.248,0.258,-0.010,0.000,0.000,0.000
10.9017280,77.0532100,68.19,0.205,0.268,-0.062,0.000,0.000,0.000
10.9017290,77.0532200,67.19,0.177,0.270,-0.094,0.000,0.000,0.000
10.9017310,77.0532400,66.33,0.205,0.272,-0.067,0.000,0.000,0.000
10.9017350,77.0532700,64.32,0.239,0.272,-0.033,0.000,0.000,0.000
10.9017380,77.0532800,63.24,0.267,0.265,0.002,0.000,0.000,0.000
10.9017410,77.0533000,62.54,0.342,0.258,0.084,0.000,0.000,0.000
10.9017450,77.0533160,61.38,0.365,0.254,0.111,0.000,0.000,0.000
10.9017540,77.0533480,58.75,0.352,0.247,0.105,0.000,0.000,0.000
10.9017590,77.0533600,57.91,0.355,0.236,0.120,0.000,0.000,0.000
10.9017720,77.0533800,58.30,0.360,0.227,0.133,0.000,0.000,0.000
10.9017760,77.0534000,57.04,0.303,0.218,0.085,0.000,0.000,0.000
10.9017820,77.0534100,55.71,0.297,0.211,0.086,0.000,0.000,0.000
10.9017980,77.0534300,53.72,0.277,0.205,0.073,0.000,0.000,0.000
10.9018070,77.0534436,53.01,0.277,0.200,0.077,0.000,0.000,0.000
10.9018150,77.0534500,52.86,0.259,0.192,0.067,0.000,0.000,0.000
10.9018240,77.0534600,51.81,0.184,0.178,0.006,0.000,0.000,0.000
10.9018330,77.0534700,51.16,0.174,0.161,0.014,0.000,0.000,0.000
10.9018420,77.0534680,50.50,0.125,0.140,-0.015,0.000,0.000,0.000
10.9018620,77.0534900,49.92,0.004,0.118,-0.114,0.000,0.000,0.000
10.9018730,77.0535000,48.84,0.000,0.097,-0.097,0.112,0.000,0.112
10.9018830,77.0535000,47.95,0.000,0.069,-0.069,0.139,0.000,0.139
10.9018950,77.0535080,47.86,0.000,0.035,-0.035,0.226,0.000,0.226
10.9019280,77.0535100,48.52,0.000,0.001,-0.001,0.244,0.000,0.244
10.9019390,77.0535200,48.83,0.000,0.000,0.000,0.221,0.036,0.185
10.9019520,77.0535200,48.56,0.000,0.000,0.000,0.164,0.070,0.094
10.9019630,77.0535200,48.42,0.000,0.000,0.000,0.126,0.092,0.033
10.9019750,77.0535300,48.68,0.000,0.000,0.000,0.090,0.107,-0.018
10.9019870,77.0535300,49.02,0.000,0.000,0.000,0.040,0.116,-0.076
10.9020120,77.0535400,51.83,0.000,0.000,0.000,0.005,0.117,-0.112
10.9020240,77.0535400,52.34,0.000,0.000,0.000,0.007,0.115,-0.108
10.9020370,77.0535500,52.97,0.000,0.000,0.000,0.010,0.107,-0.098
10.9020480,77.0535600,53.18,0.004,0.000,0.004,0.000,0.095,-0.095
10.9020720,77.0535700,54.27,0.000,0.000,0.000,0.013,0.078,-0.065
10.9020820,77.0535800,53.71,0.000,0.000,0.000,0.027,0.058,-0.030
10.9020920,77.0535900,53.39,0.001,0.000,0.001,0.000,0.036,-0.036
10.9021016,77.0536000,53.73,0.000,0.000,0.000,0.001,0.017,-0.016
10.9021200,77.0536100,53.42,0.007,0.000,0.007,0.000,0.001,-0.001
10.9021280,77.0536200,53.72,0.013,0.010,0.004,0.000,0.000,0.000
10.9021370,77.0536320,53.85,0.030,0.012,0.017,0.000,0.000,0.000
10.9021432,77.0536400,53.62,0.000,0.010,-0.010,0.031,0.000,0.031
10.9021580,77.0536680,53.22,0.000,0.003,-0.003,0.036,0.000,0.036
10.9021632,77.0536700,53.09,0.000,0.000,0.000,0.068,0.010,0.059
10.9021690,77.0536900,52.72,0.000,0.000,0.000,0.105,0.025,0.080
10.9021740,77.0536920,52.60,0.000,0.000,0.000,0.110,0.042,0.068
10.9021790,77.0537100,52.62,0.000,0.000,0.000,0.057,0.059,-0.002
10.9021830,77.0537300,52.99,0.000,0.000,0.000,0.032,0.078,-0.046
10.9021890,77.0537600,53.90,0.000,0.000,0.000,0.063,0.096,-0.032
10.9021910,77.0537680,54.79,0.000,0.000,0.000,0.058,0.112,-0.053
10.9021930,77.0537800,55.40,0.000,0.000,0.000,0.113,0.125,-0.012
10.9021930,77.0537920,55.82,0.000,0.000,0.000,0.141,0.136,0.005
10.9021920,77.0538240,56.89,0.000,0.000,0.000,0.168,0.145,0.023
10.9021900,77.0538400,57.23,0.000,0.000,0.000,0.139,0.150,-0.011
10.9021880,77.0538520,57.57,0.000,0.000,0.000,0.159,0.155,0.005
10.9021850,77.0538700,57.98,0.000,0.000,0.000,0.189,0.155,0.034
10.9021770,77.0538960,59.11,0.000,0.000,0.000,0.230,0.153,0.077
10.9021650,77.0539280,60.17,0.000,0.000,0.000,0.270,0.153,0.117
10.9021590,77.0539400,60.97,0.000,0.000,0.000,0.277,0.156,0.121
10.9021340,77.0539800,63.23,0.000,0.000,0.000,0.271,0.160,0.111
10.9021150,77.0540100,64.56,0.000,0.000,0.000,0.252,0.169,0.083
10.9020940,77.0540300,65.89,0.000,0.000,0.000,0.218,0.178,0.040
10.9020720,77.0540600,66.98,0.000,0.000,0.000,0.213,0.185,0.028
10.9020480,77.0540880,67.24,0.000,0.000,0.000,0.268,0.197,0.071
10.9020350,77.0541000,68.79,0.000,0.000,0.000,0.260,0.209,0.051
10.9020080,77.0541200,70.93,0.000,0.000,0.000,0.269,0.221,0.048
10.9019950,77.0541300,71.39,0.000,0.000,0.000,0.281,0.233,0.048
10.9019810,77.0541480,71.63,0.000,0.000,0.000,0.307,0.243,0.064
10.9019680,77.0541600,71.64,0.000,0.000,0.000,0.289,0.245,0.044
10.9019376,77.0541840,73.95,0.000,0.000,0.000,0.303,0.248,0.056
10.9019220,77.0542000,75.48,0.000,0.000,0.000,0.276,0.246,0.030
10.9019060,77.0542100,76.32,0.000,0.000,0.000,0.282,0.244,0.038
10.9018910,77.0542200,77.16,0.000,0.000,0.000,0.262,0.236,0.026
10.9018750,77.0542300,78.01,0.000,0.000,0.000,0.185,0.227,-0.042
10.9018410,77.0542600,80.10,0.000,0.000,0.000,0.145,0.215,-0.070
10.9018240,77.0542700,81.00,0.000,0.000,0.000,0.159,0.203,-0.044
10.9018080,77.0542800,81.82,0.000,0.000,0.000,0.138,0.188,-0.051
10.9017910,77.0543000,82.11,0.000,0.000,0.000,0.088,0.175,-0.087
10.9017740,77.0543080,82.22,0.000,0.000,0.000,0.078,0.161,-0.084
10.9017230,77.0543440,83.94,0.000,0.000,0.000,0.079,0.148,-0.070
10.9017050,77.0543600,84.51,0.000,0.000,0.000,0.019,0.137,-0.118
10.9016880,77.0543760,84.67,0.000,0.000,0.000,0.035,0.129,-0.094
10.9016520,77.0544000,85.70,0.000,0.000,0.000,0.104,0.128,-0.025
10.9016340,77.0544100,86.28,0.000,0.000,0.000,0.175,0.128,0.047
10.9016170,77.0544300,86.78,0.000,0.000,0.000,0.161,0.127,0.034
10.9015990,77.0544320,86.86,0.000,0.000,0.000,0.194,0.125,0.069
10.9015810,77.0544500,87.35,0.000,0.000,0.000,0.215,0.121,0.094
10.9015440,77.0544720,88.34,0.000,0.000,0.000,0.118,0.112,0.006
10.9015250,77.0544900,88.93,0.000,0.000,0.000,0.089,0.101,-0.013
10.9015050,77.0545040,89.58,0.000,0.000,0.000,0.106,0.089,0.017
10.9014670,77.0545300,90.20,0.000,0.000,0.000,0.068,0.075,-0.007
10.9014480,77.0545400,90.57,0.043,0.000,0.043,0.000,0.057,-0.057
10.9014280,77.0545500,90.79,0.043,0.000,0.043,0.000,0.036,-0.036
10.9014090,77.0545680,90.82,0.089,0.000,0.089,0.000,0.014,-0.014
10.9013910,77.0545800,90.40,0.146,0.009,0.136,0.000,0.000,0.000
10.9013720,77.0545900,90.56,0.168,0.033,0.135,0.000,0.000,0.000
10.9013340,77.0546100,90.16,0.141,0.056,0.086,0.000,0.000,0.000
10.9013150,77.0546300,90.19,0.154,0.076,0.078,0.000,0.000,0.000
10.9012960,77.0546400,90.00,0.173,0.095,0.078,0.000,0.000,0.000
10.9012580,77.0546640,89.05,0.173,0.113,0.060,0.000,0.000,0.000
10.9012400,77.0546700,88.13,0.174,0.127,0.046,0.000,0.000,0.000
10.9012220,77.0546900,87.70,0.218,0.140,0.078,0.000,0.000,0.000
10.9012030,77.0546960,87.69,0.209,0.153,0.056,0.000,0.000,0.000
10.9011840,77.0547100,87.14,0.185,0.163,0.022,0.000,0.000,0.000
10.9011480,77.0547300,85.39,0.178,0.173,0.005,0.000,0.000,0.000
10.9011310,77.0547400,84.52,0.183,0.179,0.004,0.000,0.000,0.000
10.9010936,77.0547600,83.64,0.145,0.181,-0.036,0.000,0.000,0.000
10.9010750,77.0547700,82.72,0.158,0.177,-0.019,0.000,0.000,0.000
10.9010570,77.0547800,82.18,0.161,0.169,-0.008,0.000,0.000,0.000
10.9010210,77.0547920,80.62,0.137,0.158,-0.021,0.000,0.000,0.000
10.9010030,77.0548000,79.74,0.139,0.147,-0.007,0.000,0.000,0.000
10.9009850,77.0548100,79.10,0.161,0.134,0.027,0.000,0.000,0.000
10.9009660,77.0548200,78.77,0.156,0.123,0.032,0.000,0.000,0.000
10.9009288,77.0548300,77.90,0.164,0.115,0.049,0.000,0.000,0.000
10.9009090,77.0548400,78.00,0.181,0.107,0.074,0.000,0.000,0.000
10.9008890,77.0548400,78.02,0.173,0.103,0.070,0.000,0.000,0.000
10.9008710,77.0548500,77.90,0.158,0.105,0.053,0.000,0.000,0.000
10.9008520,77.0548560,77.58,0.189,0.113,0.076,0.000,0.000,0.000
10.9008150,77.0548600,76.81,0.196,0.125,0.071,0.000,0.000,0.000
10.9007960,77.0548600,76.29,0.187,0.139,0.048,0.000,0.000,0.000
10.9007780,77.0548600,75.99,0.164,0.152,0.011,0.000,0.000,0.000
10.9007590,77.0548700,75.57,0.161,0.167,-0.005,0.000,0.000,0.000
10.9007230,77.0548700,73.88,0.158,0.177,-0.019,0.000,0.000,0.000
10.9007050,77.0548700,72.92,0.119,0.183,-0.064,0.000,0.000,0.000
10.9006880,77.0548700,72.34,0.051,0.185,-0.134,0.000,0.000,0.000
10.9006710,77.0548700,71.09,0.130,0.183,-0.053,0.000,0.000,0.000
10.9006370,77.0548700,69.61,0.121,0.173,-0.052,0.000,0.000,0.000
10.9006192,77.0548600,69.43,0.041,0.155,-0.114,0.000,0.000,0.000
10.9006020,77.0548600,69.42,0.049,0.131,-0.083,0.000,0.000,0.000
10.9005860,77.0548560,68.66,0.085,0.106,-0.021,0.000,0.000,0.000
10.9005550,77.0548500,66.71,0.002,0.080,-0.078,0.000,0.000,0.000
10.9005390,77.0548400,66.49,0.000,0.053,-0.053,0.003,0.000,0.003
10.9005240,77.0548300,66.49,0.000,0.029,-0.029,0.017,0.000,0.017
10.9005090,77.0548300,66.91,0.000,0.006,-0.006,0.018,0.000,0.018
10.9004780,77.0548200,67.76,0.000,0.000,0.000,0.014,0.017,-0.002
10.9004630,77.0548100,68.05,0.000,0.000,0.000,0.000,0.039,-0.039
10.9004490,77.0547920,68.19,0.000,0.000,0.000,0.013,0.056,-0.043
10.9004340,77.0547900,68.12,0.032,0.000,0.032,0.000,0.070,-0.070
10.9004190,77.0547800,68.22,0.023,0.000,0.023,0.000,0.080,-0.080
10.9003920,77.0547568,68.92,0.000,0.000,0.000,0.003,0.087,-0.084
10.9003780,77.0547500,69.33,0.000,0.000,0.000,0.039,0.092,-0.053
10.9003650,77.0547300,69.58,0.000,0.000,0.000,0.070,0.099,-0.029
10.9003528,77.0547200,70.44,0.000,0.000,0.000,0.088,0.106,-0.017
10.9003290,77.0546960,70.69,0.000,0.000,0.000,0.126,0.113,0.013
10.9003160,77.0546800,71.30,0.000,0.000,0.000,0.133,0.119,0.014
10.9003050,77.0546640,71.45,0.000,0.000,0.000,0.177,0.122,0.054
10.9002940,77.0546500,72.10,0.000,0.000,0.000,0.195,0.125,0.070
10.9002730,77.0546200,72.99,0.000,0.000,0.000,0.220,0.124,0.096
10.9002640,77.0546000,73.68,0.000,0.000,0.000,0.220,0.122,0.098
10.9002530,77.0545900,74.40,0.000,0.000,0.000,0.352,0.120,0.231
10.9002450,77.0545680,74.84,0.000,0.000,0.000,0.412,0.119,0.293
10.9002270,77.0545360,75.43,0.000,0.000,0.000,0.443,0.116,0.327
10.9002190,77.0545100,75.76,0.000,0.000,0.000,0.460,0.114,0.346
10.9002100,77.0545000,76.40,0.000,0.000,0.000,0.513,0.113,0.400
10.9001960,77.0544600,76.98,0.000,0.000,0.000,0.347,0.112,0.235
10.9001890,77.0544400,76.77,0.000,0.000,0.000,0.243,0.110,0.133
10.9001830,77.0544200,77.33,0.000,0.000,0.000,0.205,0.114,0.091
10.9001690,77.0543800,78.36,0.000,0.000,0.000,0.174,0.132,0.042
10.9001650,77.0543700,78.82,0.000,0.000,0.000,0.127,0.150,-0.024
10.9001540,77.0543300,79.77,0.000,0.000,0.000,0.147,0.168,-0.021
10.9001450,77.0542800,81.82,0.000,0.000,0.000,0.153,0.184,-0.032
10.9001360,77.0542400,84.64,0.000,0.000,0.000,0.129,0.195,-0.066
10.9001300,77.0541900,85.48,0.000,0.000,0.000,0.135,0.197,-0.061
10.9001260,77.0541500,86.51,0.000,0.000,0.000,0.107,0.191,-0.084
10.9001240,77.0541300,87.22,0.000,0.000,0.000,0.107,0.180,-0.073
10.9001230,77.0541100,88.01,0.000,0.000,0.000,0.127,0.161,-0.034
10.9001210,77.0540880,88.25,0.000,0.000,0.000,0.092,0.137,-0.045
10.9001180,77.0540400,89.51,0.003,0.000,0.003,0.000,0.103,-0.103
10.9001170,77.0540160,89.86,0.087,0.000,0.087,0.000,0.070,-0.070
10.9001160,77.0539900,90.22,0.160,0.000,0.160,0.000,0.037,-0.037
10.9001150,77.0539500,90.20,0.263,0.000,0.263,0.000,0.005,-0.005
10.9001140,77.0539280,90.01,0.279,0.027,0.252,0.000,0.000,0.000
10.9001140,77.0539000,89.71,0.264,0.060,0.204,0.000,0.000,0.000
10.9001140,77.0538800,89.44,0.258,0.094,0.164,0.000,0.000,0.000
10.9001140,77.0538520,89.18,0.297,0.129,0.168,0.000,0.000,0.000
10.9001140,77.0538100,87.82,0.314,0.163,0.151,0.000,0.000,0.000
10.9001150,77.0537900,87.49,0.349,0.196,0.153,0.000,0.000,0.000
10.9001150,77.0537680,86.88,0.381,0.225,0.156,0.000,0.000,0.000
10.9001150,77.0537400,86.23,0.455,0.251,0.205,0.000,0.000,0.000
10.9001160,77.0537000,84.02,0.513,0.271,0.241,0.000,0.000,0.000
10.9001170,77.0536800,82.72,0.544,0.286,0.258,0.000,0.000,0.000
10.9001170,77.0536680,81.64,0.522,0.299,0.223,0.000,0.000,0.000
10.9001180,77.0536400,80.24,0.531,0.310,0.221,0.000,0.000,0.000
10.9001190,77.0536200,78.71,0.486,0.319,0.167,0.000,0.000,0.000
10.9001200,77.0535900,75.78,0.344,0.329,0.015,0.000,0.000,0.000
10.9001210,77.0535680,75.04,0.273,0.336,-0.063,0.000,0.000,0.000
10.9001230,77.0535500,74.78,0.245,0.336,-0.091,0.000,0.000,0.000
10.9001240,77.0535300,74.05,0.185,0.334,-0.148,0.000,0.000,0.000
10.9001250,77.0535100,73.20,0.157,0.327,-0.170,0.000,0.000,0.000
10.9001310,77.0534800,69.24,0.190,0.318,-0.128,0.000,0.000,0.000
10.9001350,77.0534700,67.59,0.231,0.311,-0.080,0.000,0.000,0.000
10.9001380,77.0534500,66.20,0.287,0.304,-0.017,0.000,0.000,0.000
10.9001410,77.0534400,65.24,0.302,0.298,0.004,0.000,0.000,0.000
10.9001490,77.0534080,63.82,0.301,0.291,0.010,0.000,0.000,0.000
10.9001540,77.0533900,63.07,0.308,0.278,0.030,0.000,0.000,0.000
10.9001580,77.0533760,62.68,0.291,0.263,0.028,0.000,0.000,0.000
10.9001640,77.0533700,61.90,0.217,0.248,-0.031,0.000,0.000,0.000
10.9001690,77.0533500,60.70,0.186,0.235,-0.049,0.000,0.000,0.000
10.9001830,77.0533300,58.59,0.180,0.225,-0.045,0.000,0.000,0.000
10.9001900,77.0533160,57.57,0.186,0.218,-0.032,0.000,0.000,0.000
10.9001980,77.0533100,56.55,0.172,0.211,-0.039,0.000,0.000,0.000
10.9002160,77.0532800,55.77,0.223,0.204,0.019,0.000,0.000,0.000
10.9002250,77.0532736,55.18,0.257,0.193,0.064,0.000,0.000,0.000
10.9002340,77.0532600,54.27,0.254,0.179,0.074,0.000,0.000,0.000
10.9002440,77.0532500,53.61,0.201,0.164,0.038,0.000,0.000,0.000
10.9002540,77.0532480,53.27,0.140,0.146,-0.006,0.000,0.000,0.000
10.9002750,77.0532300,52.02,0.074,0.128,-0.055,0.000,0.000,0.000
10.9002970,77.0532160,50.91,0.000,0.107,-0.107,0.008,0.000,0.008
10.9003090,77.0532160,50.34,0.000,0.088,-0.088,0.076,0.000,0.076
10.9003200,77.0532100,50.18,0.000,0.070,-0.070,0.074,0.000,0.074
10.9003320,77.0532100,50.18,0.000,0.053,-0.053,0.088,0.000,0.088
10.9003440,77.0532000,50.12,0.000,0.036,-0.036,0.073,0.000,0.073
10.9003700,77.0532000,50.54,0.000,0.024,-0.024,0.041,0.000,0.041
10.9003820,77.0531900,50.23,0.000,0.011,-0.011,0.038,0.000,0.038
10.9003940,77.0531900,50.15,0.000,0.001,-0.001,0.035,0.000,0.035
10.9004080,77.0531900,50.56,0.000,0.000,0.000,0.009,0.008,0.001
10.9004200,77.0531900,50.57,0.000,0.000,0.000,0.049,0.016,0.033
10.9004460,77.0532000,50.55,0.000,0.000,0.000,0.082,0.025,0.057
10.9004570,77.0532000,50.04,0.000,0.000,0.000,0.124,0.035,0.089
10.9004710,77.0532100,50.49,0.000,0.000,0.000,0.177,0.047,0.129
10.9004830,77.0532100,50.37,0.000,0.000,0.000,0.205,0.062,0.143
10.9005070,77.0532200,50.89,0.000,0.000,0.000,0.200,0.078,0.122
10.9005190,77.0532300,51.16,0.000,0.000,0.000,0.150,0.094,0.056
10.9005310,77.0532400,51.61,0.000,0.000,0.000,0.125,0.109,0.017
10.9005420,77.0532480,52.18,0.000,0.000,0.000,0.062,0.122,-0.060
10.9005530,77.0532500,52.80,0.000,0.000,0.000,0.008,0.132,-0.124
10.9005740,77.0532736,53.92,0.002,0.000,0.002,0.000,0.138,-0.138
10.9005830,77.0532800,54.46,0.000,0.000,0.000,0.054,0.141,-0.087
10.9005930,77.0533000,54.81,0.000,0.000,0.000,0.023,0.142,-0.119
10.9006100,77.0533200,56.47,0.000,0.000,0.000,0.032,0.141,-0.109
10.9006170,77.0533300,56.83,0.000,0.000,0.000,0.051,0.138,-0.087
10.9006240,77.0533480,57.02,0.000,0.000,0.000,0.050,0.132,-0.082
10.9006310,77.0533600,57.50,0.000,0.000,0.000,0.047,0.127,-0.080
10.9006370,77.0533760,58.18,0.000,0.000,0.000,0.100,0.123,-0.023
10.9006460,77.0534000,58.61,0.000,0.000,0.000,0.127,0.120,0.008
10.9006510,77.0534100,59.04,0.000,0.000,0.000,0.143,0.120,0.023
10.9006550,77.0534300,59.73,0.000,0.000,0.000,0.183,0.124,0.060
10.9006570,77.0534436,59.96,0.000,0.000,0.000,0.201,0.129,0.072
10.9006610,77.0534900,61.11,0.000,0.000,0.000,0.182,0.135,0.047
10.9006620,77.0535080,61.18,0.000,0.000,0.000,0.203,0.142,0.061
10.9006610,77.0535300,62.78,0.000,0.000,0.000,0.240,0.148,0.091
10.9006608,77.0535600,63.13,0.000,0.000,0.000,0.240,0.157,0.083
10.9006600,77.0535700,63.97,0.000,0.000,0.000,0.234,0.165,0.069
10.9006590,77.0535900,64.33,0.000,0.000,0.000,0.210,0.170,0.040
10.9006590,77.0536036,64.83,0.000,0.000,0.000,0.206,0.172,0.034
10.9006570,77.0536400,66.26,0.000,0.000,0.000,0.178,0.173,0.006
10.9006560,77.0536600,67.43,0.000,0.000,0.000,0.128,0.165,-0.037
10.9006550,77.0536700,67.85,0.000,0.000,0.000,0.108,0.156,-0.048
10.9006540,77.0536920,68.86,0.000,0.000,0.000,0.128,0.141,-0.014
10.9006520,77.0537300,69.74,0.000,0.000,0.000,0.123,0.125,-0.002
10.9006520,77.0537500,70.22,0.000,0.000,0.000,0.133,0.103,0.030
10.9006520,77.0537680,70.74,0.000,0.000,0.000,0.115,0.073,0.042
10.9006520,77.0537900,70.96,0.000,0.000,0.000,0.077,0.043,0.034
10.9006520,77.0538200,70.93,0.045,0.000,0.045,0.000,0.015,-0.015
10.9006530,77.0538400,71.25,0.095,0.012,0.083,0.000,0.000,0.000
10.9006560,77.0538700,70.77,0.166,0.036,0.130,0.000,0.000,0.000
10.9006580,77.0538960,70.57,0.187,0.063,0.125,0.000,0.000,0.000
10.9006600,77.0539100,69.93,0.200,0.089,0.110,0.000,0.000,0.000
10.9006640,77.0539500,68.55,0.137,0.111,0.025,0.000,0.000,0.000
10.9006700,77.0539800,67.74,0.145,0.131,0.014,0.000,0.000,0.000
10.9006770,77.0540100,67.25,0.153,0.147,0.006,0.000,0.000,0.000
10.9006840,77.0540400,65.52,0.190,0.156,0.035,0.000,0.000,0.000
10.9006930,77.0540800,64.34,0.210,0.161,0.049,0.000,0.000,0.000
10.9006980,77.0540900,63.79,0.213,0.162,0.051,0.000,0.000,0.000
10.9007030,77.0541000,63.23,0.204,0.160,0.044,0.000,0.000,0.000
10.9007100,77.0541160,62.88,0.150,0.155,-0.004,0.000,0.000,0.000
10.9007230,77.0541480,61.70,0.091,0.140,-0.050,0.000,0.000,0.000
10.9007310,77.0541600,60.92,0.066,0.127,-0.061,0.000,0.000,0.000
10.9007390,77.0541800,60.37,0.023,0.115,-0.092,0.000,0.000,0.000
