tick_ms,row_type,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,lat,lon,alt,speed,sats,vbat,gps_epoch,imu_sensor_us
297099,I,0.0400,0.2662,0.6156,193.96,-445.12,106.59,,,,,,,,278320000
295053,G,0.0400,0.2662,0.6156,193.96,-445.12,106.59,10.901108,77.04975,407.5,93.68,5,4.14,1777698691,278320000
297119,I,0.0547,0.5527,0.7013,233.54,-442.93,96.34,,,,,,,,278340000
297139,I,0.0853,0.6656,0.7448,149.27,-428.41,90.98,,,,,,,,278360000
297159,I,0.0852,0.5948,0.8601,14.33,-415.85,98.05,,,,,,,,278380000
297179,I,0.0621,0.5168,1.0184,-66.89,-407.44,105.49,,,,,,,,278400000
297199,I,0.0619,0.2766,0.9952,-112.74,-396.28,98.05,,,,,,,,278420000
297219,I,0.0544,-0.0551,0.9114,-86.83,-391.71,93.35,,,,,,,,278440000
297239,I,0.0593,-0.0944,0.7675,17.68,-383.17,86.04,,,,,,,,278460000
297259,I,0.0563,0.2080,0.7551,70.91,-370.98,74.27,,,,,,,,278480000
297279,I,0.0414,0.4381,0.7507,36.10,-365.30,75.37,,,,,,,,278500000
297299,I,0.0557,0.5417,0.8740,18.35,-364.27,83.54,,,,,,,,278520000
297319,I,0.0522,0.5648,0.8933,-9.70,-366.71,81.04,,,,,,,,278540000
297339,I,0.0524,0.4431,0.9733,-23.60,-372.93,87.13,,,,,,,,278560000
295286,G,0.0524,0.4431,0.9733,-23.60,-372.93,87.13,10.90112,77.0498,407.5,94.56,5,4.14,1777698691,278560000
297359,I,0.0581,0.2234,0.9541,-4.45,-376.59,88.35,,,,,,,,278580000
297379,I,0.0594,0.3251,0.9534,26.16,-382.44,86.52,,,,,,,,278600000
297399,I,0.0277,0.3477,0.9226,16.28,-391.77,85.85,,,,,,,,278620000
297419,I,0.0405,0.2065,0.9369,20.30,-399.94,90.91,,,,,,,,278640000
297439,I,0.0463,0.2217,0.8862,36.28,-406.59,82.62,,,,,,,,278660000
297459,I,0.0444,0.4617,0.9703,45.85,-413.17,78.29,,,,,,,,278680000
297479,I,0.0631,0.5372,0.9622,9.94,-416.77,79.94,,,,,,,,278700000
297499,I,0.0828,0.4119,0.9198,-12.32,-418.60,77.87,,,,,,,,278720000
297519,I,0.0494,0.2246,0.9097,3.23,-425.91,68.96,,,,,,,,278740000
297539,I,0.0430,0.1664,0.8727,42.01,-436.59,70.43,,,,,,,,278760000
297559,I,0.0864,0.3292,0.9015,47.99,-436.52,65.06,,,,,,,,278780000
297579,I,0.0698,0.5654,1.0695,-13.54,-434.27,56.16,,,,,,,,278800000
295535,G,0.0698,0.5654,1.0695,-13.54,-434.27,56.16,10.901141,77.049864,408.2,95.01,5,4.14,1777698691,278800000
297599,I,0.0764,0.4440,1.0574,-75.37,-421.95,49.63,,,,,,,,278820000
297619,I,0.0942,0.0908,0.9053,-29.09,-410.18,33.78,,,,,,,,278840000
297639,I,0.0680,0.1666,0.8700,66.65,-392.32,4.82,,,,,,,,278860000
297659,I,0.0769,0.5566,0.8955,41.89,-367.99,-10.37,,,,,,,,278880000
297679,I,0.0802,0.5864,0.9565,-32.38,-341.40,-16.59,,,,,,,,278900000
297699,I,0.0726,0.5020,1.0070,-52.44,-319.45,-27.50,,,,,,,,278920000
295645,G,0.0726,0.5020,1.0070,-52.44,-319.45,-27.50,10.901155,77.04991,408.2,96.04,5,4.14,1777698691,278920000
297719,I,0.0719,0.4082,0.9949,-47.68,-294.57,-29.51,,,,,,,,278940000
297739,I,0.1276,0.3848,0.9186,-35.67,-269.09,-27.56,,,,,,,,278960000
297759,I,0.1096,0.2716,0.9193,-14.82,-234.57,-30.91,,,,,,,,278980000
297779,I,0.0764,0.4120,0.9548,-15.24,-214.88,-31.89,,,,,,,,279000000
297799,I,0.1035,0.4529,0.9950,-33.35,-188.66,-23.29,,,,,,,,279020000
297819,I,0.0906,0.4111,0.9849,-40.37,-168.90,-23.23,,,,,,,,279040000
297839,I,0.0392,0.1503,0.9354,-21.04,-155.91,-18.96,,,,,,,,279060000
297859,I,0.0770,0.1768,0.8674,38.96,-157.20,-3.17,,,,,,,,279080000
297879,I,0.0889,0.4335,0.8308,71.89,-150.85,2.07,,,,,,,,279100000
297899,I,0.0566,0.5146,0.8575,39.15,-146.52,11.89,,,,,,,,279120000
297919,I,0.0671,0.3452,0.8674,-4.15,-152.80,24.57,,,,,,,,279140000
297939,I,0.0642,0.1888,0.8319,36.71,-152.38,20.73,,,,,,,,279160000
297959,I,0.0239,0.1682,0.7805,71.95,-159.21,10.73,,,,,,,,279180000
297979,I,0.0383,0.4119,0.8141,67.62,-170.12,16.52,,,,,,,,279200000
297999,I,0.0286,0.6650,0.8596,15.43,-184.39,16.77,,,,,,,,279220000
298019,I,0.0194,0.5563,0.9381,-63.29,-198.78,15.37,,,,,,,,279240000
298039,I,0.0475,0.1877,0.9796,-64.82,-222.93,13.66,,,,,,,,279260000
298059,I,0.0797,0.2328,0.9114,0.55,-219.57,1.95,,,,,,,,279280000
298079,I,0.0555,0.4041,0.9053,14.94,-229.21,-10.06,,,,,,,,279300000
298099,I,0.0817,0.5195,0.9548,-17.62,-233.96,-4.02,,,,,,,,279320000
298119,I,0.0839,0.4313,0.9266,-24.45,-229.76,-4.15,,,,,,,,279340000
298139,I,0.0957,0.6575,1.0542,-55.61,-231.16,-17.26,,,,,,,,279360000
298159,I,0.1074,0.6055,1.0610,-96.22,-230.37,-17.32,,,,,,,,279380000
298179,I,0.0964,0.3164,0.9930,-91.10,-230.43,-21.46,,,,,,,,279400000
298199,I,0.1080,0.3817,1.0554,-56.77,-223.35,-33.17,,,,,,,,279420000
298219,I,0.1729,0.6294,0.9824,-50.85,-214.94,-28.84,,,,,,,,279440000
298239,I,0.1434,0.5569,0.9049,-62.20,-199.33,-31.83,,,,,,,,279460000
298259,I,0.0663,0.4225,0.9261,-36.34,-189.57,-39.76,,,,,,,,279480000
298279,I,0.0862,0.4452,0.8783,-23.66,-185.91,-36.34,,,,,,,,279500000
298299,I,0.1311,0.4274,0.8151,15.55,-176.40,-40.37,,,,,,,,279520000
296255,G,0.1311,0.4274,0.8151,15.55,-176.40,-40.37,10.901208,77.05006,408.6,99.20,5,4.14,1777698691,279520000
298319,I,0.1642,0.5209,0.8004,31.04,-159.27,-51.83,,,,,,,,279540000
298339,I,0.1661,0.6771,0.8214,-0.91,-144.51,-44.15,,,,,,,,279560000
298359,I,0.1536,0.6182,0.7751,-18.23,-128.66,-44.82,,,,,,,,279580000
298379,I,0.1517,0.6477,0.8513,-30.49,-112.20,-49.33,,,,,,,,279600000
298399,I,0.1815,0.5729,0.8770,-35.06,-106.22,-44.27,,,,,,,,279620000
298419,I,0.1935,0.5244,0.7736,-7.13,-93.11,-51.28,,,,,,,,279640000
298439,I,0.1481,0.5822,0.7478,24.82,-77.07,-58.96,,,,,,,,279660000
298459,I,0.1647,0.7404,0.8585,4.39,-65.30,-53.05,,,,,,,,279680000
298479,I,0.1997,0.9833,1.0898,-81.59,-42.38,-59.21,,,,,,,,279700000
298499,I,0.2214,1.0907,1.1802,-190.73,-19.15,-74.76,,,,,,,,279720000
298519,I,0.2211,0.7197,1.2039,-239.21,-3.54,-79.57,,,,,,,,279740000
298539,I,0.1924,0.3724,1.0741,-151.46,20.61,-94.09,,,,,,,,279760000
296485,G,0.1924,0.3724,1.0741,-151.46,20.61,-94.09,10.901217,77.05008,408.8,99.51,5,4.14,1777698691,279760000
298559,I,0.1636,0.3667,1.0208,-36.71,48.54,-104.94,,,,,,,,279780000
298579,I,0.1630,0.5522,1.0854,-13.96,79.33,-105.06,,,,,,,,279800000
298599,I,0.1279,0.5629,1.0796,-49.21,119.51,-110.43,,,,,,,,279820000
298619,I,0.0730,0.3571,1.0245,-25.85,156.65,-115.24,,,,,,,,279840000
298639,I,0.0693,0.2256,0.9321,47.38,172.13,-111.40,,,,,,,,279860000
298659,I,0.0947,0.4202,0.9037,92.99,189.57,-108.05,,,,,,,,279880000
298679,I,0.0735,0.6516,0.9832,71.65,212.56,-101.10,,,,,,,,279900000
298699,I,0.0798,0.6656,0.9580,48.29,229.82,-91.59,,,,,,,,279920000
298719,I,0.1403,0.6534,0.8497,87.99,238.54,-82.26,,,,,,,,279940000
298739,I,0.1945,0.7771,0.7633,161.52,233.84,-69.82,,,,,,,,279960000
298759,I,0.1937,0.8696,0.6697,153.17,220.98,-44.15,,,,,,,,279980000
298779,I,0.1949,0.9489,0.6494,101.34,204.63,-42.44,,,,,,,,280000000
298799,I,0.1965,0.8558,0.6652,52.99,195.49,-11.77,,,,,,,,280020000
298819,I,0.1018,0.6195,0.6409,44.70,168.05,-0.55,,,,,,,,280040000
298839,I,0.2482,0.7775,0.6219,134.88,137.93,-11.95,,,,,,,,280060000
298859,I,0.2644,0.8497,0.6390,229.70,116.65,-0.24,,,,,,,,280080000
298879,I,0.2852,0.9252,0.6232,242.07,95.30,6.10,,,,,,,,280100000
296843,G,0.2852,0.9252,0.6232,242.07,95.30,6.10,10.901256,77.05018,408.8,102.87,5,4.14,1777698691,280100000
298899,I,0.2394,0.8691,0.6232,145.37,65.98,6.71,,,,,,,,280120000
298919,I,0.2008,0.7937,0.6909,68.84,27.07,8.05,,,,,,,,280140000
298939,I,0.2256,0.7850,0.6357,75.49,0.06,7.56,,,,,,,,280160000
298959,I,0.1823,0.7124,0.6378,72.68,-13.60,-12.87,,,,,,,,280180000
298979,I,0.1631,0.9225,0.7545,-4.27,-16.77,-37.44,,,,,,,,280200000
298999,I,0.1422,0.9874,0.8329,-101.83,-5.49,-46.34,,,,,,,,280220000
299019,I,0.0900,0.8499,0.8224,-189.82,3.72,-61.52,,,,,,,,280240000
299039,I,0.0922,0.7778,0.8536,-214.94,6.16,-71.71,,,,,,,,280260000
296994,G,0.0922,0.7778,0.8536,-214.94,6.16,-71.71,10.901266,77.0502,408.9,103.30,5,4.14,1777698691,280260000
299059,I,0.1710,0.6398,0.8510,-160.91,11.71,-82.80,,,,,,,,280280000
299079,I,0.1383,0.8105,1.0160,-107.44,49.76,-100.73,,,,,,,,280300000
299099,I,0.1053,0.8667,1.1892,-131.28,82.50,-106.10,,,,,,,,280320000
299119,I,0.0830,0.5154,1.0804,-158.90,98.11,-115.06,,,,,,,,280340000
299139,I,0.0767,0.2802,0.8284,-122.93,118.29,-108.11,,,,,,,,280360000
299159,I,0.1123,0.4229,0.7953,-105.73,140.91,-80.06,,,,,,,,280380000
297122,G,0.1123,0.4229,0.7953,-105.73,140.91,-80.06,10.901276,77.050224,408.9,104.14,5,4.14,1777698691,280380000
299179,I,0.1707,0.5675,0.8623,-71.22,162.13,-70.79,,,,,,,,280400000
299199,I,0.2169,0.5563,0.8546,-36.04,177.87,-48.96,,,,,,,,280420000
299219,I,0.1803,0.5309,0.9042,-6.52,200.24,-21.16,,,,,,,,280440000
299239,I,0.1742,0.5765,0.8397,10.98,85.43,-48.23,,,,,,,,280460000
299259,I,0.1031,-0.0005,0.7760,-125.73,-162.80,76.28,,,,,,,,280480000
299279,I,0.0834,-0.1873,0.8932,114.94,92.01,40.85,,,,,,,,280500000
299299,I,0.0641,-0.1947,0.6949,301.83,47.93,-83.29,,,,,,,,280520000
299319,I,0.0801,-0.1366,0.3721,419.45,176.10,-95.85,,,,,,,,280540000
299339,I,0.0673,-0.1765,0.1628,342.38,812.32,53.11,,,,,,,,280560000
299359,I,0.1273,0.3027,0.2567,268.11,445.67,21.65,,,,,,,,280580000
299379,I,0.1418,0.6704,0.7360,94.15,106.46,6.83,,,,,,,,280600000
299399,I,0.1003,0.7111,0.8667,-146.10,17.38,10.18,,,,,,,,280620000
299419,I,0.2097,0.8340,0.8988,-202.20,3.54,7.50,,,,,,,,280640000
299439,I,0.2876,0.8318,0.8245,-98.05,-15.12,-9.45,,,,,,,,280660000
299459,I,0.3514,0.9304,0.8098,23.41,-15.24,-38.54,,,,,,,,280680000
299479,I,0.3230,0.8389,0.5367,50.98,-9.21,-62.80,,,,,,,,280700000
299499,I,0.2856,0.6852,0.4491,67.01,-22.38,-62.32,,,,,,,,280720000
299519,I,0.1860,0.5559,0.5778,71.52,-11.34,-55.67,,,,,,,,280740000
297474,G,0.1860,0.5559,0.5778,71.52,-11.34,-55.67,10.901324,77.050352,409.1,106.81,5,4.14,1777698691,280740000
299539,I,0.0913,0.6313,0.8026,-70.30,-35.79,-69.82,,,,,,,,280760000
299559,I,0.1238,0.3855,0.7346,212.50,-532.93,-69.02,,,,,,,,280780000
299579,I,0.1273,-0.0344,0.3027,294.33,-632.62,-1.28,,,,,,,,280800000
299599,I,0.1256,-0.1781,0.1428,178.72,-155.79,-21.83,,,,,,,,280820000
299619,I,0.1100,-0.0287,-0.1023,73.23,160.24,-60.37,,,,,,,,280840000
299639,I,0.1500,0.3511,0.0686,-156.28,584.76,-63.48,,,,,,,,280860000
297592,G,0.1500,0.3511,0.0686,-156.28,584.76,-63.48,10.901333,77.05038,409.1,107.21,5,4.14,1777698691,280860000
299659,I,0.0527,0.3623,0.6005,-349.27,604.57,-15.12,,,,,,,,280880000
299679,I,0.0262,0.2166,0.8147,-53.48,194.09,-0.73,,,,,,,,280900000
299699,I,0.1060,0.2529,0.7191,150.79,26.77,7.99,,,,,,,,280920000
299719,I,0.2219,0.2332,0.3087,169.51,-1.46,3.78,,,,,,,,280940000
299739,I,0.3370,0.3428,0.2545,215.67,-0.85,8.90,,,,,,,,280960000
299759,I,0.2504,0.2351,0.2021,198.72,1.22,3.41,,,,,,,,280980000
299779,I,0.1938,0.2804,0.2819,188.29,-26.10,12.80,,,,,,,,281000000
299799,I,0.2078,0.1738,0.4491,134.09,-52.20,24.70,,,,,,,,281020000
299819,I,0.1711,0.1777,0.6077,138.29,-88.23,15.24,,,,,,,,281040000
299839,I,0.0828,0.2546,0.5923,221.34,-108.35,21.40,,,,,,,,281060000
299859,I,0.0728,0.3007,0.5405,250.79,-114.09,7.13,,,,,,,,281080000
299879,I,0.0554,0.5051,0.6731,237.13,-131.16,-10.73,,,,,,,,281100000
299899,I,0.0562,0.4125,0.6665,127.20,-126.77,-9.88,,,,,,,,281120000
299919,I,0.1007,0.4144,0.6241,11.59,-114.88,-26.77,,,,,,,,281140000
299939,I,0.1228,0.3525,0.7904,-17.74,-102.80,-46.95,,,,,,,,281160000
299959,I,0.0985,0.5160,0.8953,-27.80,-68.41,-58.29,,,,,,,,281180000
299979,I,0.0742,0.5061,0.8928,-43.54,-51.28,-83.60,,,,,,,,281200000
299999,I,0.0812,0.5197,0.9492,-117.13,-23.72,-84.27,,,,,,,,281220000
300019,I,0.1194,0.5151,0.9711,-182.20,-4.57,-67.80,,,,,,,,281240000
300039,I,0.1349,0.5752,0.8601,-202.87,7.93,-62.07,,,,,,,,281260000
300059,I,0.1365,0.6016,0.8303,-223.54,20.85,-43.23,,,,,,,,281280000
300079,I,0.1831,0.7521,0.8718,-174.45,15.43,-19.02,,,,,,,,281300000
300099,I,0.1339,0.8353,1.0792,-141.40,23.41,-16.22,,,,,,,,281320000
300119,I,0.0924,0.8705,1.2126,-149.09,8.05,5.00,,,,,,,,281340000
300139,I,0.0717,0.7599,1.1578,-98.90,9.63,20.91,,,,,,,,281360000
300159,I,0.1143,0.6954,1.2471,-12.13,-5.49,4.09,,,,,,,,281380000
298112,G,0.1143,0.6954,1.2471,-12.13,-5.49,4.09,10.901378,77.05051,409.4,108.97,5,4.14,1777698691,281380000
300179,I,0.3501,0.7937,1.0546,107.87,-30.43,5.79,,,,,,,,281400000
300199,I,0.4576,0.8555,0.8580,123.78,-33.72,8.23,,,,,,,,281420000
300219,I,0.3998,0.8615,0.9539,84.21,-73.66,7.56,,,,,,,,281440000
300239,I,0.3420,0.7206,0.9437,5.30,-74.45,24.27,,,,,,,,281460000
300259,I,0.4591,0.8334,0.9392,-16.10,-88.84,9.33,,,,,,,,281480000
300279,I,0.4525,0.8995,0.9021,0.37,-93.96,1.22,,,,,,,,281500000
300299,I,0.4447,0.8950,0.8966,21.52,-100.73,-4.39,,,,,,,,281520000
300319,I,0.3855,0.9474,0.9663,38.48,-77.99,-16.22,,,,,,,,281540000
300339,I,0.3704,1.0306,0.9596,-37.38,-69.70,-18.41,,,,,,,,281560000
300359,I,0.4425,0.8365,0.8346,-33.29,-91.28,-19.88,,,,,,,,281580000
300379,I,0.3264,0.7352,0.9012,-17.13,-109.57,-31.16,,,,,,,,281600000
300399,I,0.1283,0.7719,0.9072,-29.21,-122.87,-35.61,,,,,,,,281620000
300419,I,0.0726,0.8199,0.8535,-27.13,-108.66,-41.16,,,,,,,,281640000
300439,I,0.0707,0.8351,0.7352,52.62,-100.98,-55.79,,,,,,,,281660000
300459,I,0.1362,0.9065,0.6237,98.78,-86.59,-65.30,,,,,,,,281680000
300479,I,0.1290,0.8193,0.2772,47.13,-39.88,-78.90,,,,,,,,281700000
300499,I,0.1068,0.5909,0.0889,24.45,1.40,-92.38,,,,,,,,281720000
300519,I,0.2679,0.6083,0.2805,34.82,12.50,-102.74,,,,,,,,281740000
300539,I,0.1581,0.5067,0.3934,82.20,63.96,-111.52,,,,,,,,281760000
300559,I,-0.0930,0.5154,0.2249,125.85,103.66,-98.78,,,,,,,,281780000
300579,I,-0.0277,0.6654,0.1892,86.34,139.21,-51.52,,,,,,,,281800000
300599,I,0.3020,0.8672,0.3573,50.79,91.59,-20.61,,,,,,,,281820000
300619,I,0.5916,0.9083,0.5378,-2.44,61.71,6.22,,,,,,,,281840000
300639,I,0.6970,0.9606,0.8304,-85.43,39.76,31.89,,,,,,,,281860000
300659,I,0.4888,0.7937,1.1042,-272.26,80.12,28.23,,,,,,,,281880000
300679,I,0.0988,0.1571,1.0143,-349.21,96.71,13.60,,,,,,,,281900000
300699,I,-0.0730,-0.2477,0.6571,-190.43,65.73,1.65,,,,,,,,281920000
298665,G,-0.0730,-0.2477,0.6571,-190.43,65.73,1.65,10.901414,77.05061,409.4,110.01,5,4.14,1777698691,281920000
300719,I,-0.0391,-0.0760,0.6248,-60.24,48.23,-8.54,,,,,,,,281940000
300739,I,0.0000,0.3350,0.6549,-27.07,28.78,-16.04,,,,,,,,281960000
300759,I,0.0376,0.4319,0.9681,-129.02,29.21,-25.61,,,,,,,,281980000
300779,I,0.0591,0.1581,1.1805,-165.91,26.95,-30.06,,,,,,,,282000000
300799,I,0.0807,0.0291,1.0562,-64.82,9.88,-50.30,,,,,,,,282020000
300819,I,0.0441,0.1671,1.0117,53.11,15.12,-69.57,,,,,,,,282040000
300839,I,0.0630,0.3726,1.0818,42.87,20.37,-67.13,,,,,,,,282060000
300859,I,0.0911,0.3977,1.1293,-16.65,27.87,-59.39,,,,,,,,282080000
300879,I,0.0703,0.2101,1.1115,-57.32,34.21,-52.13,,,,,,,,282100000
300899,I,0.0823,-0.0021,0.8967,-4.33,37.32,-44.09,,,,,,,,282120000
300919,I,0.0751,0.1584,0.8414,88.29,41.04,-41.89,,,,,,,,282140000
300939,I,0.0392,0.3975,0.9388,58.72,43.54,-22.74,,,,,,,,282160000
300959,I,0.0353,0.3215,0.9812,-13.60,30.12,3.78,,,,,,,,282180000
298918,G,0.0353,0.3215,0.9812,-13.60,30.12,3.78,10.901428,77.05067,410.6,109.07,5,4.14,1777698691,282180000
300979,I,0.0468,0.2097,1.0612,-40.49,14.57,21.89,,,,,,,,282200000
300999,I,0.0680,0.1333,1.0948,-47.13,-2.20,31.89,,,,,,,,282220000
301019,I,0.0760,0.0907,0.9817,-31.83,-9.82,23.41,,,,,,,,282240000
301039,I,0.0129,0.0667,0.9597,16.95,-22.99,7.68,,,,,,,,282260000
301059,I,0.0144,0.1317,0.9335,52.87,-40.12,0.91,,,,,,,,282280000
301079,I,0.0209,0.3190,0.8765,37.68,-57.50,-12.56,,,,,,,,282300000
299037,G,0.0209,0.3190,0.8765,37.68,-57.50,-12.56,10.901445,77.05072,410.6,109.91,5,4.14,1777698691,282300000
301099,I,0.0128,0.2992,1.0015,-30.12,-78.35,-13.84,,,,,,,,282320000
301119,I,0.0731,0.1582,0.9625,-46.34,-81.77,-10.12,,,,,,,,282340000
301139,I,0.0956,0.0684,0.8944,16.59,-83.84,-25.85,,,,,,,,282360000
301159,I,0.0645,0.1917,0.8469,79.09,-73.60,-29.02,,,,,,,,282380000
301179,I,0.0846,0.3108,0.8615,70.24,-71.22,-28.72,,,,,,,,282400000
301199,I,0.0797,0.3462,0.9464,17.62,-57.80,-34.27,,,,,,,,282420000
299168,G,0.0797,0.3462,0.9464,17.62,-57.80,-34.27,10.901454,77.05074,411.1,110.60,5,4.14,1777698691,282420000
301219,I,0.0898,0.1853,0.8523,17.74,-40.24,-29.33,,,,,,,,282440000
301239,I,0.1144,0.0734,0.7816,93.11,-21.34,-43.11,,,,,,,,282460000
301259,I,0.0879,0.3499,0.8250,102.80,2.50,-58.05,,,,,,,,282480000
301279,I,0.0796,0.4301,0.8274,18.78,22.07,-59.27,,,,,,,,282500000
301299,I,0.0674,0.2971,0.8961,-24.02,31.52,-68.78,,,,,,,,282520000
301319,I,0.0679,0.2638,0.9454,-4.76,35.12,-67.20,,,,,,,,282540000
301339,I,0.1014,0.3806,0.8656,22.74,44.88,-53.78,,,,,,,,282560000
301359,I,0.0760,0.5394,0.9318,3.54,54.57,-53.35,,,,,,,,282580000
301379,I,0.0566,0.4412,0.9698,-44.57,61.59,-35.18,,,,,,,,282600000
301399,I,0.0554,0.2957,0.9081,-58.17,63.66,-27.87,,,,,,,,282620000
301419,I,0.0345,0.2205,0.9061,-15.55,59.51,-30.98,,,,,,,,282640000
301439,I,0.0431,0.2312,0.8400,41.59,57.13,-22.26,,,,,,,,282660000
299393,G,0.0431,0.2312,0.8400,41.59,57.13,-22.26,10.901461,77.05077,411.2,111.17,5,4.14,1777698691,282660000
301459,I,0.0392,0.3640,0.8304,70.00,55.00,-28.96,,,,,,,,282680000
301479,I,0.0093,0.4375,0.8989,27.99,47.26,-29.76,,,,,,,,282700000
301499,I,0.0576,0.3033,0.8845,-2.07,42.93,-17.20,,,,,,,,282720000
301519,I,0.0580,0.2981,0.9055,29.27,35.37,-28.23,,,,,,,,282740000
301539,I,0.0398,0.3910,0.9503,11.89,38.72,-28.29,,,,,,,,282760000
301559,I,0.0698,0.4210,1.0083,-28.23,40.85,-29.39,,,,,,,,282780000
299524,G,0.0698,0.4210,1.0083,-28.23,40.85,-29.39,10.901469,77.0508036,411.4,112.08,5,4.14,1777698691,282780000
301579,I,0.0491,0.4242,1.0831,-86.10,39.82,-37.13,,,,,,,,282800000
301599,I,0.0996,0.4092,1.1414,-128.11,35.00,-22.50,,,,,,,,282820000
301619,I,0.1083,0.4641,1.1477,-159.63,43.96,-27.01,,,,,,,,282840000
301639,I,0.0824,0.4081,1.1418,-201.71,44.63,-30.30,,,,,,,,282860000
301659,I,0.0902,0.1138,0.9642,-151.28,51.95,-27.56,,,,,,,,282880000
301679,I,0.0573,-0.1141,0.8688,17.50,47.20,-39.94,,,,,,,,282900000
301699,I,0.0773,0.2325,0.8889,-47.99,-35.12,-87.99,,,,,,,,282920000
301719,I,0.1139,0.4912,1.0779,81.89,-11.83,-53.66,,,,,,,,282940000
301739,I,0.0591,0.3235,1.1646,35.61,127.80,27.01,,,,,,,,282960000
301759,I,0.0354,0.0538,1.2106,-87.62,83.54,18.35,,,,,,,,282980000
301779,I,0.0560,-0.0646,0.9984,-43.35,20.00,-18.05,,,,,,,,283000000
301799,I,0.0547,-0.1169,0.8584,178.35,53.84,-12.20,,,,,,,,283020000
299762,G,0.0547,-0.1169,0.8584,178.35,53.84,-12.20,10.90152,77.05097,411.4,115.92,5,4.14,1777698691,283020000
301819,I,0.0610,0.1498,0.7563,236.95,48.78,-10.18,,,,,,,,283040000
301839,I,0.0326,0.4844,0.7917,151.34,14.51,-11.59,,,,,,,,283060000
301859,I,0.0275,0.4033,0.8389,66.46,-4.88,1.34,,,,,,,,283080000
301879,I,0.0538,0.4055,0.9185,74.33,-23.11,10.61,,,,,,,,283100000
301899,I,0.0323,0.6030,0.9904,24.63,-39.27,10.18,,,,,,,,283120000
301919,I,0.0408,0.3657,0.9138,-51.65,-59.76,21.71,,,,,,,,283140000
301939,I,0.0393,0.0728,0.8760,4.21,-73.60,8.48,,,,,,,,283160000
301959,I,0.0308,0.1447,0.7570,73.78,-85.61,-5.24,,,,,,,,283180000
301979,I,0.0513,0.1831,0.6537,111.52,-95.18,-11.52,,,,,,,,283200000
301999,I,0.0459,0.5880,0.8341,73.54,-103.05,-18.90,,,,,,,,283220000
302019,I,0.0488,0.6785,0.9492,-69.94,-119.76,-7.74,,,,,,,,283240000
302039,I,0.0999,0.4446,1.0540,-139.33,-124.94,-4.94,,,,,,,,283260000
302059,I,0.0615,0.3204,1.0570,-129.88,-126.65,-14.09,,,,,,,,283280000
300018,G,0.0615,0.3204,1.0570,-129.88,-126.65,-14.09,10.901527,77.051,411.9,116.53,5,4.14,1777698691,283280000
302079,I,0.0784,0.1798,0.8895,-77.38,-126.71,-10.79,,,,,,,,283300000
302099,I,0.0824,0.4391,0.9672,0.73,-126.04,-26.65,,,,,,,,283320000
302119,I,0.0554,0.7363,1.0300,-58.41,-122.38,-27.07,,,,,,,,283340000
302139,I,0.0957,0.5177,0.9968,-146.16,-120.55,-14.21,,,,,,,,283360000
302159,I,0.0590,0.0734,0.9993,-77.07,-121.71,-23.11,,,,,,,,283380000
302179,I,0.0598,0.1353,0.8846,47.44,-134.09,-16.40,,,,,,,,283400000
302199,I,0.0850,0.3754,0.7668,95.18,-132.93,-11.83,,,,,,,,283420000
302219,I,0.0607,0.4463,0.8622,115.73,-131.34,-12.56,,,,,,,,283440000
302239,I,0.0800,0.4417,0.8263,138.54,-125.06,-6.71,,,,,,,,283460000
302259,I,0.0765,0.4445,0.8356,134.70,-117.68,-16.52,,,,,,,,283480000
302279,I,0.0393,0.4446,0.8162,119.15,-117.80,-21.34,,,,,,,,283500000
302299,I,0.0568,0.4222,0.7906,109.15,-113.11,-22.44,,,,,,,,283520000
300268,G,0.0568,0.4222,0.7906,109.15,-113.11,-22.44,10.90156,77.051128,411.9,118.78,5,4.14,1777698691,283520000
302319,I,0.0505,0.4662,0.8237,90.61,-117.74,-29.02,,,,,,,,283540000
302339,I,0.0428,0.3373,0.7601,59.57,-108.84,-26.40,,,,,,,,283560000
302359,I,0.0502,0.3574,0.7615,62.20,-105.98,-30.49,,,,,,,,283580000
302379,I,0.0586,0.5704,0.8561,29.45,-99.15,-28.66,,,,,,,,283600000
302399,I,0.0864,0.7006,0.9210,-70.06,-105.30,-19.94,,,,,,,,283620000
302419,I,0.1018,0.7014,1.1006,-151.89,-105.85,-22.62,,,,,,,,283640000
302439,I,0.0948,0.5559,1.1731,-215.55,-109.51,-21.46,,,,,,,,283660000
302459,I,0.1503,0.4694,1.1183,-218.84,-106.59,-26.83,,,,,,,,283680000
302479,I,0.1091,0.4622,1.0914,-198.35,-86.22,-34.82,,,,,,,,283700000
302499,I,0.0917,0.4285,1.0641,-164.63,-89.63,-39.94,,,,,,,,283720000
302519,I,0.1381,0.7179,1.2778,-214.27,-76.16,-42.44,,,,,,,,283740000
300494,G,0.1381,0.7179,1.2778,-214.27,-76.16,-42.44,10.901575,77.05118,412.4,119.27,5,4.14,1777698691,283740000
302539,I,0.1354,0.6538,1.2456,-281.34,-61.52,-38.05,,,,,,,,283760000
302559,I,0.1388,0.2181,1.1802,-223.11,-64.21,-39.57,,,,,,,,283780000
302579,I,0.0977,0.0621,1.0975,-32.26,-69.70,-44.94,,,,,,,,283800000
302599,I,0.1257,0.2870,0.9108,125.37,-61.22,-43.84,,,,,,,,283820000
302619,I,0.1740,0.6073,0.9769,151.83,-38.66,-43.41,,,,,,,,283840000
