tick_ms,row_type,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,lat,lon,alt,speed,sats,vbat,gps_epoch,imu_sensor_us
20879,I,0.1122,0.0254,1.3008,-307.99,103.66,-360.30,,,,,,,,2100000
20899,I,0.0918,-0.0118,1.2963,-298.05,114.21,-358.05,,,,,,,,2120000
20919,I,0.1025,-0.0063,1.2119,-270.18,122.99,-353.29,,,,,,,,2140000
20939,I,0.0826,-0.0195,1.1588,-258.17,130.37,-354.02,,,,,,,,2160000
20959,I,0.1101,-0.0043,1.1488,-237.38,137.56,-348.35,,,,,,,,2180000
20979,I,0.1289,0.0823,1.2960,-253.48,155.24,-343.29,,,,,,,,2200000
20999,I,0.1390,0.1317,1.3990,-289.51,171.22,-339.76,,,,,,,,2220000
21019,I,0.1052,0.0193,1.3175,-321.16,184.27,-335.18,,,,,,,,2240000
21039,I,0.0541,-0.1212,1.1639,-287.50,181.10,-338.35,,,,,,,,2260000
21059,I,0.0500,-0.0237,1.0865,-253.29,173.60,-333.66,,,,,,,,2280000
21079,I,0.0962,0.0404,1.1852,-257.62,178.11,-336.34,,,,,,,,2300000
21099,I,0.1248,0.0549,1.3213,-256.46,186.40,-340.18,,,,,,,,2320000
21119,I,0.1030,0.0127,1.2603,-263.72,198.29,-331.65,,,,,,,,2340000
21139,I,0.0889,-0.1293,1.1422,-248.48,195.55,-321.16,,,,,,,,2360000
21159,I,0.0585,-0.2345,1.0427,-180.85,188.35,-327.13,,,,,,,,2380000
21179,I,0.0825,-0.0657,1.0071,-104.27,180.98,-320.18,,,,,,,,2400000
21199,I,0.1414,0.1666,1.1921,-108.78,203.96,-318.48,,,,,,,,2420000
21219,I,0.1180,0.2217,1.2692,-163.05,226.95,-311.28,,,,,,,,2440000
21239,I,0.0531,-0.0160,1.1411,-196.83,228.54,-302.80,,,,,,,,2460000
21259,I,0.0651,-0.2352,0.9541,-149.33,221.34,-294.88,,,,,,,,2480000
21279,I,0.0371,-0.1829,0.8823,-73.90,207.50,-284.82,,,,,,,,2500000
21299,I,0.1522,0.2719,1.2556,-121.16,204.57,-276.34,,,,,,,,2520000
21319,I,0.1525,0.3975,1.5186,-281.95,230.91,-289.57,,,,,,,,2540000
21339,I,0.0181,-0.0636,1.1616,-337.44,233.05,-293.17,,,,,,,,2560000
21359,I,-0.0424,-0.4413,0.7335,-255.85,202.74,-274.27,,,,,,,,2580000
21379,I,0.0228,-0.5245,0.7723,-72.44,147.26,-278.96,,,,,,,,2600000
21399,I,0.1248,-0.0858,1.0046,54.02,155.18,-295.85,,,,,,,,2620000
21419,I,0.1049,0.2842,1.0374,22.32,181.89,-308.35,,,,,,,,2640000
21439,I,0.0829,0.2961,1.0917,-89.39,195.24,-292.80,,,,,,,,2660000
21459,I,0.0660,0.0697,1.0858,-174.45,190.67,-261.65,,,,,,,,2680000
21479,I,0.0861,-0.1515,1.0853,-183.35,189.15,-253.66,,,,,,,,2700000
21499,I,0.0486,-0.1617,1.0334,-167.80,183.29,-254.57,,,,,,,,2720000
21519,I,0.0361,-0.0793,1.0288,-147.87,174.94,-253.48,,,,,,,,2740000
21539,I,0.0332,0.0447,1.1018,-153.17,164.33,-256.34,,,,,,,,2760000
21559,I,0.0555,0.1067,1.1265,-172.01,150.00,-254.33,,,,,,,,2780000
21579,I,0.0645,0.0259,1.1003,-204.88,141.10,-254.63,,,,,,,,2800000
21599,I,0.0912,-0.0349,1.1210,-204.88,140.00,-257.32,,,,,,,,2820000
21619,I,0.0851,-0.0139,1.1155,-189.21,144.15,-262.74,,,,,,,,2840000
21639,I,0.0851,0.0082,1.1688,-192.44,149.21,-266.59,,,,,,,,2860000
21659,I,0.0953,0.0250,1.1897,-186.59,159.45,-265.61,,,,,,,,2880000
21679,I,0.0896,-0.0286,1.2109,-197.74,169.27,-267.87,,,,,,,,2900000
21699,I,0.0972,-0.0367,1.1880,-187.50,185.91,-271.40,,,,,,,,2920000
21719,I,0.0691,0.0037,1.1600,-180.67,206.22,-280.00,,,,,,,,2940000
21739,I,0.0812,0.0757,1.1870,-190.67,220.49,-288.54,,,,,,,,2960000
21759,I,0.0635,0.0259,1.1328,-185.49,240.18,-291.10,,,,,,,,2980000
21779,I,0.0605,-0.0308,1.1256,-164.21,246.40,-287.38,,,,,,,,3000000
21799,I,0.0758,-0.0441,1.1173,-141.22,261.34,-290.37,,,,,,,,3020000
21819,I,0.0471,-0.1130,1.1279,-125.61,273.84,-301.95,,,,,,,,3040000
21839,I,0.0582,0.0441,1.1442,-112.38,282.26,-305.98,,,,,,,,3060000
21859,I,0.0883,0.1063,1.1984,-148.72,305.43,-305.55,,,,,,,,3080000
21879,I,0.0793,-0.0153,1.1868,-176.71,326.89,-300.67,,,,,,,,3100000
21899,I,0.0787,-0.0721,1.0894,-171.40,351.40,-290.12,,,,,,,,3120000
21919,I,0.0753,-0.1361,1.0571,-157.87,378.41,-289.33,,,,,,,,3140000
21939,I,0.0393,-0.0236,1.0516,-104.15,387.50,-291.22,,,,,,,,3160000
21959,I,0.0806,0.1079,1.0928,-96.59,402.07,-283.78,,,,,,,,3180000
21979,I,0.0891,0.0880,1.1061,-123.05,423.05,-272.93,,,,,,,,3200000
21999,I,0.0726,-0.0719,1.0502,-112.93,437.44,-261.77,,,,,,,,3220000
22019,I,0.0681,-0.1110,1.0209,-75.00,450.18,-255.12,,,,,,,,3240000
22039,I,0.0383,0.0079,1.0531,-45.98,456.95,-254.63,,,,,,,,3260000
22059,I,0.0385,0.1315,1.1272,-67.26,456.34,-248.78,,,,,,,,3280000
22079,I,0.0660,0.0079,1.1179,-126.10,463.11,-232.87,,,,,,,,3300000
22099,I,0.0424,-0.1747,1.0498,-134.45,474.27,-221.16,,,,,,,,3320000
22119,I,0.0273,-0.1727,0.9998,-74.33,477.62,-217.99,,,,,,,,3340000
22139,I,0.0206,0.0210,1.0042,-31.65,479.70,-215.55,,,,,,,,3360000
22159,I,0.0120,0.1746,1.0718,-71.65,473.84,-215.61,,,,,,,,3380000
22179,I,0.0427,0.0846,1.0658,-122.68,468.48,-202.80,,,,,,,,3400000
22199,I,0.0530,-0.0927,1.0450,-117.87,475.12,-184.02,,,,,,,,3420000
22219,I,0.0369,-0.0610,1.0087,-79.27,471.52,-177.56,,,,,,,,3440000
22239,I,0.0367,0.0260,1.0137,-34.70,470.73,-174.51,,,,,,,,3460000
22259,I,0.0195,0.0729,0.9851,-37.50,458.84,-169.02,,,,,,,,3480000
22279,I,0.0464,0.0723,1.0763,-71.04,441.89,-157.44,,,,,,,,3500000
22299,I,0.0605,-0.1169,1.0277,-62.74,438.54,-136.83,,,,,,,,3520000
22319,I,0.0645,-0.1757,0.9717,-9.45,439.63,-119.15,,,,,,,,3540000
22339,I,0.0298,-0.1449,0.8450,30.61,428.84,-113.29,,,,,,,,3560000
22359,I,0.0118,-0.0157,0.9644,57.01,410.00,-101.22,,,,,,,,3580000
22379,I,0.0153,0.1261,0.9987,30.00,388.54,-85.06,,,,,,,,3600000
22399,I,0.0078,0.0399,0.9497,0.06,362.38,-65.12,,,,,,,,3620000
22419,I,-0.0033,0.0244,0.8613,11.59,331.83,-38.23,,,,,,,,3640000
22439,I,-0.0020,0.0020,0.9209,17.50,295.91,-20.00,,,,,,,,3660000
22459,I,-0.0142,0.1670,0.9733,19.27,255.00,-7.32,,,,,,,,3680000
22479,I,-0.0076,0.3097,0.9180,9.09,210.18,7.50,,,,,,,,3700000
22499,I,0.0127,0.2032,0.8403,16.71,168.72,18.78,,,,,,,,3720000
22519,I,0.0371,0.1597,0.9529,30.67,142.07,15.18,,,,,,,,3740000
22539,I,0.0444,0.2535,1.1025,4.27,120.12,2.99,,,,,,,,3760000
22559,I,0.0095,0.4014,1.0928,-37.80,94.88,-6.28,,,,,,,,3780000
22579,I,-0.0138,0.3732,1.0587,-102.80,57.93,-7.68,,,,,,,,3800000
22599,I,0.0035,0.0663,1.0157,-112.62,20.43,-1.83,,,,,,,,3820000
22619,I,0.0358,-0.0295,0.9723,-44.45,-1.34,0.00,,,,,,,,3840000
22639,I,0.0306,0.1943,1.0070,-15.43,-18.66,-1.34,,,,,,,,3860000
22659,I,-0.0082,0.2468,1.0015,-7.87,-44.33,4.45,,,,,,,,3880000
22679,I,-0.0018,0.2401,1.0413,-6.10,-80.91,20.00,,,,,,,,3900000
22699,I,0.0193,0.2242,1.0089,-10.43,-112.56,33.84,,,,,,,,3920000
22719,I,0.0580,0.0946,1.0140,33.17,-121.46,35.55,,,,,,,,3940000
22739,I,0.0627,0.1799,0.9365,70.85,-116.34,8.11,,,,,,,,3960000
22759,I,0.0503,0.1979,0.9491,66.46,-112.74,-31.04,,,,,,,,3980000
22779,I,0.0483,0.1428,0.9829,43.35,-110.49,-63.35,,,,,,,,4000000
22799,I,0.0481,0.0425,0.9331,25.79,-111.89,-83.48,,,,,,,,4020000
22819,I,0.0767,-0.0145,0.8718,38.41,-102.62,-96.16,,,,,,,,4040000
22839,I,0.0829,-0.0144,0.8386,45.43,-84.94,-102.50,,,,,,,,4060000
22859,I,0.0990,-0.0957,0.8519,60.79,-63.41,-105.24,,,,,,,,4080000
22879,I,0.1134,-0.0908,0.8243,100.91,-34.33,-109.82,,,,,,,,4100000
22899,I,0.0834,-0.0568,0.7238,141.65,-9.09,-116.59,,,,,,,,4120000
22919,I,0.0562,0.1051,0.7640,145.73,14.09,-117.74,,,,,,,,4140000
22939,I,0.0127,0.4131,0.9395,78.78,32.93,-114.02,,,,,,,,4160000
22959,I,-0.0443,0.4045,0.9922,-24.51,25.79,-104.57,,,,,,,,4180000
22979,I,-0.0604,0.3223,0.9493,-99.82,4.09,-83.48,,,,,,,,4200000
22999,I,-0.0616,0.0283,0.8665,-99.70,-22.38,-61.83,,,,,,,,4220000
23019,I,-0.0253,-0.2029,0.8516,-14.09,-37.07,-45.55,,,,,,,,4240000
23039,I,-0.0103,0.0529,0.9918,35.61,-35.98,-40.12,,,,,,,,4260000
23059,I,-0.0261,0.3491,0.9806,11.28,-33.96,-44.76,,,,,,,,4280000
23079,I,-0.0160,0.5272,1.0006,-44.39,-35.30,-52.13,,,,,,,,4300000
23099,I,0.0291,0.3691,0.9957,-117.20,-34.94,-65.79,,,,,,,,4320000
23119,I,0.0566,0.0236,0.9749,-106.52,-17.74,-80.98,,,,,,,,4340000
23139,I,0.0491,-0.0431,0.9153,-34.88,5.55,-94.09,,,,,,,,4360000
23159,I,0.0547,0.1039,0.9573,5.73,26.10,-111.59,,,,,,,,4380000
23179,I,0.0524,0.2856,1.0607,14.70,46.40,-124.02,,,,,,,,4400000
23199,I,0.0679,0.3800,1.0580,-33.66,69.88,-127.44,,,,,,,,4420000
23219,I,0.0717,0.1875,1.0209,-79.15,101.52,-132.50,,,,,,,,4440000
23239,I,0.0688,0.1097,1.0537,-70.37,130.43,-137.50,,,,,,,,4460000
23259,I,0.0566,0.0536,1.0229,-52.56,156.89,-137.74,,,,,,,,4480000
23279,I,0.0419,-0.0428,0.9749,-22.13,175.85,-134.21,,,,,,,,4500000
23299,I,0.0500,0.0017,0.9061,6.34,192.74,-128.60,,,,,,,,4520000
23319,I,0.0614,0.0472,0.9519,46.22,215.67,-123.84,,,,,,,,4540000
23339,I,0.0447,0.2588,0.9836,43.60,236.10,-118.84,,,,,,,,4560000
23359,I,0.0402,0.2804,1.0365,-10.06,244.94,-104.82,,,,,,,,4580000
23379,I,0.0259,0.2300,1.0259,-33.54,243.05,-87.68,,,,,,,,4600000
23399,I,0.0497,0.0878,0.9276,-10.73,238.78,-66.77,,,,,,,,4620000
23419,I,0.0692,0.0557,0.8693,36.59,246.71,-53.41,,,,,,,,4640000
23439,I,0.0366,0.2715,1.0297,24.63,251.89,-42.68,,,,,,,,4660000
23459,I,0.0063,0.2916,1.0942,-24.45,238.78,-26.22,,,,,,,,4680000
23479,I,-0.0172,0.1848,0.9459,-47.56,207.32,-3.29,,,,,,,,4700000
23499,I,0.0081,0.0454,0.8761,-28.54,173.35,8.54,,,,,,,,4720000
23519,I,0.0381,0.0466,0.9446,32.56,156.40,10.49,,,,,,,,4740000
23539,I,0.0215,0.2057,0.9501,45.85,138.11,13.84,,,,,,,,4760000
23559,I,0.0082,0.2690,1.0002,8.60,115.43,24.15,,,,,,,,4780000
23579,I,0.0046,0.1455,0.9900,-11.89,90.12,32.68,,,,,,,,4800000
23599,I,0.0245,0.1431,0.9778,-0.30,65.37,30.06,,,,,,,,4820000
23619,I,0.0082,0.1772,1.0280,-1.52,47.68,24.02,,,,,,,,4840000
23639,I,-0.0098,0.1779,1.0834,-31.71,16.83,21.46,,,,,,,,4860000
23659,I,-0.0291,0.0557,0.9790,-38.05,-20.24,26.28,,,,,,,,4880000
23679,I,-0.0040,-0.0160,0.8685,12.80,-54.21,31.16,,,,,,,,4900000
23699,I,0.0249,0.1810,0.9440,33.72,-79.09,33.05,,,,,,,,4920000
23719,I,0.0122,0.3054,1.0028,16.10,-96.89,40.24,,,,,,,,4940000
23739,I,0.0455,0.3009,0.9718,-24.57,-117.93,50.49,,,,,,,,4960000
23759,I,0.0909,0.1355,0.9435,-24.70,-131.59,57.56,,,,,,,,4980000
23779,I,0.1196,0.0002,0.9257,34.27,-126.52,48.05,,,,,,,,5000000
23799,I,0.1061,0.0763,0.9492,57.44,-116.71,36.77,,,,,,,,5020000
23819,I,0.0383,0.1935,0.9897,39.09,-123.96,41.22,,,,,,,,5040000
23839,I,0.0051,0.2123,0.9862,11.89,-159.02,56.28,,,,,,,,5060000
23859,I,0.0273,0.1028,0.9249,12.44,-197.62,79.51,,,,,,,,5080000
23879,I,0.0688,0.0950,0.9009,29.51,-223.96,86.34,,,,,,,,5100000
23899,I,0.0686,0.2009,0.9357,37.32,-240.30,83.78,,,,,,,,5120000
23919,I,0.0458,0.3336,0.9719,29.57,-260.49,78.54,,,,,,,,5140000
23939,I,0.0128,0.3524,0.9191,4.76,-293.23,69.82,,,,,,,,5160000
23959,I,0.0392,0.3331,0.9031,-34.02,-318.90,51.40,,,,,,,,5180000
23979,I,0.0715,0.2173,0.9198,-60.73,-316.16,15.12,,,,,,,,5200000
23999,I,0.0718,0.1121,0.9242,-30.98,-289.57,-32.13,,,,,,,,5220000
24019,I,0.0917,0.2648,0.9421,1.16,-252.87,-78.41,,,,,,,,5240000
24039,I,0.0992,0.3937,0.9956,-1.22,-206.46,-116.65,,,,,,,,5260000
24059,I,0.1033,0.4148,0.9814,-47.44,-154.02,-150.73,,,,,,,,5280000
24079,I,0.0991,0.2640,0.9807,-87.32,-101.28,-176.59,,,,,,,,5300000
24099,I,0.0883,0.1659,0.9979,-79.70,-56.22,-189.57,,,,,,,,5320000
24119,I,0.1016,0.1117,0.9633,-44.82,-12.50,-191.16,,,,,,,,5340000
24139,I,0.1389,0.1703,0.9459,-32.93,39.63,-186.16,,,,,,,,5360000
24159,I,0.1614,0.2069,1.0050,-43.78,98.23,-184.51,,,,,,,,5380000
24179,I,0.1351,0.2198,1.0278,-36.71,161.95,-176.65,,,,,,,,5400000
24199,I,0.0935,0.1615,0.9598,-19.70,207.99,-156.04,,,,,,,,5420000
24219,I,0.0991,0.1815,0.9465,1.22,235.43,-120.55,,,,,,,,5440000
24239,I,0.0928,0.2650,1.0018,-2.26,246.83,-94.27,,,,,,,,5460000
24259,I,0.0837,0.2683,1.0070,-15.00,254.63,-64.27,,,,,,,,5480000
24279,I,0.0493,0.2109,0.9683,-30.30,254.82,-29.33,,,,,,,,5500000
24299,I,0.0366,0.1239,0.9117,-9.45,231.10,1.46,,,,,,,,5520000
24319,I,0.0281,0.1713,0.9160,22.01,195.85,24.33,,,,,,,,5540000
24339,I,0.0135,0.2349,0.9578,19.15,157.62,40.67,,,,,,,,5560000
24359,I,-0.0011,0.2449,0.9774,6.89,119.94,58.84,,,,,,,,5580000
24379,I,-0.0326,0.0970,0.9021,23.72,69.09,71.77,,,,,,,,5600000
24399,I,-0.0135,0.1101,0.8464,65.91,17.74,79.09,,,,,,,,5620000
24419,I,-0.0135,0.2346,0.8878,80.24,-27.87,74.57,,,,,,,,5640000
24439,I,-0.0139,0.3033,0.9330,58.48,-70.79,67.26,,,,,,,,5660000
24459,I,-0.0118,0.3011,0.9393,25.67,-104.39,67.87,,,,,,,,5680000
24479,I,0.0139,0.3367,0.9131,4.51,-138.60,64.94,,,,,,,,5700000
24499,I,0.0232,0.3046,0.8380,28.72,-169.88,49.33,,,,,,,,5720000
24519,I,0.0281,0.3607,0.7952,42.80,-182.32,25.00,,,,,,,,5740000
24539,I,0.0629,0.4171,0.8511,36.52,-195.73,6.89,,,,,,,,5760000
24559,I,0.0570,0.4407,0.8389,21.95,-200.98,-4.94,,,,,,,,5780000
24579,I,0.0865,0.4329,0.8116,21.83,-197.07,-16.52,,,,,,,,5800000
24599,I,0.0817,0.4292,0.8275,33.23,-191.04,-35.73,,,,,,,,5820000
24619,I,0.0864,0.4030,0.8749,19.45,-178.35,-52.68,,,,,,,,5840000
24639,I,0.0813,0.3857,0.8978,-11.34,-165.98,-61.46,,,,,,,,5860000
24659,I,0.1121,0.3690,0.8893,-35.12,-145.43,-59.15,,,,,,,,5880000
24679,I,0.1050,0.2871,0.8888,-25.00,-128.90,-64.94,,,,,,,,5900000
24699,I,0.0946,0.2729,0.9006,-14.21,-106.28,-72.80,,,,,,,,5920000
24719,I,0.0970,0.3075,0.9406,-36.89,-84.21,-74.88,,,,,,,,5940000
24739,I,0.0796,0.2723,0.8838,-45.49,-72.07,-68.48,,,,,,,,5960000
24759,I,0.0774,0.1509,0.8179,-37.56,-57.56,-68.48,,,,,,,,5980000
24779,I,0.0767,0.1530,0.8395,-7.44,-44.57,-73.54,,,,,,,,6000000
24799,I,0.0941,0.1907,0.8749,-0.85,-25.06,-70.61,,,,,,,,6020000
24819,I,0.0656,0.2369,0.8263,3.78,-11.04,-60.73,,,,,,,,6040000
24839,I,0.0723,0.3140,0.8462,-4.45,-0.49,-54.45,,,,,,,,6060000
24859,I,0.0525,0.3210,0.9214,-7.26,-0.37,-49.94,,,,,,,,6080000
24879,I,0.0709,0.3274,0.9200,-47.68,-0.73,-37.87,,,,,,,,6100000
24899,I,0.0480,0.1287,0.7941,-28.96,-8.96,-23.05,,,,,,,,6120000
24919,I,0.0632,0.1090,0.7305,10.85,-19.63,-16.77,,,,,,,,6140000
24939,I,0.0621,0.2197,0.7710,39.88,-27.20,-22.01,,,,,,,,6160000
24959,I,0.0609,0.3489,0.8529,11.95,-38.05,-15.98,,,,,,,,6180000
24979,I,0.0586,0.1675,0.8634,-21.65,-45.06,-0.61,,,,,,,,6200000
24999,I,0.0680,0.1014,0.8601,-3.96,-56.89,7.01,,,,,,,,6220000
25019,I,0.0515,0.1429,0.8422,2.99,-67.32,-1.52,,,,,,,,6240000
25039,I,0.0396,0.1646,0.8629,-14.39,-87.62,-10.12,,,,,,,,6260000
25059,I,0.0580,0.1403,0.8507,-27.56,-102.50,-7.50,,,,,,,,6280000
25079,I,0.0582,0.0759,0.8409,-6.83,-112.07,-8.41,,,,,,,,6300000
25099,I,0.0498,0.2162,0.8875,10.85,-122.80,-17.07,,,,,,,,6320000
25119,I,0.0283,0.2701,0.9446,-15.79,-128.17,-24.94,,,,,,,,6340000
25139,I,0.0382,0.1807,0.9441,-37.56,-142.44,-19.63,,,,,,,,6360000
25159,I,0.0596,0.0089,0.8949,-24.63,-148.17,-15.61,,,,,,,,6380000
25179,I,0.0842,-0.0480,0.9349,-9.94,-145.61,-26.10,,,,,,,,6400000
25199,I,0.0715,0.0289,0.9308,-3.90,-143.17,-37.01,,,,,,,,6420000
25219,I,0.0804,0.0642,0.8887,9.33,-143.48,-39.63,,,,,,,,6440000
25239,I,0.0981,0.0778,0.8818,28.54,-134.27,-40.55,,,,,,,,6460000
25259,I,0.1178,0.1166,0.9736,22.20,-114.63,-49.94,,,,,,,,6480000
25279,I,0.0775,0.1603,1.0092,-7.07,-106.46,-55.73,,,,,,,,6500000
25299,I,0.0681,0.0612,0.9952,-40.12,-108.90,-56.16,,,,,,,,6520000
25319,I,0.1162,-0.0178,0.9238,-13.84,-98.23,-54.76,,,,,,,,6540000
25339,I,0.1328,0.1216,0.9923,1.28,-84.02,-63.54,,,,,,,,6560000
25359,I,0.1183,0.2300,1.0605,-28.78,-64.76,-73.05,,,,,,,,6580000
25379,I,0.1356,0.2313,1.0952,-84.39,-61.52,-71.95,,,,,,,,6600000
25399,I,0.1566,0.0388,1.0334,-87.32,-57.01,-63.72,,,,,,,,6620000
