timestamp,lat,lon,speed_kmh,sats,alt,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
162033.80,10.002143,76.379265,0.06,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162034.10,10.002143,76.379265,0.06,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162034.20,10.002143,76.379265,0.09,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162034.30,10.002143,76.379265,0.24,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162034.40,10.002143,76.379265,0.07,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162034.50,10.002143,76.379265,0.23,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162034.60,10.002143,76.379265,0.04,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162034.70,10.002143,76.379265,0.17,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162034.80,10.002143,76.379265,0.18,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162034.90,10.002143,76.379265,0.27,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162035.00,10.002143,76.379265,0.04,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162035.10,10.002143,76.379265,0.23,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162035.20,10.002143,76.379265,0.11,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162035.30,10.002143,76.379265,0.17,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162035.40,10.002143,76.379265,0.24,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162035.50,10.002143,76.379265,0.27,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162035.60,10.002143,76.379265,0.31,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162035.70,10.002143,76.379265,0.28,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162035.80,10.002143,76.379265,0.14,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162035.90,10.002143,76.379265,0.06,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162036.00,10.002143,76.379265,0.15,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162036.10,10.002143,76.379265,0.16,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162036.20,10.002143,76.379265,0.13,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162036.30,10.002143,76.379265,0.09,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162036.40,10.002143,76.379265,0.11,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162036.50,10.002143,76.379265,0.22,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162036.60,10.002142,76.379265,0.12,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162036.70,10.002142,76.379265,0.20,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162036.80,10.002142,76.379265,0.34,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162036.90,10.002142,76.379265,0.06,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162037.00,10.002142,76.379265,0.06,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162037.10,10.002142,76.379265,0.06,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162037.20,10.002142,76.379265,0.02,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162037.30,10.002142,76.379265,0.15,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162037.40,10.002142,76.379265,0.17,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162037.50,10.002142,76.379265,0.26,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162037.60,10.002142,76.379265,0.08,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162037.70,10.002142,76.379265,0.07,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162037.80,10.002142,76.379265,0.12,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162037.90,10.002142,76.379265,0.08,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162038.10,10.002142,76.379265,0.09,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162038.20,10.002142,76.379265,0.13,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162038.30,10.002142,76.379265,0.06,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162038.40,10.002142,76.379265,0.24,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162038.50,10.002142,76.379265,0.11,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162038.60,10.002142,76.379265,0.17,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162038.70,10.002142,76.379265,0.15,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162038.80,10.002142,76.379265,0.15,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162038.90,10.002142,76.379265,0.10,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162039.00,10.002142,76.379265,0.13,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162039.10,10.002142,76.379265,0.12,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162039.20,10.002142,76.379265,0.11,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162039.30,10.002142,76.379265,0.08,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162039.40,10.002142,76.379265,0.21,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162039.50,10.002142,76.379265,0.15,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162039.60,10.002142,76.379265,0.23,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162039.70,10.002141,76.379265,0.15,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162039.80,10.002141,76.379265,0.21,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162039.90,10.002141,76.379265,0.15,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
162040.00,10.002141,76.379265,0.13,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
