timestamp,lat,lon,speed_kmh,sats,alt,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
155032.20,10.002118,76.379242,0.04,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155032.30,10.002119,76.379250,0.28,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155032.40,10.002119,76.379250,0.09,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155032.50,10.002119,76.379250,0.09,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155032.60,10.002119,76.379250,0.04,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155032.70,10.002119,76.379250,0.25,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155032.80,10.002119,76.379250,0.16,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155032.90,10.002120,76.379250,0.01,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155033.00,10.002120,76.379250,0.09,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155033.10,10.002120,76.379250,0.05,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155033.20,10.002120,76.379250,0.23,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155033.30,10.002120,76.379250,0.07,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155033.40,10.002121,76.379250,0.13,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155033.50,10.002121,76.379250,0.03,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155033.60,10.002121,76.379250,0.12,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155033.70,10.002121,76.379257,0.14,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155033.80,10.002121,76.379257,0.05,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155033.90,10.002121,76.379257,0.10,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155034.00,10.002121,76.379257,0.02,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155034.10,10.002121,76.379257,0.14,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155034.20,10.002122,76.379257,0.11,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155034.30,10.002122,76.379257,0.07,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155034.40,10.002122,76.379257,0.11,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155034.50,10.002122,76.379257,0.17,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155034.60,10.002122,76.379257,0.09,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155034.70,10.002122,76.379257,0.02,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155034.80,10.002122,76.379257,0.05,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155034.90,10.002122,76.379257,0.20,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155035.00,10.002123,76.379257,0.07,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155035.20,10.002123,76.379257,0.24,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155035.30,10.002123,76.379257,0.12,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155035.40,10.002123,76.379257,0.04,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155035.50,10.002123,76.379257,0.05,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155035.60,10.002123,76.379257,0.20,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155035.70,10.002123,76.379257,0.12,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155035.80,10.002123,76.379257,0.02,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155035.90,10.002123,76.379265,0.14,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155036.00,10.002123,76.379265,0.11,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155036.20,10.002123,76.379265,0.14,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155036.30,10.002123,76.379265,0.02,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155036.40,10.002123,76.379265,0.30,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155036.50,10.002123,76.379265,0.08,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155036.60,10.002124,76.379265,0.04,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155036.70,10.002124,76.379265,0.11,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155036.80,10.002124,76.379265,0.10,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155036.90,10.002124,76.379265,0.13,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155037.00,10.002124,76.379265,0.03,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155037.10,10.002124,76.379265,0.13,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155037.20,10.002124,76.379265,0.09,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155037.30,10.002124,76.379265,0.02,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155037.40,10.002124,76.379265,0.36,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155037.50,10.002124,76.379265,0.15,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155037.60,10.002124,76.379265,0.08,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155037.70,10.002124,76.379265,0.06,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155037.80,10.002124,76.379265,0.10,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155037.90,10.002124,76.379265,0.11,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155038.00,10.002124,76.379265,0.04,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155038.10,10.002124,76.379265,0.06,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155038.20,10.002124,76.379265,0.13,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155038.30,10.002124,76.379265,0.16,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155038.40,10.002123,76.379265,0.09,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155038.50,10.002123,76.379265,0.18,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155038.60,10.002123,76.379265,0.21,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155038.70,10.002123,76.379265,0.20,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155038.80,10.002123,76.379265,0.26,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155038.90,10.002123,76.379265,0.12,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155039.00,10.002123,76.379265,0.09,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155039.10,10.002123,76.379265,0.04,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155039.20,10.002123,76.379265,0.10,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155039.30,10.002123,76.379272,0.04,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155039.40,10.002123,76.379272,0.10,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155039.50,10.002123,76.379272,0.10,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155039.60,10.002123,76.379272,0.09,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155039.70,10.002123,76.379272,0.06,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155039.80,10.002123,76.379272,0.16,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155039.90,10.002123,76.379272,0.12,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155040.00,10.002123,76.379272,0.17,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155040.10,10.002123,76.379272,0.05,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155040.20,10.002123,76.379272,0.05,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155040.30,10.002123,76.379272,0.09,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155040.40,10.002122,76.379272,0.01,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155040.50,10.002122,76.379272,0.13,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155040.60,10.002122,76.379272,0.19,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155040.70,10.002122,76.379272,0.28,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155040.80,10.002122,76.379272,0.07,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155040.90,10.002122,76.379272,0.13,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155041.00,10.002122,76.379272,0.10,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155041.10,10.002122,76.379272,0.07,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155041.20,10.002122,76.379272,0.08,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155041.30,10.002122,76.379272,0.18,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155041.40,10.002122,76.379272,0.13,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155041.50,10.002122,76.379272,0.14,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155041.60,10.002122,76.379272,0.25,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155041.70,10.002122,76.379272,0.14,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155041.80,10.002121,76.379272,0.12,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155041.90,10.002121,76.379272,0.06,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155042.00,10.002121,76.379272,0.18,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155042.10,10.002121,76.379272,0.22,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155042.20,10.002121,76.379272,0.04,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155042.30,10.002121,76.379272,0.06,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155042.40,10.002121,76.379272,0.06,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155042.50,10.002121,76.379272,0.03,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155042.60,10.002121,76.379272,0.09,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155042.70,10.002121,76.379272,0.17,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155042.80,10.002121,76.379272,0.08,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155042.90,10.002121,76.379272,0.19,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155043.00,10.002121,76.379272,0.06,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155043.10,10.002121,76.379272,0.05,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155043.20,10.002121,76.379272,0.06,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155043.30,10.002121,76.379272,0.07,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155043.40,10.002121,76.379272,0.22,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155043.50,10.002121,76.379272,0.04,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155043.60,10.002120,76.379272,0.09,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155043.70,10.002120,76.379272,0.11,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155043.80,10.002120,76.379272,0.14,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155043.90,10.002120,76.379272,0.11,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155044.00,10.002120,76.379272,0.12,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155044.10,10.002120,76.379272,0.03,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155044.20,10.002120,76.379272,0.07,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155044.30,10.002120,76.379272,0.19,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155044.40,10.002120,76.379272,0.14,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155044.50,10.002120,76.379272,0.33,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155044.60,10.002120,76.379272,0.10,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155044.70,10.002120,76.379272,0.19,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155044.80,10.002120,76.379272,0.16,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155044.90,10.002119,76.379280,0.06,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155045.00,10.002119,76.379280,0.11,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155045.10,10.002119,76.379280,0.06,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155045.20,10.002119,76.379280,0.07,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155045.30,10.002119,76.379280,0.12,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155045.40,10.002119,76.379280,0.06,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155045.50,10.002119,76.379280,0.23,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155045.60,10.002119,76.379280,0.26,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155045.70,10.002119,76.379280,0.05,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155045.80,10.002119,76.379280,0.04,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155045.90,10.002119,76.379280,0.06,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155046.00,10.002119,76.379280,0.24,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155046.10,10.002118,76.379280,0.11,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155046.20,10.002118,76.379280,0.19,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155046.30,10.002118,76.379280,0.06,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155046.40,10.002118,76.379280,0.05,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155046.50,10.002118,76.379280,0.07,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155046.60,10.002118,76.379280,0.05,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155046.70,10.002118,76.379280,0.05,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155046.80,10.002118,76.379280,0.06,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155046.90,10.002118,76.379280,0.07,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155047.00,10.002118,76.379280,0.18,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155047.10,10.002118,76.379280,0.08,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155047.20,10.002117,76.379280,0.17,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155047.30,10.002117,76.379280,0.12,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155047.40,10.002117,76.379280,0.14,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155047.50,10.002117,76.379280,0.19,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155047.60,10.002117,76.379280,0.13,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155047.70,10.002117,76.379280,0.19,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155047.80,10.002117,76.379280,0.35,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155047.90,10.002117,76.379280,0.07,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155048.00,10.002117,76.379280,0.10,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155048.10,10.002117,76.379280,0.38,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155048.20,10.002117,76.379280,0.09,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155048.30,10.002117,76.379280,0.11,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155048.40,10.002117,76.379280,0.17,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155048.50,10.002117,76.379280,0.03,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155048.60,10.002117,76.379280,0.07,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155048.70,10.002116,76.379280,0.18,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155048.80,10.002116,76.379280,0.04,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155048.90,10.002116,76.379280,0.14,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155049.00,10.002116,76.379280,0.22,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155049.10,10.002116,76.379280,0.08,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155049.20,10.002116,76.379280,0.20,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155049.30,10.002116,76.379280,0.06,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155049.40,10.002116,76.379280,0.18,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155049.50,10.002116,76.379280,0.19,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155049.60,10.002116,76.379280,0.21,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155049.70,10.002116,76.379280,0.14,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155049.80,10.002116,76.379280,0.11,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155049.90,10.002116,76.379280,0.20,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155050.00,10.002115,76.379280,0.11,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155050.10,10.002115,76.379280,0.09,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155050.20,10.002115,76.379280,0.06,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155050.30,10.002115,76.379280,0.11,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155050.40,10.002115,76.379280,0.07,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155050.50,10.002115,76.379280,0.24,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155050.60,10.002115,76.379280,0.26,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155050.70,10.002115,76.379280,0.23,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155050.80,10.002115,76.379280,0.10,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155050.90,10.002115,76.379280,0.21,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155051.00,10.002115,76.379280,0.12,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155051.10,10.002115,76.379280,0.19,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155051.20,10.002115,76.379280,0.09,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155051.30,10.002115,76.379280,0.14,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155051.40,10.002115,76.379280,0.05,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155051.50,10.002115,76.379280,0.11,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155051.60,10.002114,76.379280,0.09,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155051.70,10.002114,76.379280,0.17,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155051.80,10.002114,76.379280,0.18,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155051.90,10.002114,76.379280,0.09,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155052.00,10.002114,76.379280,0.06,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155052.10,10.002114,76.379280,0.10,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155052.20,10.002114,76.379280,0.14,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155052.30,10.002114,76.379280,0.04,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
155052.40,10.002114,76.379280,0.04,12,0,1.234567,-0.456789,9.806650,0.123456,-0.789012,0.456789
