gps_time,lat,lon,alt,speed,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,vbat
1773118883.55800,10.01056,76.36537,1.8,31.02,-0.0061,0.0785,1.0358,-0.12,0.12,3.66,0.41
1773118883.65200,10.01055,76.36536,1.8,31.55,0.1814,0.0378,1.0942,0.18,2.01,2.13,0.32
1773118884.75200,10.01055,76.36536,1.8,31.06,0.2389,0.0646,1.0052,-0.79,-0.61,2.26,0.32
1773118884.85200,10.01055,76.36535,1.8,30.77,0.0458,0.0876,1.1179,0.49,4.70,1.52,0.40
1773118884.95100,10.01054,76.36534,1.8,31.10,0.1658,0.0039,0.9797,-4.02,0.18,2.01,0.35
1773118884.04400,10.01054,76.36534,1.8,31.10,0.1934,0.0779,1.0404,-1.65,3.41,0.12,0.22
1773118884.15800,10.01054,76.36533,1.8,30.97,0.2101,0.0710,0.9426,1.16,1.22,-0.06,0.39
1773118884.25100,10.01054,76.36533,1.8,30.08,0.1235,0.0311,0.9883,-1.40,-0.49,-1.16,0.37
1773118884.35100,10.01053,76.36532,1.9,30.56,0.1213,-0.0564,0.8682,-5.98,-4.88,1.04,0.41
1773118884.45200,10.01053,76.36531,1.8,30.41,0.1006,-0.0155,1.0925,-4.15,3.48,0.12,0.33
1773118884.55300,10.01053,76.3653,1.8,30.74,0.0044,0.0275,0.9069,-2.74,3.11,0.73,0.38
1773118884.65900,10.01052,76.3653,1.9,29.99,0.3226,0.1064,0.9379,-1.71,2.13,0.49,0.36
1773118885.75200,10.01052,76.36529,1.8,29.92,0.2737,0.1355,0.8933,0.79,-1.40,0.79,0.46
1773118885.85200,10.01052,76.36528,1.9,29.85,0.0658,0.0414,1.0614,-3.72,-3.05,0.30,0.37
1773118885.95200,10.01052,76.36527,1.9,30.23,0.3593,0.0315,0.8145,-1.89,-4.70,-0.37,0.34
1773118885.04500,10.01052,76.36527,1.9,30.23,0.0491,0.0588,0.9526,-5.37,-0.67,-2.07,0.47
1773118885.15200,10.01051,76.36526,1.9,29.41,-0.0134,0.0389,1.0754,1.59,1.46,-3.11,0.36
1773118885.25100,10.01051,76.36525,1.9,28.99,0.0774,0.0728,1.0490,3.84,0.43,-3.78,0.37
1773118885.35200,10.0105,76.36524,1.9,29.15,0.1595,0.0341,0.9785,-1.46,-0.18,-2.93,0.38
1773118885.45200,10.0105,76.36524,1.9,29.01,0.1129,0.0145,0.9379,1.40,1.46,-1.65,0.30
1773118885.55300,10.0105,76.36523,1.9,28.73,0.2318,0.0524,0.8174,4.02,-0.73,-1.71,0.33
1773118885.65100,10.0105,76.36523,2.0,28.61,0.1683,0.0099,0.9115,0.30,-0.37,-1.65,0.35
1773118886.75100,10.01049,76.36522,2.0,28.58,0.3184,0.0529,1.0831,4.94,6.28,-2.80,0.40
1773118886.85200,10.01049,76.36521,2.0,28.21,0.3829,0.0487,1.0908,7.07,4.15,-1.28,0.46
1773118886.95200,10.01049,76.3652,2.0,28.03,0.4292,0.0259,0.9703,3.23,-3.72,-0.43,0.36
1773118886.04500,10.01049,76.3652,2.0,28.03,0.1656,0.1110,1.0549,11.28,-3.11,1.04,0.37
1773118886.15200,10.01049,76.3652,2.0,27.99,0.1514,-0.0245,0.9988,-0.67,-1.28,2.56,0.40
1773118886.25100,10.01048,76.36519,2.0,27.52,0.1602,0.0530,0.8988,5.12,5.18,2.80,0.34
1773118886.35200,10.01048,76.36518,2.0,28.07,0.1326,0.0125,1.1976,-1.10,1.83,2.56,0.36
1773118886.45100,10.01048,76.36517,2.0,26.81,0.3743,0.0592,1.1444,-2.38,0.61,3.23,0.30
1773118886.55200,10.01047,76.36517,2.1,26.82,0.3557,-0.0939,0.9098,-10.98,-0.06,2.74,0.40
1773118886.65100,10.01047,76.36516,2.1,26.16,0.3656,0.0808,1.1201,0.30,-2.13,3.17,0.33
1773118887.75100,10.01047,76.36515,2.0,25.62,0.2401,-0.0513,1.2000,-8.41,-1.77,2.20,0.36
1773118887.85100,10.01047,76.36515,2.0,25.22,0.3722,-0.0033,1.0579,-4.76,0.30,0.55,0.34
1773118887.95100,10.01046,76.36514,2.1,25.16,0.4373,0.1361,1.0294,2.99,-1.65,-1.34,0.42
1773118887.04500,10.01046,76.36514,2.1,25.16,0.1681,0.0377,1.1310,-0.43,-0.43,-2.26,0.38
1773118887.15200,10.01046,76.36514,2.1,24.39,0.1581,0.0771,1.1552,2.80,0.06,-2.50,0.33
1773118887.25200,10.01046,76.36513,2.1,23.87,0.3224,0.0024,0.7670,-4.33,-3.78,-2.68,0.41
1773118887.35200,10.01046,76.36512,2.1,23.86,0.1899,0.0901,1.1519,0.49,-0.85,-1.10,0.40
1773118887.45200,10.01045,76.36511,2.1,23.49,0.2511,0.0065,0.9161,-4.27,0.06,-1.46,0.34
1773118887.55200,10.01045,76.3651,2.1,23.05,0.4030,0.1409,1.0973,3.48,-0.30,-1.83,0.42
1773118887.65100,10.01045,76.3651,2.1,22.81,0.1006,0.1500,1.0037,5.00,-1.04,-2.56,0.41
1773118888.75100,10.01045,76.3651,2.2,22.72,0.1937,0.0186,0.9353,2.56,-3.78,-3.17,0.39
1773118888.85200,10.01045,76.36509,2.1,22.53,0.2668,-0.0483,1.0507,-2.26,-1.77,-4.39,0.34
1773118888.95900,10.01044,76.36509,2.2,22.03,0.4948,-0.0187,0.8868,1.77,-3.78,-3.23,0.34
1773118888.04500,10.01044,76.36509,2.2,22.03,0.2211,-0.0095,0.8896,0.61,-0.73,-3.05,0.37
1773118888.15200,10.01044,76.36508,2.2,21.34,0.1820,-0.0035,1.0465,-0.12,5.30,-1.04,0.33
1773118888.25200,10.01044,76.36507,2.2,20.54,0.1796,0.1599,1.0232,2.38,0.12,0.67,0.37
1773118888.35100,10.01044,76.36507,2.2,21.12,0.1896,0.0221,1.0388,-0.43,-2.01,0.79,0.39
1773118888.45100,10.01044,76.36506,2.2,20.59,0.2139,-0.0707,0.8544,-3.72,-3.72,1.28,0.38
1773118888.55200,10.01043,76.36506,2.2,20.63,0.0115,-0.0460,0.9127,-3.78,-0.85,0.91,0.39
1773118888.65200,10.01043,76.36505,2.2,20.00,0.0952,0.0521,0.9727,-4.57,1.71,0.00,0.35
1773118889.75200,10.01043,76.36504,2.3,20.22,0.1484,-0.0297,0.9075,-3.60,2.99,-1.95,0.37
1773118889.85100,10.01043,76.36504,2.3,19.96,0.0354,0.0435,0.8092,-5.49,1.59,-2.50,0.43
1773118889.95100,10.01043,76.36504,2.3,19.41,0.0376,-0.0013,1.0878,-7.56,5.24,-2.68,0.39
1773118889.04500,10.01043,76.36504,2.3,19.41,0.0789,0.0562,1.0441,-1.28,4.63,-3.11,0.34
1773118889.15200,10.01043,76.36504,2.3,19.57,0.0835,0.1256,0.8805,-0.37,3.05,-5.30,0.30
1773118889.25100,10.01042,76.36502,2.3,18.92,0.1903,0.0258,0.8691,1.28,2.74,-4.45,0.31
1773118889.35100,10.01042,76.36502,2.2,18.46,0.3152,0.1033,1.1858,7.68,3.60,-7.62,0.33
1773118889.45100,10.01042,76.36501,2.1,18.28,0.0411,0.0568,0.9313,4.02,2.62,-5.49,0.46
1773118889.55200,10.01042,76.36501,2.1,18.28,0.2444,0.1310,0.8503,9.70,3.23,-6.46,0.43
1773118889.64500,10.01042,76.36501,2.1,18.28,0.1458,0.0239,1.0052,10.24,-1.04,-3.72,0.34
1773118890.75200,10.01042,76.36501,2.1,18.41,0.1581,0.0369,0.7860,8.11,5.85,-0.98,0.35
1773118890.85200,10.01041,76.365,2.0,17.86,0.2013,-0.0054,1.0890,8.48,2.44,1.95,0.35
1773118890.95200,10.01041,76.36499,2.0,17.86,0.1030,0.1306,1.0216,12.68,5.85,4.33,0.40
1773118890.04500,10.01041,76.36499,2.0,17.86,0.5282,0.0096,0.8796,5.49,-7.26,6.22,0.28
1773118890.15200,10.01041,76.36499,2.0,17.64,0.1869,0.0609,0.9191,6.59,-2.07,7.38,0.32
1773118890.25100,10.01041,76.36498,2.0,18.70,0.2408,0.0524,1.0500,1.95,-1.16,12.38,0.35
1773118890.35100,10.01041,76.36497,2.1,18.32,0.1451,0.1082,0.9912,3.29,-2.07,13.54,0.37
1773118890.45100,10.0104,76.36497,2.0,18.81,0.1956,-0.0812,0.9478,-7.32,-3.23,11.46,0.35
1773118890.55200,10.0104,76.36497,2.0,19.31,0.0919,0.0044,0.8152,-4.02,-1.52,10.43,0.37
1773118890.65200,10.0104,76.36496,2.0,19.75,0.0646,0.0006,0.9165,-9.45,1.04,9.76,0.39
1773118891.75300,10.0104,76.36496,2.0,19.72,0.0555,0.0375,1.0853,-8.54,-0.85,8.96,0.37
1773118891.85300,10.0104,76.36495,2.0,19.98,0.1295,-0.0049,0.7531,-6.89,-2.74,5.49,0.38
1773118891.95300,10.01039,76.36495,2.0,20.63,0.0983,-0.0122,0.9709,-8.23,3.17,2.44,0.37
1773118891.04600,10.01039,76.36495,2.0,20.63,0.0356,0.1169,1.0638,-5.00,0.18,1.89,0.45
1773118891.15300,10.01039,76.36494,2.0,20.85,0.1361,0.0806,1.1318,-3.23,0.79,-1.40,0.30
1773118891.26000,10.01039,76.36494,2.1,20.73,0.0358,0.0580,1.0681,-8.35,-1.46,-3.23,0.38
1773118891.35300,10.01039,76.36493,2.0,20.82,0.0918,0.1718,1.0865,4.45,0.67,-5.91,0.35
1773118891.45300,10.01038,76.36492,1.9,21.45,0.0068,-0.0425,0.9420,-0.85,-0.12,-6.34,0.37
1773118891.55300,10.01038,76.36492,2.1,21.67,0.0593,0.1289,1.0461,-4.09,4.70,-5.24,0.39
1773118891.65300,10.01038,76.36491,2.2,21.98,0.0051,0.0531,0.8782,-0.49,-0.55,-2.74,0.37
1773118892.75300,10.01038,76.36491,2.1,21.94,-0.1422,0.0043,1.1301,-1.46,0.91,-3.35,0.31
1773118892.85300,10.01038,76.36491,2.2,23.35,0.0928,0.0614,1.0018,2.44,0.67,-4.02,0.29
1773118892.95200,10.01037,76.3649,2.2,23.22,-0.1771,0.1470,0.9775,8.78,3.72,-4.94,0.38
1773118892.04600,10.01037,76.3649,2.2,23.22,0.0447,0.0143,1.2461,1.77,6.40,-4.94,0.48
1773118892.15300,10.01037,76.36489,2.3,23.80,0.2625,-0.0126,0.9344,5.67,2.20,-3.90,0.39
1773118892.25200,10.01037,76.36488,2.3,24.74,0.0186,-0.1569,0.9491,-3.90,-1.40,-3.78,0.32
1773118892.35200,10.01036,76.36488,2.3,25.30,0.0295,0.0068,1.2806,6.40,3.11,-2.99,0.32
1773118892.45300,10.01036,76.36487,2.3,25.64,0.1154,0.0244,1.0835,3.72,-0.73,0.00,0.32
1773118892.55300,10.01036,76.36486,2.3,26.32,0.0264,-0.0048,0.9943,3.66,-0.37,2.01,0.37
1773118892.65300,10.01036,76.36485,2.3,26.67,0.1034,-0.0225,0.7927,-2.20,-5.00,2.50,0.35
1773118893.75400,10.01035,76.36485,2.3,26.86,-0.0383,0.1313,1.0568,6.65,1.04,2.62,0.30
1773118893.85400,10.01035,76.36485,2.3,27.19,-0.0607,0.0027,0.7317,-2.07,1.52,3.60,0.33
1773118893.95400,10.01035,76.36484,2.4,27.75,0.0764,0.1035,1.3097,-2.20,3.66,3.17,0.31
1773118893.04700,10.01035,76.36484,2.4,27.75,0.1320,0.0770,1.3260,-1.46,4.45,2.74,0.36
1773118893.15300,10.01035,76.36483,2.3,28.09,0.3220,-0.0243,0.8273,-8.96,-9.27,2.20,0.39
1773118893.25300,10.01034,76.36481,2.4,28.65,0.1096,-0.0043,1.1763,-8.78,-0.73,1.16,0.36
1773118893.35400,10.01034,76.36481,2.3,29.20,0.1848,0.0770,0.8833,-2.56,1.10,-0.18,0.38
1773118893.45400,10.01034,76.3648,2.3,28.74,0.3999,-0.0391,0.9270,-8.96,-1.22,-3.66,0.40
1773118893.55500,10.01033,76.3648,2.3,28.80,0.3381,0.0895,0.9369,1.10,-5.61,-3.41,0.35
1773118893.65300,10.01033,76.36479,2.4,27.71,0.2295,0.0057,1.0208,0.73,-1.65,-4.02,0.33
1773118894.75300,10.01033,76.36478,2.4,28.07,0.2799,-0.0363,0.7837,3.41,-1.46,-4.21,0.38
1773118894.85300,10.01033,76.36478,2.4,27.26,0.2301,0.0480,0.8934,1.34,-2.07,-4.51,0.34
1773118894.95300,10.01032,76.36477,2.4,26.85,0.1531,0.0546,0.7963,4.09,0.06,-3.23,0.32
1773118894.04700,10.01032,76.36477,2.4,26.85,0.3190,0.0919,0.8494,8.48,2.13,-2.38,0.43
1773118894.15300,10.01032,76.36476,2.4,26.12,0.4281,0.0062,0.8544,7.74,1.95,-0.37,0.32
1773118894.25300,10.01032,76.36475,2.4,25.12,0.5172,0.1321,0.8304,0.98,-0.06,0.91,0.39
1773118894.35300,10.01032,76.36475,2.4,25.05,0.1012,0.0986,1.1544,6.10,2.93,1.59,0.44
1773118894.45300,10.01031,76.36474,2.5,24.24,0.0774,0.0769,1.0784,3.29,3.48,1.22,0.35
1773118894.55500,10.01031,76.36473,2.4,23.82,0.2136,0.0674,1.0092,-1.28,-0.55,1.10,0.37
1773118894.65400,10.01031,76.36473,2.5,23.44,0.3923,0.0208,0.8872,4.45,3.54,1.04,0.33
1773118895.76100,10.01031,76.36472,2.5,23.00,0.4008,-0.0337,1.0182,-4.27,1.71,1.65,0.36
1773118895.85400,10.01031,76.36472,2.5,22.60,0.3153,0.0448,1.1475,1.65,-3.29,1.34,0.38
1773118895.95300,10.0103,76.36472,2.5,22.20,0.0463,0.0106,0.8588,-0.24,1.16,2.68,0.39
1773118895.04600,10.0103,76.36472,2.5,22.20,0.1144,0.0167,1.0076,-4.21,5.79,2.87,0.33
1773118895.15300,10.0103,76.36471,2.5,22.11,0.3542,0.1643,1.0566,1.65,3.48,3.96,0.43
1773118895.25300,10.0103,76.3647,2.4,21.09,0.3064,0.0790,1.0713,-0.24,4.70,3.29,0.47
1773118895.35300,10.0103,76.36469,2.4,21.01,0.2206,0.0361,0.9454,-2.26,3.48,2.68,0.38
1773118895.45300,10.01029,76.36469,2.4,20.83,0.1754,0.0933,1.0492,-0.43,3.72,2.13,0.41
1773118895.55500,10.01029,76.36469,2.4,20.54,0.2156,-0.0049,0.9004,-7.56,1.10,0.73,0.35
1773118895.65300,10.01029,76.36468,2.5,20.01,-0.0632,-0.0121,0.9355,-7.20,2.50,-0.91,0.41
1773118896.75400,10.01029,76.36467,2.5,20.01,0.1971,0.0626,1.0681,-3.84,-1.46,-2.68,0.30
1773118896.85400,10.01029,76.36467,2.5,19.91,0.0880,-0.0469,0.9781,-8.60,-1.83,-4.21,0.35
1773118896.95400,10.01028,76.36466,2.5,19.72,0.3562,0.0505,0.9628,-0.91,-1.95,-6.71,0.33
1773118896.04700,10.01028,76.36466,2.5,19.72,0.2775,0.0013,0.9597,0.06,-3.54,-7.07,0.37
1773118896.34800,10.01028,76.36465,2.4,20.13,0.0326,-0.0286,1.0728,3.41,3.23,-2.62,0.32
1773118896.59300,10.01027,76.36463,2.4,20.44,0.0593,0.1351,1.0953,1.46,0.43,2.50,0.29
1773118896.68700,10.01027,76.36463,2.4,20.91,0.0957,0.0793,0.8408,6.83,2.80,2.07,0.43
1773118897.78700,10.01027,76.36462,2.4,21.22,0.0892,-0.0399,1.0890,-3.29,-0.12,1.34,0.35
1773118897.88800,10.01027,76.36462,2.3,21.48,0.1338,0.0665,1.0359,1.04,1.71,0.06,0.40
1773118897.98600,10.01027,76.36462,2.2,21.71,-0.0479,0.0280,1.0375,-0.91,0.73,1.83,0.44
1773118897.08600,10.01026,76.36461,2.3,22.03,0.2875,-0.0573,1.0375,-8.11,0.85,1.28,0.34
1773118897.17900,10.01026,76.36461,2.3,22.03,0.0695,0.0333,1.1830,-3.72,5.30,2.20,0.43
1773118897.28700,10.01026,76.3646,2.3,23.29,-0.1643,-0.0083,1.2058,-8.54,4.27,1.22,0.36
1773118897.38000,10.01026,76.3646,2.3,23.29,-0.0323,0.0986,1.0831,-1.95,0.79,-1.89,0.44
1773118897.48700,10.01026,76.36459,2.3,22.10,0.2303,0.1190,1.1599,1.52,-1.04,-1.83,0.43
1773118897.58700,10.01026,76.36458,2.3,23.50,0.0853,0.0502,0.8761,0.67,-4.27,-1.52,0.36
1773118897.68600,10.01025,76.36458,2.2,23.29,0.1207,0.1631,0.9580,-8.78,4.70,-2.01,0.39
1773118898.78600,10.01025,76.36457,2.3,23.97,0.0959,0.1208,0.9908,-3.96,0.67,-0.43,0.37
1773118898.88700,10.01025,76.36456,2.3,23.66,0.8154,0.0471,1.3533,0.73,1.28,-0.85,0.40
1773118898.98600,10.01025,76.36456,2.3,24.27,0.4830,-0.0038,0.9352,-5.30,-5.24,-0.73,0.32
1773118898.08000,10.01025,76.36456,2.3,24.27,-0.4645,-0.1173,1.2765,-14.70,-1.89,0.73,0.40
1773118898.18000,10.01025,76.36456,2.3,24.27,-0.3163,-0.0488,1.0554,-9.09,-0.61,-0.91,0.35
1773118898.29400,10.01024,76.36455,2.3,23.95,-0.0463,0.0631,0.8538,-1.28,2.01,-2.99,0.41
1773118898.38700,10.01024,76.36453,2.3,24.58,0.0347,-0.0210,1.1438,-4.45,3.35,-2.44,0.45
1773118898.48100,10.01024,76.36453,2.3,24.58,0.1748,0.0891,0.7086,-0.61,-3.17,-3.41,0.34
1773118898.58800,10.01024,76.36452,2.3,25.14,-0.0605,0.1086,1.2123,3.66,1.95,-0.12,0.33
1773118898.68800,10.01023,76.36452,2.2,25.05,-0.0333,0.0790,1.1578,1.83,2.62,-0.12,0.33
1773118899.78800,10.01023,76.36451,2.2,25.33,-0.0570,0.0787,1.1830,0.00,1.71,-0.67,0.33
1773118899.88800,10.01023,76.3645,2.3,25.60,0.0322,0.2017,1.2394,6.34,1.95,-0.30,0.38
1773118899.98800,10.01023,76.3645,2.3,25.84,0.0280,-0.0198,1.1106,-6.04,1.34,-0.85,0.38
1773118899.08800,10.01023,76.36449,2.3,26.02,0.0918,0.1436,0.9442,3.17,1.59,-1.16,0.34
1773118899.18000,10.01023,76.36449,2.3,26.02,0.1246,0.1091,1.0162,6.52,-0.43,-1.28,0.38
1773118899.28700,10.01022,76.36448,2.3,26.17,0.1631,0.0188,1.2367,1.28,1.34,-1.04,0.34
1773118899.38700,10.01022,76.36447,2.3,26.81,0.1766,0.0981,0.9276,3.05,-1.71,-0.85,0.27
1773118899.48100,10.01022,76.36447,2.3,26.81,0.1187,0.0360,0.8307,0.55,-2.56,-1.46,0.31
1773118899.58800,10.01021,76.36446,2.3,26.83,-0.0563,0.0907,1.0253,1.34,-5.24,-0.30,0.46
1773118899.68900,10.01021,76.36446,2.3,26.79,0.1113,0.0513,0.8463,3.54,-5.30,-1.04,0.32
1773118900.78900,10.01021,76.36445,2.3,26.79,0.5917,-0.1619,0.8370,-6.04,-6.95,0.43,0.39
1773118900.89000,10.01021,76.36444,2.3,26.66,0.3591,-0.0133,0.8954,-2.32,-5.24,1.10,0.42
1773118900.98800,10.01021,76.36443,2.3,26.45,0.3372,0.1167,0.8529,-4.33,-0.61,3.35,0.32
1773118900.08800,10.0102,76.36443,2.3,25.69,0.2297,0.0272,0.7207,0.55,-2.80,5.37,0.30
1773118900.18200,10.0102,76.36443,2.3,25.69,0.3093,0.1622,0.9327,1.46,0.24,3.54,0.36
1773118900.28900,10.0102,76.36442,2.3,24.83,0.1552,-0.0570,0.8817,-7.32,2.62,2.56,0.35
1773118900.38200,10.0102,76.36442,2.3,24.83,-0.0072,0.0886,0.9506,-1.40,-1.28,1.77,0.24
1773118900.48900,10.0102,76.36441,2.3,25.10,0.1952,0.0018,0.8748,-0.55,0.61,-0.98,0.29
1773118900.58900,10.01019,76.3644,2.3,23.95,0.0793,-0.0737,0.9412,4.76,0.00,-2.01,0.42
1773118900.68900,10.01019,76.3644,2.4,23.85,0.2439,-0.0056,0.7859,3.41,0.00,-0.55,0.35
1773118901.78900,10.01019,76.36439,2.3,23.39,0.1045,-0.0049,0.9768,1.89,-4.94,-0.49,0.35
1773118901.88900,10.01019,76.36438,2.4,23.31,0.2821,-0.0198,0.8752,-4.51,-3.48,-1.16,0.34
1773118901.98900,10.01019,76.36438,2.4,22.87,0.4250,0.1061,0.7358,-0.73,-2.26,-0.30,0.34
1773118901.08200,10.01019,76.36438,2.4,22.87,0.3634,0.1492,1.0514,2.44,0.91,0.00,0.36
1773118901.18900,10.01019,76.36437,2.4,22.68,0.1396,0.0765,0.9196,-0.85,-3.41,-0.24,0.43
1773118901.28900,10.01018,76.36436,2.5,21.65,0.2375,-0.0397,1.0393,-8.84,-4.57,-1.16,0.38
1773118901.38200,10.01018,76.36436,2.5,21.65,0.2578,-0.0010,0.8419,-3.41,-5.00,-1.89,0.48
1773118901.48900,10.01018,76.36436,2.4,21.74,0.3279,0.0244,0.8529,2.44,0.43,-2.07,0.40
1773118901.58900,10.01018,76.36434,2.5,20.78,0.3201,0.0447,1.0637,-5.06,2.01,-3.84,0.36
1773118901.68900,10.01018,76.36434,2.5,20.63,0.4585,0.0289,1.2280,0.61,3.90,-5.49,0.29
1773118902.79600,10.01017,76.36433,2.5,20.24,0.0258,0.0359,1.0188,-1.46,9.82,-6.59,0.30
1773118902.89000,10.01017,76.36433,2.5,20.26,0.5543,-0.0322,1.1844,1.77,2.26,-4.63,0.38
1773118902.98900,10.01017,76.36433,2.5,19.70,0.3053,0.0740,0.9275,2.13,5.43,-4.33,0.47
1773118902.08300,10.01017,76.36433,2.5,19.70,0.3513,0.1675,1.1014,10.43,8.66,-2.62,0.54
1773118902.19100,10.01017,76.36432,2.5,19.69,0.5742,0.0388,1.2201,4.57,-0.12,-2.32,0.38
1773118902.29100,10.01017,76.36431,2.5,19.10,0.2250,0.1741,0.7412,1.65,4.88,-1.65,0.39
1773118902.38400,10.01017,76.36431,2.5,19.10,0.4591,0.0293,0.7373,1.28,2.13,0.49,0.40
1773118902.49100,10.01017,76.3643,2.5,18.88,0.5969,0.0046,0.4042,1.46,-31.34,1.59,0.41
1773118902.59100,10.01016,76.3643,2.5,18.30,0.8409,-0.0691,1.1001,0.43,-11.59,0.18,0.48
1773118902.68400,10.01016,76.3643,2.5,18.30,0.2861,0.1401,0.8750,7.62,5.43,-3.29,0.42
1773118903.79100,10.01016,76.36429,2.5,15.35,0.4562,0.0630,0.8873,1.34,6.52,0.85,0.37
1773118903.89100,10.01016,76.36429,2.5,14.13,0.6288,0.0643,0.9994,-0.30,0.12,3.05,0.39
1773118903.99100,10.01016,76.36428,2.5,13.76,0.5264,0.0701,0.9617,0.67,-4.39,3.23,0.37
1773118903.08300,10.01016,76.36428,2.5,13.76,0.4779,0.0861,1.0845,2.87,-2.38,2.87,0.36
1773118903.19000,10.01016,76.36428,2.6,13.10,0.4280,0.0847,0.8461,1.95,5.12,4.70,0.35
1773118903.29000,10.01016,76.36427,2.6,10.67,0.3668,0.0911,0.9143,1.10,4.94,10.24,0.39
1773118903.38300,10.01016,76.36427,2.6,10.67,0.2137,0.1177,1.1400,1.77,6.89,9.39,0.38
1773118903.49000,10.01015,76.36427,2.7,9.46,0.1902,0.0068,1.0406,-3.17,7.26,9.15,0.39
1773118903.59100,10.01015,76.36427,2.8,8.62,0.2974,0.0262,1.1121,-1.59,4.57,5.55,0.39
1773118903.69000,10.01015,76.36427,2.8,8.58,0.1530,0.0244,1.0056,-1.34,0.30,3.96,0.38
1773118904.79000,10.01015,76.36427,2.7,8.20,0.2402,0.0090,1.0284,-1.77,-1.10,5.73,0.30
1773118904.89100,10.01015,76.36427,2.8,7.84,0.2468,0.0533,0.9099,-0.73,2.20,4.70,0.39
1773118904.99100,10.01015,76.36426,2.9,8.40,0.1996,-0.0181,0.7781,-6.10,2.01,6.59,0.34
1773118904.09100,10.01015,76.36426,3.0,7.94,0.2698,-0.0421,0.9404,-7.50,-2.62,5.79,0.42
1773118904.18400,10.01015,76.36426,3.0,7.94,0.2192,0.0477,1.1682,-1.89,1.71,2.56,0.38
1773118904.29000,10.01015,76.36425,3.1,7.84,0.1539,0.0701,0.9321,-1.95,1.95,-2.01,0.37
1773118904.38400,10.01015,76.36425,3.1,7.84,0.1659,0.1003,1.0985,1.52,-2.13,-6.04,0.27
1773118904.49100,10.01015,76.36425,3.1,7.37,0.2231,0.0259,1.1051,-1.10,3.78,-8.23,0.40
1773118904.59100,10.01015,76.36425,3.1,7.34,0.2745,0.0205,0.8096,-1.46,2.50,-8.60,0.45
1773118904.69100,10.01015,76.36425,3.2,7.62,0.1830,0.0109,1.0555,-2.99,-0.43,-7.74,0.30
1773118905.79100,10.01014,76.36424,3.3,7.49,0.2943,0.0555,1.2115,-0.43,-1.59,-8.84,0.37
1773118905.89100,10.01014,76.36424,3.3,7.29,0.0173,0.0405,0.8318,0.37,0.73,-9.02,0.37
1773118905.99100,10.01014,76.36424,3.3,7.54,-0.0087,0.0774,0.8711,1.71,4.39,-8.90,0.31
1773118905.08400,10.01014,76.36424,3.3,7.54,-0.0059,0.0977,1.0930,4.02,1.95,-7.87,0.45
1773118905.19100,10.01014,76.36424,3.4,7.43,0.0634,0.1072,1.1981,1.83,1.46,-7.07,0.39
1773118905.29100,10.01014,76.36423,3.4,8.10,0.0690,0.0341,1.0985,1.34,-0.30,-4.33,0.41
1773118905.39100,10.01014,76.36423,3.4,8.10,-0.0139,0.0671,0.9141,3.66,2.26,-3.84,0.39
1773118905.48400,10.01014,76.36423,3.4,8.10,-0.1064,-0.0116,1.0166,-1.65,0.30,-2.50,0.40
1773118905.59100,10.01014,76.36423,3.5,8.76,0.1693,0.1112,0.9998,1.89,-2.38,-1.95,0.30
1773118905.68400,10.01014,76.36423,3.5,8.76,-0.0321,0.1208,0.9026,2.44,-0.61,-0.43,0.43
1773118906.79100,10.01014,76.36423,3.6,9.51,0.1930,0.1309,1.0894,6.59,-2.38,0.00,0.34
1773118906.89200,10.01014,76.36422,3.6,10.49,0.2944,-0.0013,0.9333,2.99,-7.32,1.40,0.39
1773118906.99000,10.01014,76.36422,3.6,9.56,0.4645,-0.0125,0.8477,-2.56,-6.16,3.23,0.40
1773118906.08400,10.01014,76.36422,3.6,9.56,0.3350,0.0426,0.9119,1.46,1.95,5.18,0.37
1773118906.19100,10.01014,76.36422,3.7,9.49,0.2676,-0.0045,1.0247,-2.32,5.12,7.68,0.41
1773118906.29100,10.01014,76.36421,3.7,7.14,0.2140,0.0762,0.9316,1.83,7.80,9.63,0.38
1773118906.38300,10.01014,76.36421,3.7,7.14,0.1334,0.0118,1.1035,2.01,5.55,6.95,0.35
1773118906.48300,10.01014,76.36421,3.7,7.14,-0.0018,0.0431,1.0459,-0.37,3.11,5.24,0.32
1773118906.59000,10.01013,76.36421,3.7,6.39,0.0864,-0.0664,0.8529,-4.94,2.62,4.27,0.32
1773118906.69100,10.01013,76.3642,3.8,6.08,0.0034,-0.0267,0.9309,-0.43,1.40,3.11,0.34
1773118907.79000,10.01013,76.3642,3.9,6.72,0.1512,-0.0106,0.9105,-4.21,-2.93,2.26,0.37
1773118907.89100,10.01013,76.3642,3.8,7.46,-0.1028,-0.0381,1.1641,-2.01,4.27,2.56,0.35
1773118907.99000,10.01013,76.3642,3.9,7.87,0.0496,0.0425,0.9758,-0.37,1.95,1.40,0.36
1773118907.09100,10.01013,76.3642,4.0,8.66,0.2592,0.1119,1.1097,1.95,-4.76,0.61,0.33
1773118907.18500,10.01013,76.3642,4.0,8.66,-0.0397,-0.0106,0.7490,-5.06,-2.32,1.04,0.43
1773118907.29100,10.01013,76.3642,4.0,9.67,0.1384,0.0457,0.9076,0.37,5.12,0.61,0.41
1773118907.39200,10.01013,76.36419,4.1,10.25,-0.0538,0.0544,0.9163,-4.15,0.91,-2.13,0.37
1773118907.49200,10.01013,76.36419,4.1,10.38,0.1725,0.0358,1.1783,-2.93,-5.98,-0.43,0.44
