tick_ms,row_type,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,lat,lon,alt,speed,sats,vbat
214664,I,0.1550,0.0204,1.0200,0.06,-0.43,-0.73,,,,,,
214674,I,0.2728,0.0320,0.9061,-0.61,-1.59,-1.10,,,,,,
214684,I,0.1942,0.0317,1.1375,-0.18,1.40,-1.16,,,,,,
214694,I,0.1735,0.0330,0.8687,1.04,1.10,-1.40,,,,,,
214704,I,0.2136,0.1094,0.9165,1.95,-0.61,-1.52,,,,,,
214714,I,0.2489,0.0024,1.1732,-2.20,0.49,-0.37,,,,,,
214724,I,0.1794,0.0681,0.9398,-0.37,1.77,-2.20,,,,,,
214724,G,0.1794,0.0681,0.9398,-0.37,1.77,-2.20,10.0103902816772,76.364631652832,-3.5,5.28,12,0.45
214737,I,0.1744,0.0443,0.9430,-0.85,1.28,-1.77,,,,,,
214747,I,0.1405,0.0278,1.1240,0.12,1.04,-1.65,,,,,,
214757,I,0.1235,0.0648,0.8403,0.67,0.91,-2.44,,,,,,
214769,I,0.1791,0.0924,1.0383,1.83,-1.77,-2.01,,,,,,
214779,I,0.2430,-0.0032,1.0519,-2.20,-0.67,-1.59,,,,,,
214789,I,0.2498,0.0464,0.8966,-1.04,-0.55,-3.11,,,,,,
214799,I,0.2271,0.0426,1.0914,0.79,1.34,-2.62,,,,,,
214809,I,0.2421,0.0299,1.0022,1.77,0.00,-2.32,,,,,,
214819,I,0.1365,0.0857,0.8811,0.61,3.35,-3.60,,,,,,
214829,I,0.1267,0.0841,1.2201,2.13,0.67,-2.62,,,,,,
214829,G,0.1267,0.0841,1.2201,2.13,0.67,-2.62,10.0103912353516,76.364631652832,-3.5,4.86,12,0.45
214842,I,0.2249,0.0385,0.9126,-1.77,-0.55,-2.74,,,,,,
214852,I,0.1954,0.0564,0.9324,-0.73,0.73,-3.29,,,,,,
214862,I,0.1489,0.0345,1.0426,1.28,0.91,-2.99,,,,,,
214872,I,0.1975,0.0448,0.8815,0.24,-0.37,-3.29,,,,,,
214882,I,0.1420,0.0714,1.0183,0.55,0.85,-3.41,,,,,,
214892,I,0.1158,0.0604,1.0457,1.71,0.61,-2.99,,,,,,
214902,I,0.2498,0.0605,0.8497,-1.46,-2.80,-2.99,,,,,,
214912,I,0.2238,0.0294,1.1818,-0.73,0.73,-2.68,,,,,,
214922,I,0.2245,0.0087,0.9198,0.30,-0.55,-2.80,,,,,,
214932,I,0.2181,0.0739,1.0796,0.49,1.59,-3.35,,,,,,
214932,G,0.2181,0.0739,1.0796,0.49,1.59,-3.35,10.0103912353516,76.364631652832,-3.5,4.74,12,0.45
214945,I,0.1583,0.0559,0.8850,1.83,2.80,-3.41,,,,,,
214959,I,0.0955,0.0844,1.1459,1.59,1.89,-2.87,,,,,,
214969,I,0.1267,0.0098,0.8335,-1.71,0.73,-2.38,,,,,,
214979,I,0.1776,0.0751,1.0504,0.12,-0.85,-3.17,,,,,,
214989,I,0.1073,0.0131,0.9714,0.98,0.73,-2.07,,,,,,
214999,I,0.2158,0.0603,0.9279,0.98,-2.01,-2.74,,,,,,
215009,I,0.2000,0.0411,1.1130,-1.28,-0.12,-2.87,,,,,,
215019,I,0.2058,0.0219,0.8389,1.59,-0.37,-2.44,,,,,,
215029,I,0.2164,0.1080,1.1105,2.20,-0.49,-2.68,,,,,,
215039,I,0.2166,-0.0237,1.0530,-2.50,0.37,-1.77,,,,,,
215039,G,0.2166,-0.0237,1.0530,-2.50,0.37,-1.77,10.0103921890259,76.364631652832,-3.6,4.76,12,0.45
215052,I,0.1934,0.0502,0.9154,0.67,0.61,-3.23,,,,,,
215062,I,0.1844,0.0688,1.0918,2.80,1.10,-2.20,,,,,,
215072,I,0.2661,0.0364,0.9109,1.77,-1.52,-1.65,,,,,,
215082,I,0.1158,0.0757,1.0255,-1.34,4.33,-3.48,,,,,,
215092,I,0.1107,0.0466,1.0355,1.52,0.61,-2.20,,,,,,
215102,I,0.1345,0.0657,0.7915,1.10,0.24,-2.62,,,,,,
215112,I,0.1198,0.0544,1.0969,-1.22,0.73,-2.62,,,,,,
215122,I,0.1871,0.0154,0.9451,0.18,-1.59,-2.26,,,,,,
215132,I,0.2098,0.0803,0.9844,1.77,0.12,-2.87,,,,,,
215142,I,0.1976,0.0450,1.1018,-0.12,-0.12,-2.20,,,,,,
215142,G,0.1976,0.0450,1.1018,-0.12,-0.12,-2.20,10.0103921890259,76.364631652832,-3.5,4.61,12,0.45
215165,I,0.1165,-0.0032,0.9415,0.67,0.98,-1.89,,,,,,
215175,I,0.1492,0.0842,0.9355,0.49,-0.12,-3.29,,,,,,
215185,I,0.1741,0.0481,1.0995,1.83,0.18,-2.01,,,,,,
215195,I,0.3138,0.0632,0.8577,3.48,-2.93,-1.89,,,,,,
215205,I,0.1497,0.0920,1.0199,-1.46,4.09,-3.35,,,,,,
215215,I,0.0905,0.0336,1.1978,-0.73,2.68,-2.26,,,,,,
215225,I,0.1986,0.0568,0.8533,0.24,-0.49,-2.68,,,,,,
215235,I,0.0206,0.0326,0.8154,0.67,4.45,-2.50,,,,,,
215245,I,0.1580,0.0933,1.1296,2.26,-1.83,-2.68,,,,,,
215255,I,0.1234,0.0209,1.0763,-2.20,0.85,-2.32,,,,,,
215255,G,0.1234,0.0209,1.0763,-2.20,0.85,-2.32,10.0103931427002,76.3646392822266,-3.6,4.21,12,0.45
215275,I,0.2986,0.0166,0.8716,-0.85,-5.06,-1.83,,,,,,
215285,I,0.1279,-0.0079,0.9852,-1.10,5.49,-2.93,,,,,,
215295,I,0.1957,0.0502,1.0393,4.57,-1.77,-2.26,,,,,,
215305,I,0.0378,0.0535,1.0712,1.22,4.88,-3.29,,,,,,
215315,I,0.1304,0.0183,0.9753,-0.30,-1.65,-2.38,,,,,,
215325,I,0.1912,0.0685,0.9384,2.87,1.10,-3.05,,,,,,
215336,I,0.1310,0.0697,0.9944,4.02,-0.61,-2.44,,,,,,
215346,I,0.1411,0.1140,0.9576,2.56,0.91,-3.23,,,,,,
215356,I,0.1356,0.0293,1.2111,-3.54,0.61,-3.05,,,,,,
215368,I,0.2399,0.0038,0.9241,0.73,-2.20,-2.93,,,,,,
215368,G,0.2399,0.0038,0.9241,0.73,-2.20,-2.93,10.0103940963745,76.3646392822266,-3.5,4.63,12,0.45
215394,I,0.1560,0.0267,0.9021,-1.77,1.10,-3.60,,,,,,
215404,I,0.0984,-0.0139,1.0770,-1.52,0.91,-3.05,,,,,,
215414,I,0.2231,-0.0148,0.9143,4.39,-2.68,-2.38,,,,,,
215424,I,0.1620,0.0515,1.0906,3.48,1.77,-3.60,,,,,,
215434,I,0.1976,0.0303,1.0170,5.06,-1.16,-2.44,,,,,,
215444,I,0.1381,0.1006,1.0170,3.96,3.48,-4.15,,,,,,
215454,I,0.1563,0.0615,1.0516,2.44,-0.43,-2.87,,,,,,
215464,I,0.1047,0.0729,0.9425,1.77,3.66,-4.02,,,,,,
215474,I,0.0654,0.0330,0.9612,0.85,0.06,-3.41,,,,,,
215484,I,0.0630,0.0922,0.9600,5.49,1.40,-4.09,,,,,,
215484,G,0.0630,0.0922,0.9600,5.49,1.40,-4.09,10.0103940963745,76.3646392822266,-3.6,4.45,12,0.35
215497,I,0.0989,0.0424,1.0011,0.91,-2.50,-3.66,,,,,,
215507,I,0.1820,0.0591,0.9362,2.62,-0.85,-4.27,,,,,,
215517,I,0.2091,0.0431,0.9611,2.68,-2.50,-3.60,,,,,,
215527,I,0.2003,0.0255,1.0316,0.73,0.67,-4.33,,,,,,
215537,I,0.2477,-0.0232,1.0342,0.91,-0.79,-4.02,,,,,,
215547,I,0.1442,0.0375,0.9683,5.91,3.66,-4.88,,,,,,
215557,I,0.1472,0.0531,0.9644,7.26,0.98,-4.27,,,,,,
215569,I,0.0762,0.1119,0.9786,6.52,2.20,-5.06,,,,,,
215579,I,0.1191,0.0604,0.9312,2.68,0.18,-4.33,,,,,,
215589,I,0.0441,0.0342,0.9220,2.44,1.40,-4.76,,,,,,
215589,G,0.0441,0.0342,0.9220,2.44,1.40,-4.76,10.0103950500488,76.3646392822266,-3.6,4.87,12,0.35
215602,I,0.2085,0.0468,1.0579,4.63,-2.38,-4.51,,,,,,
215612,I,0.1125,0.0223,1.0547,3.41,0.06,-4.94,,,,,,
215622,I,0.0840,0.0513,1.1278,4.82,0.79,-5.24,,,,,,
215632,I,0.2462,0.0045,0.8701,2.93,-3.17,-4.76,,,,,,
215642,I,0.1637,0.0178,0.8469,7.07,0.85,-5.00,,,,,,
215652,I,0.2314,0.0533,0.9972,7.56,-0.24,-5.18,,,,,,
215662,I,0.1946,0.0292,1.1719,4.21,1.28,-5.61,,,,,,
215672,I,0.1284,0.0332,1.2314,6.28,2.93,-5.61,,,,,,
215682,I,0.1531,0.0677,0.9417,7.93,0.85,-5.37,,,,,,
215692,I,0.0636,0.0710,0.7957,8.41,2.32,-5.49,,,,,,
215692,G,0.0636,0.0710,0.7957,8.41,2.32,-5.49,10.0103950500488,76.3646392822266,-3.6,4.34,12,0.35
215705,I,0.1257,0.0386,1.1486,4.27,-0.43,-5.43,,,,,,
215715,I,0.0939,0.0491,1.1144,5.79,0.24,-5.61,,,,,,
215725,I,0.1194,0.0336,0.7087,6.95,-1.89,-5.06,,,,,,
215735,I,0.1504,0.0280,0.8535,7.07,-1.59,-4.76,,,,,,
215745,I,0.2810,0.0466,1.2189,7.74,-3.29,-4.51,,,,,,
215759,I,0.2854,0.0405,1.1733,7.50,-1.04,-4.45,,,,,,
215769,I,0.1727,0.0320,0.8850,7.13,2.13,-4.76,,,,,,
215779,I,0.1050,0.0409,0.8444,8.96,2.62,-4.51,,,,,,
215789,I,0.1703,0.0464,1.2023,9.27,0.37,-4.15,,,,,,
215799,I,0.1068,0.0884,1.1459,10.18,1.71,-4.45,,,,,,
215799,G,0.1068,0.0884,1.1459,10.18,1.71,-4.45,10.0103960037231,76.3646392822266,-3.7,4.89,12,0.35
215812,I,0.1166,0.0737,0.7732,9.70,0.30,-3.66,,,,,,
215822,I,0.0032,0.1201,0.7649,10.12,2.38,-3.90,,,,,,
215832,I,0.0762,0.1259,1.1102,8.29,-1.95,-3.17,,,,,,
215842,I,0.1740,0.0446,1.1920,3.96,-2.99,-2.44,,,,,,
215852,I,0.2019,0.0535,0.9302,5.73,-1.65,-2.38,,,,,,
215862,I,0.2682,0.0272,0.7444,7.93,-3.41,-1.59,,,,,,
215872,I,0.1608,0.0574,0.9934,10.06,1.77,-1.59,,,,,,
215882,I,0.2117,0.1238,1.2439,9.39,-0.43,-1.59,,,,,,
215892,I,0.2250,0.0510,1.1099,5.91,-0.37,-0.37,,,,,,
215902,I,0.1329,0.0963,0.8862,8.66,3.96,-0.37,,,,,,
215902,G,0.1329,0.0963,0.8862,8.66,3.96,-0.37,10.0103960037231,76.3646469116211,-3.7,5.02,12,0.35
215915,I,0.0123,0.0688,0.9985,4.94,3.72,0.55,,,,,,
215925,I,0.0441,0.1464,1.2223,9.09,-0.30,1.10,,,,,,
215935,I,0.1724,0.1083,1.1229,6.89,-4.45,2.80,,,,,,
215948,I,0.1537,0.1073,0.9338,4.39,0.30,3.29,,,,,,
215958,I,0.2861,0.0439,0.7700,2.32,-3.72,4.70,,,,,,
215969,I,0.1862,-0.0134,0.8871,1.16,2.26,4.76,,,,,,
215979,I,0.2233,0.0787,1.2072,7.93,0.06,5.55,,,,,,
215989,I,0.1632,0.0737,1.1702,6.22,1.28,6.65,,,,,,
215999,I,0.0189,0.1016,0.9077,5.30,4.76,7.38,,,,,,
216009,I,0.1121,0.0668,0.7443,2.50,-0.85,8.84,,,,,,
216009,G,0.1121,0.0668,0.7443,2.50,-0.85,8.84,10.0103969573975,76.3646469116211,-3.7,5.02,12,0.35
216022,I,0.0637,0.0370,1.0063,2.80,1.10,9.63,,,,,,
216032,I,0.1361,0.0901,1.3148,4.45,-0.73,10.06,,,,,,
216042,I,0.2494,0.0747,1.0299,2.56,-2.44,10.73,,,,,,
216052,I,0.1678,0.0466,0.8071,3.60,2.26,11.46,,,,,,
216062,I,0.2533,0.1230,0.9257,4.33,-0.73,11.89,,,,,,
216072,I,0.1581,0.0533,1.1785,1.16,3.84,13.23,,,,,,
216082,I,0.0481,0.1167,1.1718,-0.24,4.39,13.35,,,,,,
216092,I,0.0942,0.0382,0.8088,-0.79,1.28,15.43,,,,,,
216102,I,0.0461,0.0140,0.7662,-2.07,2.93,16.22,,,,,,
216112,I,0.2064,0.0857,1.1029,2.87,-1.46,17.38,,,,,,
216112,G,0.2064,0.0857,1.1029,2.87,-1.46,17.38,10.0103969573975,76.3646469116211,-3.8,4.75,12,0.35
216125,I,0.0852,0.1317,1.1680,5.24,4.82,17.93,,,,,,
216137,I,0.2003,0.1091,0.8203,1.40,-0.61,19.45,,,,,,
216147,I,0.0679,0.1046,0.8369,-0.06,4.27,20.37,,,,,,
216157,I,0.1395,0.1091,0.9210,-2.68,0.85,21.28,,,,,,
216168,I,0.0719,0.0481,1.0900,-6.22,3.41,21.40,,,,,,
216178,I,0.1265,0.0898,1.2166,-2.32,1.52,22.13,,,,,,
216188,I,0.2162,0.0868,1.1298,-2.68,-0.12,23.84,,,,,,
216198,I,0.1576,0.0530,0.9985,-5.37,5.61,24.45,,,,,,
216208,I,0.1940,0.0245,0.9486,-6.04,3.05,25.12,,,,,,
216218,I,-0.0175,0.0590,0.9885,-4.33,7.99,24.63,,,,,,
216218,G,-0.0175,0.0590,0.9885,-4.33,7.99,24.63,10.0103979110718,76.3646469116211,-3.7,5.07,12,0.35
216231,I,0.0786,0.0581,0.9689,-3.60,2.38,26.16,,,,,,
216241,I,0.0454,0.0886,1.0624,-1.65,2.99,26.52,,,,,,
216251,I,0.1992,0.0720,1.0326,-7.38,-0.18,26.95,,,,,,
216261,I,-0.0054,0.0372,0.9497,-7.56,5.73,27.01,,,,,,
216271,I,0.0668,0.0570,0.9850,-5.85,1.71,27.87,,,,,,
216281,I,0.1288,0.0570,0.9089,-7.07,0.79,28.11,,,,,,
216291,I,0.1268,0.0675,0.9930,-6.10,4.09,28.35,,,,,,
216301,I,0.1899,-0.0092,1.0366,-9.88,1.04,29.33,,,,,,
216311,I,0.0006,0.0330,1.1090,-8.54,8.23,27.68,,,,,,
216321,I,0.1786,0.0068,1.0183,-6.40,0.37,28.96,,,,,,
216321,G,0.1786,0.0068,1.0183,-6.40,0.37,28.96,10.0103988647461,76.3646469116211,-3.7,4.98,12,0.35
216344,I,0.1495,0.0332,1.0542,-7.99,5.49,27.68,,,,,,
216354,I,0.0519,0.0376,1.1174,-7.99,0.24,28.29,,,,,,
216364,I,0.1923,-0.0209,0.9684,-4.88,6.95,26.46,,,,,,
216374,I,0.0490,0.0667,1.1060,-4.88,6.95,26.46,,,,,,
216384,I,0.0874,0.0281,1.0155,-4.88,2.50,27.07,,,,,,
216394,I,-0.0754,0.0518,1.0032,-7.99,7.62,25.79,,,,,,
216405,I,0.0236,0.0651,1.0305,-4.57,4.70,24.94,,,,,,
216415,I,0.0219,0.0327,1.0105,-4.82,1.52,25.61,,,,,,
216425,I,-0.0651,0.0592,1.0229,-9.27,6.46,23.41,,,,,,
216435,I,0.0219,-0.0122,1.0121,-8.90,0.12,23.96,,,,,,
216435,G,0.0219,-0.0122,1.0121,-8.90,0.12,23.96,10.0103988647461,76.3646469116211,-3.7,5.19,12,0.35
216449,I,0.1772,0.0326,0.9579,-4.21,-0.12,22.93,,,,,,
216459,I,0.0688,0.0419,1.1040,-2.01,3.23,22.68,,,,,,
216469,I,0.1558,0.0543,0.9996,-7.32,2.93,21.34,,,,,,
216479,I,0.0056,0.0212,1.2416,-7.74,6.16,20.67,,,,,,
216489,I,0.0389,0.0670,0.9608,-1.52,2.74,20.85,,,,,,
216499,I,-0.1199,0.1116,1.1005,-4.15,6.95,19.88,,,,,,
216509,I,-0.0292,-0.0039,0.8571,-11.04,1.89,20.30,,,,,,
216519,I,-0.1012,-0.0045,1.0939,-9.39,5.61,18.60,,,,,,
216529,I,0.0437,-0.0281,0.9169,-0.30,-2.32,19.76,,,,,,
216542,I,-0.0133,0.1237,1.0190,0.00,3.90,17.07,,,,,,
216542,G,-0.0133,0.1237,1.0190,0.00,3.90,17.07,10.0103998184204,76.3646469116211,-3.7,4.95,12,0.36
216555,I,0.0748,0.1091,0.9158,-0.73,3.48,15.24,,,,,,
216565,I,-0.0110,0.1200,1.0436,3.66,2.07,16.10,,,,,,
216575,I,0.0039,0.2085,1.0593,-3.05,3.90,14.51,,,,,,
216585,I,-0.0193,0.0219,1.1451,-16.10,3.48,14.63,,,,,,
216595,I,0.0857,0.0468,0.9845,-6.28,1.77,14.33,,,,,,
216605,I,-0.1654,0.0714,1.1129,-3.72,6.65,13.54,,,,,,
216615,I,-0.0172,0.0065,0.9318,-10.37,1.52,13.05,,,,,,
216625,I,-0.1460,-0.0295,1.0746,-8.60,4.39,11.71,,,,,,
216635,I,0.0509,0.0470,0.8638,1.95,-4.45,12.44,,,,,,
216645,I,-0.0491,0.1710,1.0243,2.38,1.71,11.28,,,,,,
216645,G,-0.0491,0.1710,1.0243,2.38,1.71,11.28,10.0104007720947,76.3646545410156,-3.7,5.37,12,0.36
216658,I,0.0308,0.0125,0.8020,-12.20,-1.10,11.52,,,,,,
216668,I,0.0096,0.0665,1.0724,-7.32,2.56,10.18,,,,,,
216678,I,0.0778,0.0900,1.0087,1.52,-2.26,11.59,,,,,,
216688,I,-0.0688,0.1552,1.1144,-5.67,4.82,9.88,,,,,,
216698,I,0.0536,-0.0590,0.9359,-17.87,-0.79,10.85,,,,,,
216708,I,-0.0018,-0.0099,1.0721,-6.34,3.90,9.63,,,,,,
216718,I,0.0378,0.0197,1.0779,-1.04,-0.37,10.18,,,,,,
216735,I,0.0547,0.0104,0.9019,-9.70,-0.55,9.63,,,,,,
216745,I,-0.1230,0.0349,1.0765,-7.68,6.28,8.35,,,,,,
216755,I,0.0154,0.0323,1.0021,-3.66,-2.62,9.27,,,,,,
216755,G,0.0154,0.0323,1.0021,-3.66,-2.62,9.27,10.010401725769,76.3646545410156,-3.7,6.71,12,0.36
216774,I,0.0212,0.0792,0.9982,-10.67,-0.73,7.93,,,,,,
216784,I,0.0751,-0.0220,1.0087,-4.88,2.93,6.46,,,,,,
216794,I,-0.0487,0.0222,1.1100,0.67,-1.59,6.59,,,,,,
216804,I,0.0404,0.1039,1.0081,-3.90,1.28,6.16,,,,,,
216814,I,-0.0231,0.1243,1.0013,-11.22,0.49,5.49,,,,,,
216828,I,0.0768,0.0032,1.0150,-11.22,-0.37,5.18,,,,,,
216838,I,0.0311,0.0646,0.9821,-3.17,2.50,5.06,,,,,,
216848,I,0.0509,-0.0078,0.9585,-7.13,0.67,5.30,,,,,,
216858,I,-0.0387,-0.0023,0.9575,-10.43,2.99,2.87,,,,,,
216868,I,0.0128,0.0204,0.9929,-2.87,0.37,3.41,,,,,,
216868,G,0.0128,0.0204,0.9929,-2.87,0.37,3.41,10.0104036331177,76.3646545410156,-3.6,7.46,12,0.36
216881,I,-0.0490,0.0530,1.1622,-1.65,-0.55,3.29,,,,,,
216891,I,0.1080,0.1019,1.0850,-4.45,-3.66,2.44,,,,,,
216901,I,0.1323,-0.0120,0.9358,-10.18,-3.29,2.68,,,,,,
216911,I,0.1835,-0.0238,0.9430,-8.54,-2.62,1.71,,,,,,
216921,I,0.2316,-0.0072,0.7747,-3.17,-3.11,1.46,,,,,,
216933,I,0.1635,0.0217,0.9956,0.06,-0.85,0.79,,,,,,
216943,I,0.3767,0.0767,1.1664,-3.29,-4.51,-0.06,,,,,,
216953,I,0.2153,0.0298,1.1541,-5.61,0.85,-0.49,,,,,,
216963,I,0.2052,0.0490,1.1031,-5.00,0.30,-1.22,,,,,,
216973,I,0.1906,0.0208,0.8921,-3.90,0.06,-1.52,,,,,,
216983,I,0.1415,0.0475,0.9248,-4.57,1.46,-2.74,,,,,,
216993,I,0.2896,-0.0242,0.9537,-5.30,-2.62,-2.50,,,,,,
217003,I,0.1100,0.0356,1.0313,-1.89,2.01,-4.45,,,,,,
217013,I,0.1667,0.0282,1.0503,-1.89,-1.71,-4.39,,,,,,
217023,I,0.1963,0.0239,1.0615,-3.60,-3.23,-4.82,,,,,,
217033,I,0.2222,0.0497,0.9531,-1.71,-1.89,-5.61,,,,,,
217043,I,0.1932,0.0029,0.7997,-3.48,-2.38,-5.73,,,,,,
217053,I,0.1318,0.0459,0.8696,-1.65,-1.22,-7.07,,,,,,
217063,I,0.2484,-0.0055,1.0497,-3.48,-5.61,-6.95,,,,,,
217073,I,0.2858,0.0083,1.1575,-0.91,-4.21,-7.99,,,,,,
217073,G,0.2858,0.0083,1.1575,-0.91,-4.21,-7.99,10.0104055404663,76.3646621704102,-3.5,8.15,12,0.36
217093,I,0.2615,0.0043,0.8032,-0.37,-3.66,-9.33,,,,,,
217103,I,0.2139,0.0515,0.8954,0.43,-1.89,-10.37,,,,,,
217113,I,0.2716,0.0393,1.1265,0.24,-4.63,-10.18,,,,,,
217123,I,0.2965,0.0432,1.1350,0.73,-3.72,-10.91,,,,,,
217135,I,0.2405,0.0343,0.8883,-0.55,-5.00,-11.77,,,,,,
217145,I,0.2482,0.0166,0.9346,1.16,-2.74,-12.80,,,,,,
217155,I,0.2482,0.0166,0.9346,3.23,-3.72,-13.41,,,,,,
217165,I,0.3052,0.0513,1.2375,2.50,-4.33,-13.72,,,,,,
217175,I,0.3890,0.0431,1.0249,4.15,0.00,-14.57,,,,,,
217185,I,0.2847,0.0603,0.8744,2.20,-2.62,-14.76,,,,,,
217185,G,0.2847,0.0603,0.8744,2.20,-2.62,-14.76,10.0104064941406,76.3646621704102,-3.4,8.33,12,0.36
217198,I,0.2125,0.0248,1.0844,0.12,0.24,-15.43,,,,,,
217208,I,0.2124,0.0508,1.1580,2.80,-1.34,-15.85,,,,,,
217218,I,0.3296,-0.0088,0.8578,1.83,-4.70,-15.79,,,,,,
217228,I,0.1903,0.0266,0.9106,5.24,-0.18,-16.95,,,,,,
217238,I,0.3507,0.0537,1.0977,4.21,-4.63,-17.62,,,,,,
217248,I,0.3887,0.0054,1.0996,4.82,-2.56,-17.74,,,,,,
217258,I,0.2366,0.0854,0.9722,7.68,1.89,-18.48,,,,,,
217268,I,0.2677,0.0823,0.7736,5.18,-1.71,-17.93,,,,,,
217278,I,0.2002,0.0106,1.0286,2.26,0.55,-17.68,,,,,,
217288,I,0.2982,0.0551,1.1644,3.84,-1.22,-18.29,,,,,,
217288,G,0.2982,0.0551,1.1644,3.84,-1.22,-18.29,10.0104074478149,76.3646621704102,-3.5,7.57,12,0.36
217301,I,0.3556,-0.0339,0.9861,4.15,-1.59,-17.74,,,,,,
217311,I,0.2428,0.0176,0.8667,7.99,2.56,-19.09,,,,,,
217324,I,0.2273,0.0854,1.0428,10.00,0.06,-19.15,,,,,,
217334,I,0.2511,0.0824,1.1647,7.44,0.85,-19.15,,,,,,
217344,I,0.1934,0.1232,0.9847,8.54,1.40,-19.15,,,,,,
217354,I,0.3038,0.0822,0.8385,4.82,-2.26,-18.29,,,,,,
217364,I,0.2114,0.0319,1.0417,2.50,1.34,-18.48,,,,,,
217374,I,0.1733,0.0496,1.1486,4.27,1.04,-18.78,,,,,,
217384,I,0.3215,0.0104,0.8805,5.67,-3.48,-17.74,,,,,,
217394,I,0.2458,0.0377,0.8486,8.29,-0.06,-17.93,,,,,,
217394,G,0.2458,0.0377,0.8486,8.29,-0.06,-17.93,10.0104084014893,76.3646697998047,-3.3,7.15,12,0.36
217407,I,0.3236,0.0607,1.0343,6.22,-1.04,-17.20,,,,,,
217417,I,0.1932,0.1019,0.8651,7.56,2.01,-16.65,,,,,,
217427,I,0.2111,0.0934,0.8569,5.91,-1.04,-15.55,,,,,,
217437,I,0.2384,0.0314,1.0853,1.95,-1.46,-14.82,,,,,,
217447,I,0.2744,0.0657,1.0396,4.27,-1.59,-14.76,,,,,,
217457,I,0.3340,-0.0087,0.8199,3.90,-3.11,-13.48,,,,,,
217467,I,0.2220,0.0525,0.8843,6.77,-0.06,-14.15,,,,,,
217477,I,0.2970,0.0994,1.1425,7.56,-2.62,-13.17,,,,,,
217487,I,0.3846,0.0702,1.0596,3.84,-3.35,-12.07,,,,,,
217497,I,0.2605,0.0575,0.8856,2.99,0.79,-11.71,,,,,,
217497,G,0.2605,0.0575,0.8856,2.99,0.79,-11.71,10.0104084014893,76.3646697998047,-3.4,7.01,12,0.36
217521,I,0.3138,0.0583,1.1101,3.66,-0.98,-10.06,,,,,,
217531,I,0.3209,0.0558,1.0591,2.50,-0.18,-9.15,,,,,,
217541,I,0.3009,-0.0194,0.7522,0.55,-0.30,-8.05,,,,,,
217551,I,0.2041,0.0107,0.9030,3.23,0.73,-8.23,,,,,,
217561,I,0.3121,0.0813,1.1169,6.77,-2.56,-7.50,,,,,,
217571,I,0.3608,0.0541,1.0065,3.41,-2.56,-6.40,,,,,,
217581,I,0.2347,0.0768,0.8621,2.74,1.34,-6.46,,,,,,
217591,I,0.2947,0.0674,0.9175,1.83,-2.62,-4.88,,,,,,
217601,I,0.3646,0.0291,1.1256,-1.16,-2.32,-4.21,,,,,,
217611,I,0.2717,0.0342,0.9646,1.46,1.04,-4.09,,,,,,
217611,G,0.2717,0.0342,0.9646,1.46,1.04,-4.09,10.0104093551636,76.3646697998047,-3.4,6.91,12,0.42
217624,I,0.3510,-0.0059,0.8041,0.30,-2.62,-2.99,,,,,,
217634,I,0.2983,0.0236,1.0201,1.40,-0.37,-3.35,,,,,,
217644,I,0.2898,0.0424,1.1138,2.68,-0.12,-2.87,,,,,,
217654,I,0.2902,0.0492,0.8502,2.32,-1.16,-2.13,,,,,,
217664,I,0.2056,0.0792,0.8763,4.09,-0.61,-1.46,,,,,,
217674,I,0.4049,0.1102,1.0786,0.37,-5.00,-1.16,,,,,,
217684,I,0.4164,-0.0013,1.1074,-3.11,-2.38,-0.18,,,,,,
217694,I,0.2550,0.0140,0.8380,-1.59,2.20,-0.91,,,,,,
217704,I,0.2737,0.0259,0.8571,2.44,-1.89,0.12,,,,,,
217716,I,0.2634,0.0602,0.9718,1.04,1.34,-0.12,,,,,,
217716,G,0.2634,0.0602,0.9718,1.04,1.34,-0.12,10.0104103088379,76.3646697998047,-3.4,6.44,12,0.42
217729,I,0.3594,0.0480,0.8940,0.12,-2.44,0.73,,,,,,
217739,I,0.3646,0.0459,1.0981,-0.30,-0.67,0.49,,,,,,
217750,I,0.2932,0.0741,0.9783,-0.06,1.89,0.06,,,,,,
217760,I,0.2710,0.0868,0.8987,0.85,-0.06,0.79,,,,,,
217770,I,0.3081,0.0964,1.1138,0.37,-0.49,1.40,,,,,,
217780,I,0.2943,0.0830,1.0220,-2.93,-0.12,1.22,,,,,,
217790,I,0.3264,-0.0026,0.8126,-5.91,-0.85,2.07,,,,,,
217800,I,0.2924,0.0055,1.0389,-2.62,0.79,1.95,,,,,,
217810,I,0.2874,0.0348,1.0551,0.30,0.61,2.26,,,,,,
217820,I,0.2388,0.0605,0.7941,-0.06,1.71,2.50,,,,,,
217820,G,0.2388,0.0605,0.7941,-0.06,1.71,2.50,10.0104112625122,76.3646697998047,-3.4,6.27,12,0.42
217833,I,0.1705,0.0386,0.9603,-2.01,2.62,3.17,,,,,,
217843,I,0.2283,0.0415,1.1252,-3.35,0.91,2.93,,,,,,
217853,I,0.2806,0.0001,0.9401,-2.93,0.18,3.60,,,,,,
217863,I,0.1387,0.0354,0.9214,-0.30,3.17,3.29,,,,,,
217873,I,0.1906,0.0453,1.1400,-0.79,0.85,3.60,,,,,,
217883,I,0.3215,0.0273,0.9254,-3.35,-1.10,3.78,,,,,,
217893,I,0.1838,0.0295,0.9216,-0.49,3.60,3.90,,,,,,
