tick_ms,row_type,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,lat,lon,alt,speed,sats,vbat
29676,I,0.2260,0.0509,1.1959,1.71,0.00,-6.22,,,,,,
29686,I,0.1147,0.0310,1.0104,2.68,2.87,-6.28,,,,,,
29696,I,0.2838,-0.0157,0.9541,2.13,-0.67,-6.65,,,,,,
29706,I,0.1733,0.0620,1.0530,5.98,2.32,-6.95,,,,,,
29716,I,0.2067,0.0580,0.9122,5.00,2.26,-7.20,,,,,,
29726,I,0.1079,0.0845,1.0068,4.02,2.68,-7.32,,,,,,
29736,I,0.0496,0.1090,0.8846,6.28,3.05,-7.13,,,,,,
29746,I,0.0787,0.0441,0.7960,2.20,0.49,-7.50,,,,,,
29756,I,0.1331,0.1071,1.0938,2.68,-0.30,-7.38,,,,,,
29770,I,0.1071,0.0237,0.9480,5.12,-2.56,-8.05,,,,,,
29780,I,0.2280,0.0590,1.0145,4.88,-0.24,-8.35,,,,,,
29790,I,0.1549,0.0939,1.1407,3.23,-1.16,-7.74,,,,,,
29800,I,0.2139,0.0337,0.8921,3.05,-2.44,-7.62,,,,,,
29810,I,0.2401,0.0350,1.1331,3.05,-2.44,-7.62,,,,,,
29820,I,0.2416,0.0363,1.0959,5.43,0.18,-6.95,,,,,,
29830,I,0.3479,-0.0284,0.9811,2.38,-0.91,-7.87,,,,,,
29849,I,0.1744,0.0763,0.9290,7.50,2.80,-7.68,,,,,,
29859,I,0.1548,0.0742,1.0084,5.37,1.40,-7.20,,,,,,
29870,I,-0.0636,0.0948,0.9510,6.71,3.41,-7.01,,,,,,
29880,I,0.0773,0.0238,0.7711,3.35,-1.95,-6.77,,,,,,
29890,I,0.1069,0.0660,1.0575,6.77,-1.10,-6.65,,,,,,
29900,I,0.0417,0.0454,0.8392,6.46,-5.12,-6.22,,,,,,
29910,I,0.1906,0.0791,0.9305,4.27,-4.02,-6.04,,,,,,
29920,I,0.3628,0.0557,0.9565,4.27,-4.02,-6.04,,,,,,
29930,I,0.3899,0.0555,0.9918,4.57,-1.77,-5.91,,,,,,
29940,I,0.3745,0.0859,1.2357,5.61,0.30,-5.18,,,,,,
29950,I,0.3739,-0.0115,0.8976,2.50,3.90,-5.12,,,,,,
29960,I,0.3719,0.0234,1.1278,5.12,4.45,-5.00,,,,,,
29970,I,0.0519,0.0911,1.0153,8.60,9.33,-5.06,,,,,,
29980,I,0.0876,0.0822,1.0458,4.09,5.55,-4.27,,,,,,
29990,I,-0.0669,0.0725,0.9839,4.09,6.65,-4.21,,,,,,
30000,I,-0.0778,0.0818,0.8407,5.61,2.32,-3.11,,,,,,
30010,I,-0.0745,0.0992,1.1409,2.99,-0.98,-2.38,,,,,,
30020,I,-0.0090,0.0408,0.8231,1.65,-1.59,-1.28,,,,,,
30030,I,0.2825,-0.0215,0.9385,1.65,-7.80,-1.16,,,,,,
30040,I,0.2887,0.0742,1.0768,7.62,-4.39,-0.61,,,,,,
30059,I,0.3792,0.0493,1.1346,2.20,-1.95,0.12,,,,,,
30069,I,0.2527,0.0940,1.0276,6.34,2.38,1.16,,,,,,
30079,I,0.3231,0.0247,0.9268,2.13,0.61,1.65,,,,,,
30089,I,0.2225,0.0603,1.1543,0.98,3.29,1.95,,,,,,
30099,I,0.0588,0.0087,0.9764,2.38,5.49,1.65,,,,,,
30109,I,0.2058,0.0734,0.8472,6.83,1.34,2.32,,,,,,
30119,I,0.0922,0.0731,1.1243,0.61,3.11,2.80,,,,,,
30129,I,0.0614,0.0448,0.8431,0.24,3.60,3.66,,,,,,
30139,I,0.2343,-0.0037,0.9177,0.55,-1.28,4.15,,,,,,
30150,I,0.1771,0.0316,1.1643,3.54,1.52,4.88,,,,,,
30160,I,0.2118,0.0144,0.9363,1.89,1.40,4.02,,,,,,
30170,I,0.3303,0.0918,1.0176,5.73,-0.12,5.55,,,,,,
30180,I,0.2456,0.0780,1.0721,0.55,4.09,5.55,,,,,,
30190,I,0.1909,0.0807,0.9823,2.32,3.54,6.34,,,,,,
30200,I,0.1046,0.0928,1.2023,0.24,3.05,6.65,,,,,,
30210,I,0.1425,0.0146,0.9442,-2.26,3.60,7.01,,,,,,
30220,I,0.1699,0.0270,1.0162,3.48,2.13,7.74,,,,,,
30230,I,0.0212,0.0909,0.9587,-2.44,-0.30,8.23,,,,,,
30240,I,0.1284,0.0256,0.8632,-2.44,-0.30,8.23,,,,,,
30250,I,0.1530,0.0005,0.9504,-2.74,-0.61,8.54,,,,,,
30270,I,0.1355,0.0630,1.0536,-0.73,-1.52,9.82,,,,,,
30280,I,0.1396,-0.0144,0.7443,-3.90,-0.18,10.43,,,,,,
30290,I,0.3156,0.0359,0.9950,1.04,-3.90,10.67,,,,,,
30300,I,0.2778,0.1044,1.0509,2.62,0.00,11.16,,,,,,
30310,I,0.3694,0.0306,1.0460,-1.46,3.23,11.52,,,,,,
30320,I,0.2133,0.0576,1.1187,-1.46,3.23,11.52,,,,,,
30330,I,0.1224,0.0786,0.8907,0.37,2.87,11.95,,,,,,
30340,I,0.2483,0.0713,1.1917,-4.51,-0.30,12.13,,,,,,
30350,I,0.0791,0.0250,1.0792,-6.40,4.39,11.83,,,,,,
30360,I,0.1113,0.0095,0.9286,-2.56,0.43,12.62,,,,,,
30370,I,0.0153,0.0724,1.0078,-1.52,0.61,13.05,,,,,,
30380,I,0.1396,-0.0347,0.8954,-8.35,-1.10,13.05,,,,,,
30390,I,0.2421,0.0051,1.0514,-2.99,-2.74,13.35,,,,,,
30400,I,0.2096,0.0675,0.9259,1.04,-0.37,13.96,,,,,,
30410,I,0.3801,0.0116,0.8960,-5.06,-1.95,14.02,,,,,,
30420,I,0.2999,0.0963,1.1627,-2.56,1.89,14.57,,,,,,
30430,I,0.2416,0.0702,0.9819,-5.37,4.21,13.90,,,,,,
30440,I,0.3038,0.0880,0.9976,-3.66,3.11,14.45,,,,,,
30450,I,0.0638,0.0861,1.0677,-6.71,7.38,14.39,,,,,,
30460,I,-0.1219,0.0275,0.8478,-9.27,5.85,14.70,,,,,,
30480,I,0.0988,-0.0134,1.0925,-8.72,-0.67,15.30,,,,,,
30490,I,0.3019,-0.1040,1.0117,-9.76,-3.90,14.57,,,,,,
30500,I,0.3737,0.0487,1.1747,-0.06,-3.11,14.88,,,,,,
30510,I,0.3773,0.0957,1.0016,-1.16,0.12,15.12,,,,,,
30520,I,0.3368,0.0504,0.9861,-8.54,1.52,15.61,,,,,,
30530,I,0.1499,0.0731,1.1387,-7.50,4.39,15.67,,,,,,
30540,I,0.1354,0.0625,0.8035,-4.51,4.15,16.16,,,,,,
30550,I,0.1008,0.0380,1.0094,-10.91,2.93,15.85,,,,,,
30560,I,-0.0635,-0.0127,0.8535,-10.37,4.94,15.24,,,,,,
30570,I,0.0870,-0.0172,0.8169,-7.56,-0.55,14.76,,,,,,
30580,I,-0.0183,-0.0286,0.9099,-9.63,0.61,13.41,,,,,,
30590,I,0.0413,-0.0004,0.8284,-5.49,-1.59,13.11,,,,,,
30600,I,0.2415,0.0408,1.1310,-5.98,-4.94,12.87,,,,,,
30610,I,0.3262,0.0121,0.9388,-7.01,-2.07,12.56,,,,,,
30620,I,0.4191,0.0146,1.0796,-7.26,-2.80,12.13,,,,,,
30630,I,0.2974,0.0728,1.1206,-5.49,1.59,11.77,,,,,,
30640,I,0.4016,0.0914,1.1671,-5.00,1.28,11.71,,,,,,
30650,I,0.2423,0.0460,1.0946,-9.15,4.94,11.10,,,,,,
30660,I,0.1803,0.0079,1.0511,-9.82,4.45,10.43,,,,,,
30670,I,0.0570,0.0989,1.1383,-2.62,4.45,9.82,,,,,,
30690,I,0.0262,0.0299,0.9849,-7.62,0.06,7.32,,,,,,
30700,I,-0.0125,0.0812,0.8711,-2.50,0.12,6.65,,,,,,
30710,I,0.1521,0.0773,0.8917,-6.16,-3.41,5.55,,,,,,
30720,I,0.0848,0.0420,0.8616,-7.74,-2.26,4.51,,,,,,
30730,I,0.1272,-0.0013,0.8491,-7.62,-4.27,3.90,,,,,,
30740,I,0.2069,0.0505,1.0515,-5.00,-5.06,2.62,,,,,,
30750,I,0.3121,0.0364,0.8202,-3.54,-3.84,2.01,,,,,,
30760,I,0.3279,-0.0005,1.0524,-7.80,-3.66,0.67,,,,,,
30770,I,0.1965,0.0604,0.9872,-2.32,0.06,0.06,,,,,,
30780,I,0.3337,0.0846,0.9718,-1.59,-2.13,0.00,,,,,,
30790,I,0.2283,0.0197,1.0409,-7.13,1.34,-1.22,,,,,,
30800,I,0.1580,-0.0112,0.9473,-5.55,1.46,-2.32,,,,,,
30810,I,0.1631,0.1045,1.1470,1.89,-0.12,-3.11,,,,,,
30820,I,0.1555,0.0922,0.9003,-2.07,1.89,-3.66,,,,,,
30830,I,0.2433,0.0251,0.9928,-5.79,-0.85,-5.12,,,,,,
30840,I,0.1290,0.0858,1.0938,-1.40,1.95,-5.73,,,,,,
30850,I,0.3168,0.0448,0.9358,-1.77,-0.06,-5.85,,,,,,
30860,I,0.2024,0.0276,1.1583,-5.85,2.44,-7.50,,,,,,
30870,I,0.0923,0.0369,0.9451,0.43,3.05,-7.80,,,,,,
30880,I,0.2158,0.1050,1.0670,2.20,-0.24,-8.23,,,,,,
30901,I,0.1371,0.0364,0.9059,-2.07,1.16,-9.21,,,,,,
30911,I,0.0381,0.0934,0.9889,-0.43,-0.55,-10.06,,,,,,
30921,I,0.1619,0.0756,0.9403,-0.43,-0.55,-10.06,,,,,,
30931,I,0.1389,0.0090,0.9868,-5.30,0.12,-10.73,,,,,,
30941,I,0.1333,0.0161,0.8510,0.91,-0.55,-10.79,,,,,,
30951,I,0.2592,0.0706,1.0406,2.93,-2.93,-11.10,,,,,,
30961,I,0.1687,0.0663,1.1390,-2.20,0.91,-11.22,,,,,,
30971,I,0.1122,0.0242,0.9166,3.54,-2.62,-10.98,,,,,,
30981,I,0.2266,0.1196,1.0615,-4.09,-0.06,-11.65,,,,,,
30991,I,0.2108,0.0095,0.9012,-1.95,-1.77,-11.77,,,,,,
31004,I,0.1364,0.0463,1.0161,4.70,0.43,-12.13,,,,,,
31014,I,0.3210,0.0229,0.8531,4.21,-2.20,-12.01,,,,,,
31024,I,0.3093,0.0697,1.1436,0.24,-0.67,-12.80,,,,,,
31034,I,0.2096,0.0654,1.0182,3.66,0.98,-12.93,,,,,,
31044,I,0.3975,0.0782,1.0408,3.48,-2.13,-12.56,,,,,,
31054,I,0.2509,0.0295,1.0352,-1.04,2.01,-13.60,,,,,,
31064,I,0.1858,0.0197,0.9111,2.74,0.49,-13.48,,,,,,
31074,I,0.1678,0.1077,1.1263,5.67,-1.28,-13.90,,,,,,
31084,I,0.2357,0.0284,0.8126,2.44,-0.79,-13.54,,,,,,
31094,I,0.3235,-0.0266,0.9258,-0.79,-3.11,-13.90,,,,,,
31113,I,0.3481,0.0399,0.9172,4.27,-1.77,-13.90,,,,,,
31123,I,0.3062,0.0183,1.0143,2.01,0.55,-14.27,,,,,,
31133,I,0.2156,0.0135,0.8134,5.49,1.59,-14.02,,,,,,
31143,I,0.2174,0.1033,1.1100,8.29,-0.73,-14.15,,,,,,
31153,I,0.2056,0.0792,0.9530,4.51,1.16,-14.45,,,,,,
31163,I,0.3124,0.0730,1.0519,4.88,-2.01,-14.51,,,,,,
31173,I,0.1522,0.1322,1.0007,7.01,0.55,-14.70,,,,,,
31183,I,0.2936,0.0955,1.0416,2.80,-2.38,-14.39,,,,,,
31193,I,0.2567,0.0656,0.9816,2.93,-1.28,-14.51,,,,,,
31203,I,0.2688,0.0487,0.9524,4.02,-2.74,-14.33,,,,,,
31213,I,0.2301,0.1095,1.0527,5.49,-2.62,-14.27,,,,,,
31223,I,0.3087,0.0714,0.8534,4.70,-3.54,-13.35,,,,,,
31233,I,0.4310,0.0652,1.0205,3.54,-4.88,-12.99,,,,,,
31243,I,0.3025,0.0868,0.9321,5.12,-0.79,-12.74,,,,,,
31253,I,0.3964,0.0813,0.9780,4.27,-2.62,-11.65,,,,,,
31263,I,0.4165,0.0394,0.9089,2.32,-0.85,-11.46,,,,,,
31273,I,0.3818,0.0554,1.0127,3.54,0.30,-11.46,,,,,,
31283,I,0.2076,0.0962,0.8544,5.91,2.62,-11.16,,,,,,
31293,I,0.2860,0.0922,0.9851,3.66,-1.40,-10.43,,,,,,
31303,I,0.2460,0.0813,1.0317,2.07,0.43,-9.82,,,,,,
31334,I,0.2944,0.0081,0.9213,0.49,-1.04,-8.05,,,,,,
31344,I,0.3846,-0.0111,1.0201,-0.30,-2.20,-7.38,,,,,,
31354,I,0.2939,-0.0022,0.8788,3.96,0.37,-6.77,,,,,,
31364,I,0.3668,-0.0248,0.9253,3.05,-2.44,-6.28,,,,,,
31374,I,0.2704,0.0891,1.0615,5.98,0.06,-5.55,,,,,,
31384,I,0.2537,0.0754,0.8279,4.39,-0.73,-5.06,,,,,,
31394,I,0.3572,0.0629,1.0183,2.32,-2.93,-3.96,,,,,,
31404,I,0.2933,-0.0013,0.9197,-1.10,-0.37,-4.09,,,,,,
31414,I,0.3491,0.0176,0.9657,3.11,-3.05,-3.23,,,,,,
31424,I,0.2925,0.0728,1.0675,4.70,-1.28,-2.68,,,,,,
31434,I,0.3632,-0.0327,0.8800,-0.12,-2.07,-2.44,,,,,,
31444,I,0.3848,0.0313,1.0916,3.11,-2.93,-2.62,,,,,,
31454,I,0.2615,0.0808,0.9049,6.89,-0.67,-2.44,,,,,,
31464,I,0.5110,0.0918,1.0498,3.23,-4.51,-1.46,,,,,,
31474,I,0.3687,0.0386,1.0392,-1.22,0.73,-1.83,,,,,,
31484,I,0.3596,0.0262,0.9020,2.74,-0.79,-1.16,,,,,,
31494,I,0.4026,0.1302,1.1511,5.85,-1.28,-0.73,,,,,,
31504,I,0.3960,0.0823,0.9397,0.00,1.65,-0.43,,,,,,
31514,I,0.4276,0.0071,1.0455,-1.16,-0.24,-0.43,,,,,,
31524,I,0.2776,0.0704,0.9381,4.76,2.68,-0.18,,,,,,
31544,I,0.3207,0.0521,1.0674,-0.98,3.60,-0.79,,,,,,
31554,I,0.2502,0.0529,0.8086,2.74,3.78,-0.30,,,,,,
31565,I,0.2832,0.1724,1.0159,6.46,0.91,0.37,,,,,,
31575,I,0.2577,0.1029,0.9163,-2.87,2.99,0.49,,,,,,
31585,I,0.2454,-0.0242,0.9653,-6.71,1.16,0.49,,,,,,
31595,I,0.1836,0.0383,0.9094,2.26,1.16,1.10,,,,,,
31605,I,0.3286,0.0917,0.9241,4.33,-2.26,1.89,,,,,,
31615,I,0.3428,0.0206,1.0292,-4.70,-1.22,1.59,,,,,,
31625,I,0.3832,-0.0624,0.8876,-3.23,-1.10,1.95,,,,,,
31635,I,0.4301,0.0854,1.1104,7.38,-2.26,2.32,,,,,,
31645,I,0.3844,0.1301,0.9216,4.15,0.98,2.44,,,,,,
31655,I,0.3959,0.0574,0.9910,-3.41,0.00,2.13,,,,,,
31665,I,0.2181,0.0798,0.9790,0.24,2.50,2.50,,,,,,
31675,I,0.3112,0.1335,0.9075,3.41,-0.67,3.41,,,,,,
31685,I,0.3020,0.0709,0.9955,-5.00,0.00,3.29,,,,,,
31695,I,0.2706,-0.0400,0.8505,-7.44,0.61,3.41,,,,,,
31705,I,0.4033,0.0518,1.0961,2.50,-2.93,3.96,,,,,,
31715,I,0.3616,0.0667,0.9790,0.00,0.37,4.27,,,,,,
31725,I,0.4619,-0.0269,0.9868,-5.18,-1.77,4.70,,,,,,
31735,I,0.3508,0.0002,1.0060,-0.61,0.98,4.94,,,,,,
31755,I,0.3276,0.0909,1.0225,0.06,1.46,5.37,,,,,,
31766,I,0.2380,0.0457,0.8550,-2.26,1.16,5.67,,,,,,
31776,I,0.2249,0.0797,1.0333,-0.67,-1.83,6.22,,,,,,
31786,I,0.2528,0.0598,0.8838,-2.01,-1.34,6.77,,,,,,
31796,I,0.4515,-0.0366,0.9286,-6.28,-4.51,6.46,,,,,,
31806,I,0.3334,0.0037,0.9443,-0.30,-1.10,6.71,,,,,,
31816,I,0.4430,0.0297,0.9352,0.30,-2.26,6.95,,,,,,
31826,I,0.3828,0.0371,1.0643,-1.77,-0.06,6.83,,,,,,
31836,I,0.3080,0.0178,0.8525,-1.10,1.22,6.95,,,,,,
31846,I,0.3412,0.0469,1.0566,-0.12,-1.22,7.26,,,,,,
31856,I,0.2487,0.0034,0.9666,-2.74,1.40,7.26,,,,,,
31866,I,0.3330,-0.0619,0.9302,-2.93,-1.46,6.89,,,,,,
31876,I,0.2776,-0.0007,0.9445,2.32,-0.73,6.77,,,,,,
31886,I,0.4059,-0.0017,0.9015,1.34,-2.38,6.04,,,,,,
31896,I,0.4152,0.0356,1.0736,1.65,-1.83,5.37,,,,,,
31906,I,0.3567,0.0597,0.8912,3.41,-0.43,5.06,,,,,,
31916,I,0.3984,0.1056,1.0714,3.29,-2.26,4.94,,,,,,
31926,I,0.3853,0.0580,0.8954,-1.65,0.55,4.51,,,,,,
31937,I,0.5095,0.0237,0.9941,-0.73,-1.71,3.84,,,,,,
31947,I,0.3899,0.0795,1.0201,2.74,1.83,3.72,,,,,,
31967,I,0.3805,0.0605,1.0055,-0.30,2.50,3.48,,,,,,
31977,I,0.2705,0.0538,0.8290,1.46,2.80,3.72,,,,,,
31987,I,0.3196,0.0446,1.0156,-0.49,-0.24,3.96,,,,,,
31997,I,0.2813,0.0299,0.9229,-0.24,1.65,4.39,,,,,,
32007,I,0.3907,-0.0131,0.8199,1.34,-1.71,3.78,,,,,,
32017,I,0.3882,0.1116,0.9894,5.91,-1.10,3.72,,,,,,
32027,I,0.4561,0.0891,0.9229,1.52,-0.49,3.35,,,,,,
32037,I,0.4646,0.1123,1.0306,1.65,-0.43,3.41,,,,,,
32047,I,0.3623,0.1563,0.9723,3.60,2.13,3.54,,,,,,
32057,I,0.4121,0.0984,0.8951,-1.52,0.49,3.41,,,,,,
32067,I,0.4143,0.1304,1.1161,-3.29,1.16,3.60,,,,,,
32077,I,0.3427,0.0819,0.9296,-0.79,2.26,3.35,,,,,,
32087,I,0.4526,0.0979,1.0242,-0.98,0.06,3.90,,,,,,
32097,I,0.3236,0.0679,0.9777,-3.17,3.66,3.54,,,,,,
32107,I,0.2819,0.0420,0.9117,-2.32,2.62,4.27,,,,,,
32117,I,0.1564,0.1180,1.0229,0.67,2.87,4.57,,,,,,
32127,I,0.1709,0.0537,0.7767,-1.71,1.40,5.24,,,,,,
32137,I,0.2924,0.0295,1.0502,-5.30,-1.40,5.55,,,,,,
32147,I,0.2217,0.0635,0.9338,1.28,0.67,5.79,,,,,,
32157,I,0.3647,0.0923,0.9863,0.43,-2.13,5.98,,,,,,
32176,I,0.3073,0.0286,0.9619,-2.32,-0.79,5.00,,,,,,
32186,I,0.2863,0.1283,1.0905,2.44,-0.30,4.63,,,,,,
32196,I,0.3707,0.0597,0.8882,-2.87,-0.24,4.51,,,,,,
32206,I,0.3861,0.0297,1.1128,-5.79,0.00,3.96,,,,,,
32216,I,0.2460,0.0513,0.9591,-0.49,2.87,3.84,,,,,,
32226,I,0.3289,0.0648,1.0397,-1.40,0.30,4.02,,,,,,
32236,I,0.2343,-0.0010,0.9458,-4.94,2.80,3.48,,,,,,
32246,I,0.2655,-0.0063,0.9706,-1.95,0.73,3.66,,,,,,
32256,I,0.1794,0.0752,1.0056,2.56,1.59,3.60,,,,,,
32266,I,0.2477,0.0000,0.8245,-1.59,-0.12,3.84,,,,,,
32276,I,0.3182,0.0162,1.0394,-2.07,-1.16,3.54,,,,,,
32286,I,0.2178,0.0570,0.8950,2.80,1.16,3.23,,,,,,
32296,I,0.3842,0.0784,0.9965,1.22,-1.52,3.11,,,,,,
32306,I,0.2546,0.0310,0.9225,-3.29,2.38,2.44,,,,,,
32316,I,0.3304,0.0273,0.9327,-0.12,0.00,2.68,,,,,,
32326,I,0.2234,0.0862,1.0754,0.61,2.38,2.26,,,,,,
32336,I,0.2748,-0.0087,0.8176,-3.23,1.83,2.26,,,,,,
32346,I,0.3236,-0.0134,1.0649,-2.32,0.37,1.71,,,,,,
32356,I,0.1818,0.0419,0.9525,2.01,3.17,1.46,,,,,,
32366,I,0.3282,0.0278,0.9734,-0.24,-0.43,1.83,,,,,,
32386,I,0.3257,0.0179,0.8503,3.29,-1.22,1.89,,,,,,
32396,I,0.3024,0.0919,1.0629,3.23,-1.89,1.65,,,,,,
32406,I,0.3903,0.0093,0.8268,-1.59,-2.01,1.52,,,,,,
32416,I,0.5540,0.0222,1.0334,1.77,-4.57,1.34,,,,,,
32426,I,0.4806,0.0958,0.9834,5.18,-0.79,1.22,,,,,,
32436,I,0.5759,0.0977,1.0548,1.22,-1.40,0.85,,,,,,
32446,I,0.4432,0.0587,0.9781,-1.22,1.83,0.37,,,,,,
32456,I,0.4312,0.0787,1.0029,2.20,0.61,0.79,,,,,,
32466,I,0.2751,0.1230,0.9753,1.59,2.26,0.43,,,,,,
32476,I,0.3473,0.0038,0.8615,-3.72,-1.04,0.79,,,,,,
32486,I,0.3799,0.0244,1.0225,-1.22,-1.95,0.55,,,,,,
32496,I,0.3346,0.0408,0.9241,2.93,-1.71,0.43,,,,,,
32506,I,0.4226,0.0645,0.9534,2.50,-3.96,0.37,,,,,,
32516,I,0.4447,0.0707,0.9187,2.13,-3.48,0.18,,,,,,
32526,I,0.4650,0.1281,1.0022,3.66,-3.35,0.24,,,,,,
32536,I,0.3622,0.1538,0.8250,3.35,-1.65,0.06,,,,,,
32546,I,0.4750,0.1282,1.0341,-0.43,-4.88,0.30,,,,,,
32556,I,0.4215,0.1085,0.9530,-2.01,-1.22,0.18,,,,,,
32566,I,0.4913,0.0623,0.9598,-1.34,-2.80,-0.12,,,,,,
32576,I,0.4033,0.0862,0.9995,-0.73,-0.49,-0.24,,,,,,
32596,I,0.3224,0.0861,1.0591,-0.85,1.83,-0.37,,,,,,
32606,I,0.1964,0.0809,0.8268,-0.55,3.17,-0.18,,,,,,
32616,I,0.2639,0.0972,1.0568,-0.30,-0.12,0.24,,,,,,
32626,I,0.1367,0.0688,1.0182,-3.60,4.02,0.18,,,,,,
32636,I,0.1774,-0.0094,0.9290,-3.29,1.52,0.00,,,,,,
32646,I,0.1869,0.0916,1.0828,1.52,1.83,0.30,,,,,,
32656,I,0.1656,0.0654,0.9666,-1.46,3.35,0.00,,,,,,
32666,I,0.2100,0.0675,1.0752,-2.07,2.20,-0.06,,,,,,
32676,I,0.0865,0.0916,0.9520,-0.43,4.82,-0.24,,,,,,
32686,I,0.2262,0.0829,1.0209,-1.46,1.65,0.12,,,,,,
32696,I,0.1534,0.0658,1.0822,-5.06,4.88,-0.43,,,,,,
32706,I,0.1654,0.0225,0.9818,-3.41,4.70,0.18,,,,,,
32716,I,0.1481,0.0464,0.9681,-1.77,4.57,-0.06,,,,,,
32726,I,0.1976,0.0403,0.9990,-2.32,4.33,0.12,,,,,,
32736,I,0.1246,0.0073,0.9882,-5.18,6.22,-0.24,,,,,,
32746,I,0.0901,0.0126,0.8481,-1.16,4.88,0.12,,,,,,
32756,I,0.1227,0.0710,1.1005,-0.12,2.87,0.30,,,,,,
32766,I,0.1090,0.0308,0.8685,-4.57,5.43,0.18,,,,,,
32776,I,0.1827,-0.0035,0.9844,-3.29,1.83,0.37,,,,,,
32786,I,0.0980,0.0629,0.9338,0.98,4.27,0.55,,,,,,
32809,I,0.1453,0.0029,1.0054,-5.37,4.88,0.18,,,,,,
32819,I,0.1049,-0.0186,0.8820,-1.65,3.90,0.61,,,,,,
32829,I,0.1151,0.0518,1.1479,0.49,2.20,0.73,,,,,,
32839,I,0.1274,0.0154,0.8826,-4.21,4.39,0.61,,,,,,
32849,I,0.1895,-0.0460,1.0011,-2.50,1.46,0.24,,,,,,
32859,I,0.1127,0.0555,1.0402,2.38,3.48,0.30,,,,,,
32869,I,0.2106,0.0304,0.9575,-1.16,1.95,0.61,,,,,,
32879,I,0.1638,0.0074,1.0790,-4.21,3.29,-0.06,,,,,,
32889,I,0.0944,0.0265,0.8817,1.16,3.96,0.06,,,,,,
32899,I,0.1687,0.0194,1.0436,0.24,0.55,0.06,,,,,,
32909,I,0.1506,0.0444,1.0690,-2.44,3.29,0.06,,,,,,
32919,I,0.1807,-0.0292,0.9037,-1.89,1.59,-0.30,,,,,,
32929,I,0.2186,0.0734,1.0724,3.05,1.04,0.00,,,,,,
32939,I,0.1890,0.0322,0.9418,-1.59,3.05,-0.18,,,,,,
32949,I,0.1973,-0.0005,1.0231,-3.11,1.65,-0.24,,,,,,
32959,I,0.1180,0.0719,1.0303,2.13,3.11,-0.12,,,,,,
32969,I,0.1816,0.0140,0.8547,-1.04,1.46,0.00,,,,,,
32979,I,0.2290,0.0155,1.1285,-2.93,0.85,-0.06,,,,,,
32989,I,0.1133,0.0171,0.9556,0.67,3.11,-0.30,,,,,,
33003,I,0.1633,0.0239,1.0355,-2.56,3.05,-0.18,,,,,,
33023,I,0.1547,0.0021,0.9102,2.74,0.30,0.12,,,,,,
33033,I,0.1565,0.0817,1.1592,-1.40,2.44,0.00,,,,,,
33043,I,0.1470,0.0536,0.8893,-2.99,-0.91,-0.12,,,,,,
33053,I,0.2522,-0.0183,1.0128,2.74,2.20,-0.12,,,,,,
33063,I,0.1277,0.0677,1.0505,0.06,0.24,0.06,,,,,,
33073,I,0.2340,0.0492,0.9661,-3.17,1.52,-0.43,,,,,,
33083,I,0.1218,0.0195,0.8871,0.67,2.32,-0.18,,,,,,
33093,I,0.1934,0.0645,1.0955,1.59,-0.55,0.12,,,,,,
33103,I,0.1250,0.0146,0.9326,-2.87,2.56,-0.30,,,,,,
33113,I,0.2585,0.0122,0.9933,0.24,-0.85,0.12,,,,,,
33123,I,0.1506,0.0558,0.9799,1.52,1.71,-0.18,,,,,,
