gps_time,lat,lon,alt,speed,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,vbat
1773146924.10700,10.00853,76.36422,-6.1,0.30,0.0315,-0.7108,0.6786,2.01,-4.45,-3.72,0.36
1773146924.20600,10.00853,76.36422,-6.2,0.10,0.0886,-0.7255,0.7103,1.65,-3.72,-0.37,0.28
1773146924.30500,10.00853,76.36422,-6.1,0.18,0.0114,-0.6934,0.6926,1.95,2.44,-7.62,0.40
1773146924.41200,10.00853,76.36422,-6.1,0.15,0.0601,-0.7346,0.7080,0.61,-1.28,2.44,0.43
1773146924.50000,10.00853,76.36422,-6.1,0.15,0.0186,-0.7219,0.7152,0.12,-0.73,-2.80,0.37
1773146924.60800,10.00853,76.36422,-6.1,0.08,0.0377,-0.7092,0.7103,0.18,0.43,0.30,0.44
1773146924.70600,10.00853,76.36422,-6.0,0.16,0.0361,-0.7223,0.7258,0.18,0.00,-1.04,0.34
1773146924.81300,10.00853,76.36422,-5.9,0.16,0.0624,-0.7118,0.7261,-0.24,-2.32,-0.79,0.34
1773146924.90000,10.00853,76.36422,-5.9,0.16,0.0447,-0.6974,0.7224,-0.73,0.67,-1.28,0.30
1773146924.00600,10.00853,76.36422,-5.8,0.06,0.0494,-0.7101,0.7148,-1.10,0.49,-1.59,0.29
1773146925.11300,10.00853,76.36422,-5.7,0.02,0.0485,-0.7108,0.7084,-0.61,0.43,-1.59,0.33
1773146925.20000,10.00853,76.36422,-5.7,0.02,0.0542,-0.7058,0.7057,-0.67,-0.49,-0.79,0.34
1773146925.31200,10.00853,76.36422,-5.7,0.11,0.0570,-0.7091,0.7151,-1.40,0.98,-0.37,0.30
1773146925.40000,10.00853,76.36422,-5.7,0.11,0.0498,-0.6973,0.7017,-0.73,1.28,-2.07,0.48
1773146925.51300,10.00853,76.36422,-5.7,0.11,0.0365,-0.7400,0.6981,0.61,-0.12,-1.04,0.33
1773146925.60100,10.00853,76.36422,-5.7,0.11,0.0579,-0.7150,0.7097,1.28,-1.40,0.18,0.26
1773146925.71200,10.00853,76.36422,-5.7,0.12,0.0616,-0.7100,0.7151,0.43,1.04,-0.06,0.42
1773146925.80000,10.00853,76.36422,-5.7,0.12,0.0493,-0.7140,0.7106,0.18,0.91,-0.91,0.46
1773146925.90700,10.00853,76.36422,-5.7,0.12,0.0791,-0.7050,0.7190,-1.46,2.93,0.43,0.32
1773146925.01300,10.00853,76.36422,-5.6,0.07,0.0425,-0.7097,0.7052,-0.06,3.05,-0.67,0.42
1773146925.10000,10.00853,76.36422,-5.6,0.07,0.0348,-0.7153,0.7114,-0.61,2.20,-0.24,0.41
1773146926.21300,10.00853,76.36421,-5.6,0.18,0.0448,-0.7213,0.7010,-1.71,1.34,-0.06,0.34
1773146926.30700,10.00853,76.36421,-5.6,0.10,0.0249,-0.7104,0.7080,0.61,1.28,-1.34,0.40
1773146926.40000,10.00853,76.36421,-5.6,0.10,0.0588,-0.7135,0.7125,0.73,-2.01,0.61,0.35
1773146926.51300,10.00853,76.36421,-5.6,0.13,0.0570,-0.7144,0.7124,0.85,-0.73,0.06,0.43
1773146926.60100,10.00853,76.36421,-5.6,0.13,0.0499,-0.6925,0.7084,0.79,0.98,1.40,0.35
1773146926.70700,10.00853,76.36421,-5.7,0.07,0.0326,-0.7129,0.7102,0.49,0.43,-1.10,0.19
1773146926.81300,10.00853,76.36421,-5.7,0.23,0.0443,-0.7089,0.7162,-0.67,-0.18,0.91,0.36
1773146926.90100,10.00853,76.36421,-5.7,0.23,0.0396,-0.7074,0.7106,-0.30,0.43,-0.85,0.45
1773146926.00700,10.00853,76.36421,-5.7,0.18,0.0367,-0.6963,0.7072,0.55,0.73,-0.30,0.22
1773146927.10700,10.00853,76.36421,-5.7,0.05,0.0443,-0.6960,0.7124,0.73,-1.34,0.00,0.50
1773146927.20700,10.00853,76.36421,-5.7,0.06,0.0707,-0.7094,0.7356,-1.46,1.77,-3.05,0.40
1773146927.31300,10.00853,76.36421,-5.7,0.09,0.0453,-0.7466,0.6858,2.87,-2.32,-0.30,0.34
1773146927.40000,10.00853,76.36421,-5.7,0.09,0.0767,-0.7023,0.6908,5.00,0.85,-0.98,0.50
1773146927.51400,10.00853,76.36421,-5.7,0.11,-0.0107,-0.7460,0.7324,3.05,3.29,0.85,0.42
1773146927.60200,10.00853,76.36421,-5.7,0.11,0.0771,-0.6702,0.7356,-0.85,-1.22,0.06,0.42
1773146927.70800,10.00853,76.36421,-5.7,0.02,0.0308,-0.7239,0.7245,-1.22,3.72,-1.59,0.38
1773146927.81400,10.00853,76.36421,-5.6,0.08,0.0836,-0.6875,0.7405,0.00,-1.40,-1.52,0.38
1773146927.90100,10.00853,76.36421,-5.6,0.08,0.0446,-0.6976,0.7269,1.16,0.73,-2.87,0.39
1773146927.00800,10.00853,76.36421,-5.4,0.12,0.0735,-0.6920,0.7163,0.30,-0.24,-1.46,0.32
1773146928.10700,10.00853,76.36421,-5.2,0.04,0.0548,-0.6995,0.7300,1.04,-0.18,-1.04,0.46
1773146928.20800,10.00853,76.36421,-4.8,0.07,0.0280,-0.7312,0.7305,-2.20,0.24,0.98,0.20
1773146928.31300,10.00853,76.36421,-4.1,0.01,-0.0192,-0.7699,0.6870,-3.48,1.16,3.29,0.25
1773146928.40100,10.00853,76.36421,-4.1,0.01,0.0807,-0.6180,0.7209,3.41,0.00,-4.45,0.22
1773146928.52100,10.00853,76.36421,-3.5,0.13,0.1077,-0.7137,0.7380,0.43,4.94,8.41,0.40
1773146928.60200,10.00853,76.36421,-3.5,0.13,0.0353,-0.6865,0.7061,-4.57,1.46,-2.80,0.33
1773146928.70800,10.00853,76.36421,-3.3,0.19,0.0610,-0.7266,0.6925,1.16,4.02,1.34,0.36
1773146928.81300,10.00854,76.36421,-2.8,0.13,0.0337,-0.7233,0.7267,2.07,2.13,-1.59,0.40
1773146928.90000,10.00854,76.36421,-2.8,0.13,0.0588,-0.6827,0.7142,3.11,-3.78,-1.59,0.27
1773146928.00800,10.00854,76.36421,-2.6,0.22,0.1085,-0.6622,0.7299,3.05,-0.30,-3.60,0.30
1773146929.11500,10.00854,76.36421,-2.3,0.16,0.0844,-0.7153,0.7219,0.37,-0.30,-1.83,0.32
1773146929.20200,10.00854,76.36421,-2.3,0.16,0.0536,-0.6838,0.7574,-0.49,3.23,-2.56,0.36
1773146929.31500,10.00854,76.36422,-1.9,0.12,0.1841,-0.6202,0.7395,0.91,1.89,3.96,0.30
1773146929.40200,10.00854,76.36422,-1.9,0.12,-0.1838,-0.7841,0.6954,-2.74,-6.77,-5.85,0.35
1773146929.50800,10.00854,76.36422,-1.8,0.27,0.1788,-0.5602,0.7284,-2.80,11.77,2.87,0.45
1773146929.60900,10.00854,76.36422,-1.6,0.17,-0.0817,-0.7903,0.7142,3.78,5.61,-9.70,0.33
1773146929.71400,10.00854,76.36422,-1.4,0.25,0.0732,-0.7214,0.7390,0.24,-4.02,4.21,0.32
1773146929.80100,10.00854,76.36422,-1.4,0.25,0.0128,-0.6803,0.7273,1.77,8.35,-1.65,0.34
1773146929.90800,10.00854,76.36422,-1.2,0.21,0.0206,-0.6930,0.6846,1.95,11.59,4.39,0.48
1773146929.01400,10.00854,76.36422,-1.0,0.19,0.4541,-0.6699,0.8256,-6.46,5.85,-11.28,0.39
1773146929.10200,10.00854,76.36422,-1.0,0.19,0.0015,-0.6941,0.7311,-2.62,-4.21,7.26,0.37
1773146930.21400,10.00854,76.36422,-0.8,0.12,0.3075,-0.6539,0.6393,-12.13,-21.40,-12.20,0.28
1773146930.30200,10.00854,76.36422,-0.8,0.12,-0.0754,-0.6488,0.7222,0.06,9.02,7.38,0.39
1773146930.41400,10.00854,76.36422,-0.7,0.15,0.1880,-0.6273,0.7054,-4.63,-7.20,3.11,0.40
1773146930.50200,10.00854,76.36422,-0.7,0.15,0.0179,-0.7239,0.7050,0.37,9.63,3.05,0.49
1773146930.60900,10.00854,76.36422,-0.6,0.16,0.0818,-0.7271,0.7036,-5.30,3.60,2.01,0.36
1773146930.71500,10.00854,76.36422,-0.5,0.15,0.0989,-0.7061,0.6945,2.93,-0.12,0.30,0.33
1773146930.80200,10.00854,76.36422,-0.5,0.15,0.0303,-0.8060,0.5793,0.06,7.74,-6.16,0.24
1773146930.90800,10.00854,76.36422,-0.4,0.29,-0.0701,-0.9265,0.4940,0.24,10.79,-7.26,0.24
1773146930.01400,10.00854,76.36422,-0.3,1.53,-0.0004,-0.9395,0.4858,-4.33,4.45,0.91,0.33
1773146930.10200,10.00854,76.36422,-0.3,1.53,-0.0653,-0.9346,0.4930,-1.52,13.54,-2.13,0.24
1773146931.21500,10.00854,76.36421,-0.2,3.59,-0.0424,-0.8885,0.4908,-4.02,16.10,-3.29,0.35
1773146931.30100,10.00854,76.36421,-0.2,3.59,-0.0745,-0.8934,0.4944,-0.91,28.48,-16.28,0.33
1773146931.41500,10.00854,76.36421,-0.2,5.80,-0.1506,-0.8851,0.5165,-0.98,8.84,-18.84,0.43
1773146931.50200,10.00854,76.36421,-0.2,5.80,-0.0858,-1.0153,0.4998,3.78,13.29,-21.04,0.39
1773146931.60900,10.00854,76.36421,-0.2,7.50,0.0782,-0.9924,0.5077,-2.87,1.10,-7.13,0.38
1773146931.71500,10.00854,76.3642,-0.2,9.47,-0.0740,-0.9430,0.5433,-3.35,-11.77,-5.37,0.31
1773146931.80200,10.00854,76.3642,-0.2,9.47,-0.0336,-1.1312,0.6372,6.04,-7.74,-5.85,0.38
1773146931.91500,10.00854,76.3642,-0.3,11.81,-0.0070,-0.9114,0.6333,-0.55,-16.34,3.23,0.29
1773146931.00200,10.00854,76.3642,-0.3,11.81,-0.0635,-0.5957,0.4769,-12.87,-10.37,-5.49,0.27
1773146932.11500,10.00854,76.36419,-0.3,13.21,0.0590,-0.8931,0.4547,1.95,14.45,-13.78,0.29
1773146932.20200,10.00854,76.36419,-0.3,13.21,0.0187,-1.0137,0.7893,-20.18,5.30,-21.71,0.26
1773146932.30900,10.00854,76.36419,-0.2,14.58,-0.1851,-0.3337,0.4429,-11.95,14.09,-14.70,0.23
1773146932.40800,10.00854,76.36419,-0.2,14.88,-0.1219,-1.2074,0.6627,1.65,0.91,-35.00,0.33
1773146932.50800,10.00854,76.36418,-0.1,16.41,-0.0756,-0.7125,0.5662,1.71,19.33,-41.28,0.30
1773146932.61000,10.00854,76.36417,-0.1,17.07,-0.1946,-0.8220,0.6986,-6.22,16.77,-35.98,0.43
1773146932.71500,10.00854,76.36417,0.0,18.57,-0.0465,-0.7224,0.5848,4.39,24.57,-30.12,0.35
1773146932.80300,10.00854,76.36417,0.0,18.57,-0.0168,-0.7017,0.7059,-7.13,21.40,-25.91,0.40
1773146932.90900,10.00854,76.36417,0.1,18.58,0.0641,-0.4027,0.8605,12.56,18.05,-18.41,0.32
1773146932.01600,10.00854,76.36415,0.2,19.27,0.0885,-0.4890,0.8895,-7.87,17.26,-21.04,0.34
1773146932.10300,10.00854,76.36415,0.2,19.27,-0.0092,-1.1912,1.0240,-15.43,14.82,-19.76,0.50
1773146933.21600,10.00854,76.36414,0.2,18.05,0.1350,-0.2842,0.8984,0.73,11.89,-3.84,0.44
1773146933.30300,10.00854,76.36414,0.2,18.05,0.0985,-0.5369,1.2289,4.45,10.00,-9.76,0.35
1773146933.41600,10.00854,76.36414,0.3,16.58,0.0978,-0.3304,0.7190,-2.87,17.56,-28.60,0.30
1773146933.50300,10.00854,76.36414,0.3,16.58,0.0515,-0.9167,0.7759,-30.61,48.72,-30.43,0.35
1773146933.61000,10.00855,76.36414,0.4,15.02,0.0837,-1.0403,0.6666,-24.88,44.63,-36.89,0.35
1773146933.71500,10.00855,76.36413,0.4,15.05,0.0555,-0.7859,0.3113,-23.78,45.00,-58.23,0.39
1773146933.80300,10.00855,76.36413,0.4,15.05,-0.1820,-1.0924,0.7330,-2.87,33.60,-32.26,0.31
1773146933.91600,10.00855,76.36412,0.5,16.64,0.1798,-0.4678,0.6329,3.23,5.12,-9.76,0.33
1773146933.00300,10.00855,76.36412,0.5,16.64,0.0410,-0.8796,0.8513,14.63,30.79,-33.72,0.49
1773146934.11600,10.00856,76.36411,0.4,18.29,-0.0417,-0.6707,0.6639,6.10,19.57,-1.77,0.35
1773146934.20900,10.00856,76.36411,0.4,18.51,-0.0048,-0.9434,0.7695,-4.51,4.82,-7.32,0.35
1773146934.30300,10.00856,76.36411,0.4,18.51,0.0587,-0.5183,0.6123,-17.56,4.45,13.41,0.32
1773146934.41500,10.00857,76.36411,0.4,18.64,-0.0242,-1.0413,0.9575,49.15,-2.74,-23.05,0.33
1773146934.50300,10.00857,76.36411,0.4,18.64,0.0470,-0.4752,0.8196,31.16,12.32,-22.80,0.35
1773146934.61700,10.00857,76.3641,0.4,19.05,0.0116,-0.3004,0.6166,30.24,-7.20,-30.12,0.39
1773146934.71700,10.00858,76.3641,0.5,19.34,0.0336,0.0164,0.4872,-24.09,12.50,-10.61,0.35
1773146934.80300,10.00858,76.3641,0.5,19.34,0.2789,-1.2438,1.2682,-67.44,-8.60,-29.94,0.25
1773146934.90900,10.00859,76.36409,0.5,19.26,0.0734,-0.6848,0.8207,-2.38,30.79,-22.74,0.50
1773146934.01600,10.00859,76.36408,0.5,19.21,0.3002,-0.7377,0.9097,-34.33,22.62,-26.77,0.34
1773146934.10300,10.00859,76.36408,0.5,19.21,0.2833,-0.9612,0.8369,21.95,47.56,-33.17,0.24
1773146935.21600,10.0086,76.36408,0.4,19.91,-0.2136,-0.1597,0.5922,-15.73,26.10,-10.49,0.37
1773146935.30200,10.0086,76.36408,0.4,19.91,0.2013,-1.2032,0.9434,-7.56,-10.98,-5.61,0.48
1773146935.41600,10.00861,76.36407,0.4,19.95,0.3049,-0.9325,0.8623,-25.49,-3.84,6.77,0.39
1773146935.50200,10.00861,76.36407,0.4,19.95,0.0985,-0.6552,0.7349,9.76,8.05,-3.54,0.44
1773146935.61000,10.00862,76.36407,0.3,20.52,0.2529,-0.5986,0.7787,-17.50,9.57,8.05,0.37
1773146935.71600,10.00863,76.36407,0.3,20.94,-0.0132,-0.7161,0.7662,-20.24,-12.93,-19.51,0.30
1773146935.80200,10.00863,76.36407,0.3,20.94,0.1952,-0.7659,0.6816,-21.77,20.30,-20.85,0.30
1773146935.91600,10.00864,76.36407,0.3,21.64,0.3783,-0.8274,0.6971,-11.16,32.68,-11.40,0.35
1773146935.00300,10.00864,76.36407,0.3,21.64,0.0905,-0.6233,0.5796,7.26,9.33,3.96,0.40
1773146936.11500,10.00865,76.36407,0.3,21.66,0.2979,-1.0259,0.8589,-11.04,31.95,-20.37,0.43
1773146936.20300,10.00865,76.36407,0.3,21.66,0.0267,-0.4415,0.8275,2.01,-4.94,-17.38,0.33
1773146936.31600,10.00866,76.36406,0.3,21.90,-0.1815,-0.4895,0.6454,-10.67,0.43,-3.05,0.35
1773146936.40300,10.00866,76.36406,0.3,21.90,0.4272,-0.8331,1.0023,-1.34,12.80,-6.65,0.45
1773146936.51600,10.00867,76.36406,0.3,21.87,-0.0032,-0.4368,0.6627,-8.23,27.80,0.61,0.43
1773146936.60400,10.00867,76.36406,0.3,21.87,0.1062,-1.1528,0.9902,1.95,8.60,0.55,0.38
1773146936.71600,10.00868,76.36406,0.2,22.20,0.1349,-0.3475,0.7531,-7.07,-8.66,9.57,0.29
1773146936.80200,10.00868,76.36406,0.2,22.20,0.2664,-0.9280,0.7932,-1.40,25.30,2.80,0.43
1773146936.90900,10.00869,76.36406,0.2,22.99,0.0419,-0.6068,0.6654,-11.89,1.89,15.30,0.43
1773146936.01600,10.0087,76.36405,0.3,22.58,0.0297,-0.5126,0.7776,14.15,5.61,9.94,0.37
1773146936.10300,10.0087,76.36405,0.3,22.58,0.0140,-0.4823,0.9454,-2.74,-13.23,8.90,0.48
1773146937.21700,10.00871,76.36405,0.3,22.52,0.0197,-0.6926,0.7123,2.68,11.34,-0.61,0.36
1773146937.30300,10.00871,76.36405,0.3,22.52,0.1965,-0.7953,0.6379,-9.09,8.23,0.37,0.41
1773146937.41600,10.00872,76.36405,0.4,23.19,0.1246,-0.5688,0.6864,0.37,5.67,2.07,0.35
1773146937.50400,10.00872,76.36405,0.4,23.19,0.0834,-0.6469,0.8154,3.60,-3.54,2.32,0.27
1773146937.61100,10.00873,76.36405,0.4,22.98,-0.0027,-0.4167,0.8173,17.99,-10.37,0.98,0.44
1773146937.72400,10.00874,76.36404,0.4,23.18,-0.0906,-0.3779,0.7775,18.17,-11.89,0.85,0.24
1773146937.80300,10.00874,76.36404,0.4,23.18,0.1753,-0.7563,0.9116,-14.27,11.52,-2.20,0.46
1773146937.91600,10.00875,76.36404,0.4,22.91,0.0697,-0.2582,0.8849,31.83,-8.11,-0.61,0.33
1773146937.00300,10.00875,76.36404,0.4,22.91,0.0570,-0.8669,0.7627,2.01,17.99,-6.83,0.39
1773146938.11600,10.00876,76.36404,0.5,22.95,0.1471,-0.7062,0.8600,-22.62,4.45,-8.17,0.29
1773146938.20400,10.00876,76.36404,0.5,22.95,0.0647,-0.3796,0.8680,13.72,0.98,-3.78,0.35
1773146938.31700,10.00877,76.36404,0.6,22.67,0.0325,-0.6456,0.9869,14.94,-0.30,-12.20,0.27
1773146938.40300,10.00877,76.36404,0.6,22.67,0.1948,0.2987,1.0420,27.20,8.78,-12.80,0.48
1773146938.51700,10.00879,76.36404,0.6,21.80,-0.0421,-0.3722,0.9462,-17.13,-0.18,-0.37,0.37
1773146938.60500,10.00879,76.36404,0.6,21.80,0.1279,-0.3392,1.0148,-3.60,-3.90,-2.20,0.27
1773146938.71600,10.00879,76.36404,0.7,19.06,0.0983,-0.4921,1.0416,-10.18,-6.16,-1.10,0.38
1773146938.81000,10.0088,76.36404,0.7,18.60,0.0985,-0.2986,1.0919,-0.12,-6.89,-3.66,0.36
1773146938.90400,10.0088,76.36404,0.7,18.60,0.1147,-0.4561,0.8071,-0.12,1.77,-17.62,0.31
1773146938.01700,10.00881,76.36404,0.8,17.00,0.0161,-0.5488,0.9260,-9.45,9.09,-20.91,0.30
1773146939.11000,10.00881,76.36404,0.8,16.11,0.1598,-0.5253,0.8538,-25.18,-4.21,-17.20,0.29
1773146939.20400,10.00881,76.36404,0.8,16.11,0.0526,-0.4264,0.9292,-4.82,-0.12,-30.43,0.26
1773146939.31700,10.00882,76.36404,0.8,15.67,0.0337,-0.3762,1.0347,1.77,-5.00,-20.79,0.43
1773146939.41100,10.00882,76.36404,0.8,15.33,0.0444,-0.3997,0.8461,-4.21,6.16,-26.22,0.37
1773146939.50400,10.00882,76.36404,0.8,15.33,0.2317,-0.7738,1.0001,-9.94,9.39,-38.17,0.19
1773146939.61100,10.00883,76.36404,0.8,15.39,0.3435,-0.3518,1.0375,-16.22,12.01,-34.09,0.37
1773146939.71700,10.00883,76.36404,0.8,15.01,-0.0472,-0.7410,0.5255,-30.79,10.12,-31.59,0.46
1773146939.80300,10.00883,76.36404,0.8,15.01,0.0747,-0.5841,0.7023,-1.34,13.35,-30.55,0.38
1773146939.91600,10.00884,76.36404,0.8,16.03,0.1847,-0.7896,0.9603,9.21,-3.96,-28.84,0.35
1773146939.00400,10.00884,76.36404,0.8,16.03,-0.0771,-0.2242,0.7083,0.73,7.93,-17.44,0.40
1773146940.11700,10.00885,76.36404,0.9,17.61,0.0203,-0.6587,0.7058,3.72,4.45,-19.76,0.38
1773146940.20300,10.00885,76.36404,0.9,17.61,0.1829,-0.5551,0.8999,-0.98,14.45,-17.26,0.34
1773146940.31600,10.00886,76.36405,1.0,18.37,0.1249,-0.6145,0.8097,-10.67,17.01,-21.34,0.38
1773146940.40300,10.00886,76.36405,1.0,18.37,0.0491,-0.3640,1.1002,-20.85,-1.59,-17.44,0.30
1773146940.51700,10.00887,76.36406,0.9,17.90,0.3026,-0.5514,0.8949,0.00,9.45,-23.23,0.41
1773146940.60500,10.00887,76.36406,0.9,17.90,0.2142,-0.7456,0.8096,-3.96,6.16,-34.57,0.33
1773146940.72400,10.00888,76.36406,1.0,19.17,0.2438,-0.8070,0.8861,-6.28,15.79,-26.16,0.34
1773146940.80300,10.00888,76.36406,1.0,19.17,0.2672,-0.5669,0.6722,-16.77,14.57,-24.63,0.37
1773146940.91000,10.00888,76.36407,1.0,19.29,0.1984,-0.8387,0.9753,-12.32,18.60,-30.55,0.39
1773146940.01700,10.00889,76.36407,1.0,19.59,0.1814,-0.5461,0.6586,-21.65,24.39,-16.95,0.34
1773146940.10300,10.00889,76.36407,1.0,19.59,0.0859,-0.5586,1.1776,-6.52,16.77,-19.15,0.37
1773146941.21700,10.00889,76.36408,1.1,19.70,0.1840,-0.2130,0.7247,-24.57,20.00,-11.71,0.38
1773146941.30400,10.00889,76.36408,1.1,19.70,0.1123,-1.1631,0.9662,-18.17,8.23,-25.73,0.27
1773146941.41700,10.0089,76.36409,1.1,19.92,0.1616,-0.3259,0.6807,-5.24,26.71,-18.84,0.30
1773146941.51000,10.0089,76.36409,1.0,20.88,0.0370,-0.3428,0.9147,9.51,31.34,-25.85,0.39
1773146941.60400,10.0089,76.36409,1.0,20.88,0.0938,-0.7559,0.8719,-28.41,19.15,-18.29,0.37
1773146941.71700,10.00891,76.3641,1.0,19.62,0.1483,-0.5612,1.1259,13.66,19.70,-18.05,0.37
1773146941.80400,10.00891,76.3641,1.0,19.62,-0.0553,0.0404,0.8468,4.45,29.39,-13.72,0.33
1773146941.91700,10.00891,76.36411,1.0,19.46,0.0760,-0.7949,1.4288,9.15,-0.85,-11.22,0.30
1773146941.01000,10.00891,76.36411,1.0,18.54,0.1344,-0.0657,0.8539,15.06,28.48,-15.73,0.40
1773146942.11000,10.00891,76.36412,1.1,18.03,-0.1445,-0.1471,0.6583,-30.24,17.13,-0.67,0.37
1773146942.20400,10.00891,76.36412,1.1,18.03,0.2522,-1.4127,0.6792,-14.27,40.79,-18.78,0.48
1773146942.31700,10.00892,76.36413,1.1,17.89,0.0797,-0.5546,0.7615,30.85,1.83,-18.17,0.30
1773146942.40400,10.00892,76.36413,1.1,17.89,0.1698,0.1443,0.5315,16.59,25.79,-8.17,0.30
1773146942.51700,10.00892,76.36414,1.1,17.26,0.0190,0.1643,0.3770,-43.48,13.96,-12.62,0.44
1773146942.60500,10.00892,76.36414,1.1,17.26,0.4091,-2.0117,1.6165,-74.51,36.89,-33.78,0.35
1773146942.71600,10.00892,76.36414,1.0,15.17,0.0786,-0.1038,0.9497,-16.28,18.41,16.52,0.37
1773146942.80400,10.00892,76.36414,1.0,15.17,-0.0496,-0.5867,0.7615,2.38,7.62,4.57,0.48
1773146942.91100,10.00892,76.36414,1.0,15.80,0.0942,-0.2539,0.7584,9.70,-2.87,21.52,0.40
1773146942.01700,10.00892,76.36415,1.0,14.72,0.2307,-0.9213,1.0874,-15.24,12.50,15.49,0.37
1773146942.10400,10.00892,76.36415,1.0,14.72,-0.0674,-0.4583,0.9263,2.50,-2.93,12.74,0.20
1773146943.21700,10.00892,76.36416,1.1,15.10,-0.1002,-0.0884,0.9270,13.90,-6.89,14.09,0.36
1773146943.30400,10.00892,76.36416,1.1,15.10,0.1713,-0.8423,1.0341,-7.07,7.99,10.37,0.45
1773146943.41700,10.00893,76.36417,0.9,14.26,0.0615,-0.0886,1.0941,-17.56,-11.28,5.67,0.34
1773146943.50300,10.00893,76.36417,0.9,14.26,-0.0034,-0.2985,0.6957,4.63,2.01,3.17,0.34
1773146943.61100,10.00893,76.36417,0.9,13.67,0.0682,-0.2977,0.9714,22.13,-1.46,17.56,0.39
1773146943.71700,10.00893,76.36418,0.9,13.06,0.1561,-0.3683,1.0886,-7.26,-8.05,11.34,0.37
1773146943.80400,10.00893,76.36418,0.9,13.06,-0.0077,-0.0664,0.9675,21.28,-12.32,14.63,0.33
1773146943.91700,10.00893,76.36418,0.9,11.54,0.1455,-0.2225,1.1964,-3.11,-12.13,11.46,0.44
1773146943.01100,10.00893,76.36419,0.9,10.47,0.0284,-0.0294,0.9537,8.84,-13.54,10.12,0.38
1773146943.10400,10.00893,76.36419,0.9,10.47,0.1311,-0.4739,1.1323,0.55,-7.68,7.44,0.41
1773146944.21700,10.00893,76.36419,1.1,8.69,0.1348,-0.1721,0.9138,-6.65,-16.28,15.85,0.28
1773146944.30400,10.00893,76.36419,1.1,8.69,0.1045,-0.5085,1.0068,-0.98,-8.54,13.48,0.13
1773146944.41700,10.00893,76.3642,1.1,7.31,0.1573,-0.4333,0.8854,-2.93,-7.07,15.06,0.33
1773146944.50300,10.00893,76.3642,1.1,7.31,0.1145,-0.3340,0.9890,0.67,-8.90,6.22,0.39
1773146944.61100,10.00893,76.3642,1.1,7.00,0.0475,-0.3364,0.9103,4.88,-12.01,7.74,0.33
1773146944.72400,10.00893,76.3642,1.1,6.35,0.0507,-0.3236,0.8657,12.87,-21.52,19.88,0.28
1773146944.80400,10.00893,76.3642,1.1,6.35,0.1902,-0.4370,0.8860,5.79,-15.55,25.98,0.31
1773146944.91100,10.00893,76.3642,1.1,6.10,0.1285,-0.4027,0.8781,7.26,-27.13,37.99,0.34
1773146944.01700,10.00894,76.3642,1.1,6.03,0.1995,-0.4846,0.8672,-0.61,-3.84,30.12,0.32
1773146944.10400,10.00894,76.3642,1.1,6.03,0.0684,-0.4803,0.9696,1.89,-0.85,24.51,0.27
1773146945.21700,10.00894,76.3642,1.0,6.22,0.1642,-0.2637,0.9160,-16.65,19.39,8.84,0.35
1773146945.30400,10.00894,76.3642,1.0,6.22,0.0675,-0.6746,0.7950,-13.84,30.43,-21.77,0.48
1773146945.41700,10.00894,76.36421,1.0,5.74,0.1315,-0.5760,1.1670,-15.30,19.63,-22.32,0.37
1773146945.50400,10.00894,76.36421,1.0,5.74,-0.2004,-0.1569,0.8041,3.72,15.18,-43.54,0.48
1773146945.61200,10.00894,76.36421,0.9,5.53,0.0297,-0.4281,0.8175,-12.93,12.74,-30.18,0.39
1773146945.71700,10.00894,76.36421,1.0,5.25,0.1425,-0.5239,0.9646,-8.90,30.00,-13.84,0.37
1773146945.80400,10.00894,76.36421,1.0,5.25,0.0159,-0.5055,0.8268,-3.17,30.06,-38.78,0.37
1773146945.91600,10.00894,76.36421,0.9,4.85,0.0249,-0.6038,0.8684,-28.17,13.35,-41.59,0.39
1773146945.00400,10.00894,76.36421,0.9,4.85,-0.0450,-0.4276,1.0054,-12.68,5.30,-26.34,0.35
1773146946.11700,10.00894,76.36422,0.9,4.88,-0.0337,-0.5476,0.9510,-14.15,0.79,-2.44,0.36
1773146946.20400,10.00894,76.36422,0.9,4.88,-0.0736,-0.6969,1.1917,5.18,17.68,14.57,0.39
1773146946.31600,10.00895,76.36422,0.9,3.66,-0.0162,-0.0839,0.9688,21.04,-12.01,30.24,0.26
1773146946.41000,10.00895,76.36422,0.9,2.72,0.0603,-0.1185,1.0715,2.62,-3.96,0.79,0.30
1773146946.50300,10.00895,76.36422,0.9,2.72,-0.1553,-0.0981,1.0066,4.82,30.73,-4.51,0.48
1773146946.61100,10.00895,76.36422,0.9,1.26,-0.0948,-0.4294,0.8634,-1.34,-17.01,9.51,0.30
1773146946.71700,10.00895,76.36422,0.9,1.42,0.0660,-0.7214,0.7546,-12.74,-10.61,-2.50,0.34
1773146946.80400,10.00895,76.36422,0.9,1.42,-0.1102,-0.6749,0.7480,-7.32,3.23,8.23,0.34
1773146946.91100,10.00895,76.36422,0.9,0.54,-0.0398,-0.6450,0.7844,-11.04,-29.27,7.99,0.35
1773146946.01600,10.00894,76.36422,0.9,0.96,0.2266,-0.7620,0.8280,-11.46,-18.72,8.11,0.34
1773146946.10400,10.00894,76.36422,0.9,0.96,0.0566,-0.6072,0.8142,0.30,19.09,-2.13,0.41
