gps_time,lat,lon,alt,speed,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,vbat
1773118617.91500,10.002,76.37939,44.0,4.77,-0.0573,0.0198,0.8553,0.98,3.84,28.11,0.41
1773118617.01500,10.002,76.37939,44.2,4.07,0.1501,0.1497,0.9135,1.59,9.94,28.11,0.33
1773118617.11500,10.002,76.37939,44.4,4.04,-0.0841,-0.0110,0.9381,-6.22,9.57,28.41,0.29
1773118617.21500,10.002,76.37939,44.3,2.10,-0.2631,-0.0449,0.8358,-11.89,8.60,28.41,0.39
1773118617.31500,10.00201,76.37939,44.2,1.61,0.0573,0.0814,1.1338,-10.55,7.26,25.91,0.35
1773118617.41500,10.00201,76.3794,44.1,3.77,0.1262,0.1776,0.6527,-5.18,2.50,24.15,0.35
1773118617.51600,10.00201,76.37941,44.1,7.75,0.3064,0.1011,1.1187,-9.94,7.44,21.46,0.37
1773118617.61600,10.00201,76.37941,44.0,9.55,0.0970,0.1345,0.9159,-12.32,-1.59,18.35,0.41
1773118618.71600,10.00201,76.37942,43.9,13.61,-0.0358,0.0454,0.7172,-17.44,6.10,15.85,0.28
1773118618.81600,10.00201,76.37943,43.7,15.00,0.3724,-0.0414,1.3132,-23.90,5.00,10.85,0.38
1773118618.91500,10.00201,76.37943,43.4,13.45,0.2339,0.0638,0.9788,-15.73,7.50,5.18,0.40
1773118618.01600,10.00201,76.37943,43.2,12.97,0.3345,-0.0156,0.7983,-15.30,2.44,-0.24,0.37
1773118618.11700,10.00201,76.37943,43.2,12.67,0.1864,0.0735,1.1742,-10.73,-0.18,-5.49,0.31
1773118618.21800,10.00201,76.37944,43.0,13.24,0.1785,0.0027,1.2725,-11.28,1.95,-7.56,0.39
1773118618.31800,10.00202,76.37944,43.0,13.95,0.0238,0.1215,0.7986,-5.06,-8.54,-8.23,0.47
1773118618.42500,10.00202,76.37945,43.2,14.02,0.4303,-0.1138,1.0215,-16.34,-11.04,-9.27,0.35
1773118618.51900,10.00202,76.37945,43.1,15.17,0.0928,-0.0247,0.8506,-15.24,-11.77,-10.67,0.37
1773118618.61900,10.00202,76.37946,43.2,15.33,0.0233,-0.0072,0.9369,-15.37,3.29,-12.74,0.32
1773118619.71800,10.00202,76.37946,43.4,16.57,0.4769,-0.0819,1.1517,-17.32,1.28,-14.70,0.39
1773118619.81800,10.00202,76.37946,43.3,16.70,0.3756,0.0670,0.9902,-12.32,-1.95,-17.62,0.28
1773118619.91800,10.00203,76.37946,43.4,17.81,0.2253,0.0233,0.8002,-12.38,-1.83,-20.61,0.43
1773118619.01800,10.00203,76.37946,43.6,16.38,0.2095,0.0570,0.8865,-9.76,7.62,-22.93,0.32
1773118619.11800,10.00203,76.37947,43.6,18.40,0.0647,-0.0839,0.8014,-14.02,9.27,-26.89,0.34
1773118619.21900,10.00203,76.37948,43.6,16.50,0.3007,-0.1144,0.6779,-16.04,3.29,-29.88,0.29
1773118619.31900,10.00203,76.37948,43.6,14.78,0.2856,0.0546,1.0065,-6.28,5.73,-33.66,0.25
1773118619.41800,10.00203,76.37948,43.6,13.38,0.2798,0.1348,1.1791,-5.73,3.72,-32.38,0.33
1773118619.51900,10.00203,76.37948,43.6,10.61,0.3748,-0.1156,1.0769,-11.83,5.85,-33.54,0.40
1773118619.61800,10.00203,76.37948,43.6,6.88,0.4064,-0.1672,0.8634,-14.94,-2.93,-31.77,0.30
1773118620.71900,10.00203,76.37948,43.6,4.20,0.1545,0.0824,1.0103,1.10,4.70,-34.21,0.38
1773118620.81900,10.00202,76.37948,43.5,4.73,0.3956,-0.0447,1.1486,-7.01,7.38,-32.56,0.33
1773118620.91900,10.00202,76.37948,43.3,5.60,-0.0358,0.0442,0.7139,-2.74,7.87,-33.23,0.27
1773118620.01800,10.00202,76.37948,43.3,6.06,0.0529,-0.0438,0.9399,-9.63,14.02,-32.38,0.41
1773118620.11800,10.00202,76.37948,43.3,4.37,0.6641,0.0033,1.2034,-9.09,4.82,-29.63,0.32
1773118620.21900,10.00202,76.37948,43.4,4.62,0.2570,-0.1218,0.9656,-13.90,4.02,-28.96,0.31
1773118620.31800,10.00201,76.37947,43.3,7.01,0.2909,-0.0559,1.1554,-10.85,1.89,-30.49,0.32
1773118620.41800,10.002,76.37946,43.2,12.31,0.1305,-0.0121,1.0947,-12.87,6.52,-33.54,0.27
1773118620.51900,10.002,76.37946,43.5,15.50,0.2714,-0.0640,0.9167,-13.41,6.04,-32.07,0.33
1773118620.61900,10.00199,76.37946,44.3,15.20,0.1084,0.1294,0.9720,-1.52,2.87,-32.13,0.38
1773118621.71200,10.00199,76.37946,44.3,15.20,-0.3826,0.2953,0.6567,1.83,7.93,-37.01,0.35
1773118621.81900,10.00198,76.37945,44.8,19.44,-0.2781,0.1678,0.7358,-7.44,5.61,-38.78,0.38
1773118621.91800,10.00198,76.37945,45.0,20.61,0.3282,0.1190,1.0726,-7.50,5.18,-36.71,0.34
1773118621.01800,10.00197,76.37944,45.9,23.21,0.4492,-0.0038,1.1077,-12.32,-1.16,-34.21,0.39
1773118621.11800,10.00196,76.37943,46.6,25.20,0.6141,-0.2697,1.0577,-21.71,3.90,-35.12,0.37
1773118621.21900,10.00195,76.37943,46.9,27.32,0.5645,0.0043,0.9608,0.91,12.74,-37.20,0.40
1773118621.31900,10.00195,76.37942,47.4,27.07,0.1383,-0.0314,1.0359,-7.32,18.11,-38.05,0.33
1773118621.41900,10.00194,76.37942,47.8,27.73,0.1315,-0.0088,1.1431,-1.52,12.56,-35.67,0.36
1773118621.51900,10.00193,76.3794,48.4,31.32,-0.3572,0.0242,1.0460,-0.79,18.54,-36.77,0.45
1773118621.61200,10.00193,76.3794,48.4,31.32,-0.0288,0.0706,1.2294,0.61,11.89,-35.43,0.39
1773118622.71900,10.00192,76.37939,49.3,33.15,0.3331,0.0638,1.3037,-2.56,-0.67,-32.99,0.40
1773118622.81900,10.0019,76.37938,49.9,34.71,-0.0795,0.0199,1.0404,5.37,5.85,-32.44,0.43
1773118622.91900,10.0019,76.37937,50.1,37.47,-0.3176,0.0280,0.8179,-0.67,14.45,-33.66,0.40
1773118622.01900,10.00189,76.37937,50.4,34.08,-0.1385,0.0660,1.3091,4.76,15.98,-30.30,0.38
1773118622.11900,10.00188,76.37936,51.0,36.81,0.5974,0.0438,0.8629,5.61,0.18,-26.22,0.51
1773118622.21800,10.00187,76.37934,52.0,41.65,0.0365,-0.1056,0.8024,-4.02,1.77,-25.00,0.38
1773118622.31900,10.00186,76.37933,52.4,39.88,-0.2323,0.2574,1.1183,9.02,3.41,-24.39,0.40
1773118622.41800,10.00185,76.37933,52.5,37.54,0.2378,-0.0621,0.8572,-1.52,8.84,-22.26,0.43
1773118622.51900,10.00185,76.37933,52.7,35.41,1.1198,-0.0496,1.0187,5.12,5.30,-20.30,0.43
1773118622.61900,10.00184,76.37933,52.7,34.25,0.6603,0.0718,1.4305,9.45,5.98,-21.10,0.30
1773118623.71900,10.00184,76.37933,52.7,31.34,0.7250,0.1759,1.2469,9.39,9.33,-21.65,0.30
1773118623.81900,10.00184,76.37933,52.5,30.15,0.4045,-0.0713,1.2828,-1.89,-3.35,-18.23,0.50
1773118623.91800,10.00183,76.37933,52.6,29.55,0.1581,-0.0416,1.0465,-1.28,-13.23,-15.91,0.37
1773118623.01900,10.00183,76.37933,52.1,27.21,-0.1495,0.0063,0.7609,7.68,-12.07,-15.49,0.27
1773118623.11900,10.00183,76.37933,51.8,25.73,-0.6683,0.0520,1.0974,1.52,-1.95,-15.00,0.33
1773118623.21800,10.00183,76.37934,51.2,21.60,-0.0234,0.0513,0.8857,6.59,7.80,-12.50,0.38
1773118623.31800,10.00183,76.37934,50.9,21.15,0.1273,0.0510,0.9487,8.17,-0.30,-10.85,0.44
1773118623.41800,10.00183,76.37934,50.6,19.77,0.2729,-0.0303,1.0706,2.74,-5.85,-8.23,0.35
1773118623.51900,10.00183,76.37934,50.7,21.06,-0.1593,0.1002,0.8776,4.33,-1.83,-6.40,0.36
1773118623.61800,10.00182,76.37934,50.5,19.20,-0.9120,-0.0737,0.4677,2.38,28.29,-4.82,0.30
1773118624.71800,10.00182,76.37934,50.3,17.72,1.4198,-0.0319,1.8956,-0.43,-16.22,-0.30,0.32
1773118624.81900,10.00182,76.37934,50.4,16.73,0.0530,0.0645,0.8295,-1.83,3.11,-3.90,0.25
1773118624.91900,10.00182,76.37934,50.2,17.21,1.2085,-0.1577,0.7261,-7.74,-29.45,-2.74,0.36
1773118624.01800,10.00181,76.37934,50.2,16.09,-0.7164,0.5059,0.9862,18.54,18.41,-6.46,0.34
1773118624.11900,10.00181,76.37934,50.2,15.63,-0.0970,-0.0454,0.9760,3.48,2.44,-3.72,0.37
1773118624.21900,10.00181,76.37935,50.1,13.74,0.1007,0.0209,1.1628,3.35,0.55,-4.33,0.35
1773118624.31800,10.00181,76.37935,50.1,14.58,0.1694,0.0253,1.0386,5.06,-10.37,-2.74,0.34
1773118624.41800,10.0018,76.37935,50.1,13.11,0.3318,0.0278,0.8806,1.16,-7.56,-1.95,0.39
1773118624.51900,10.0018,76.37935,50.0,14.18,-0.1713,-0.0713,0.9548,-0.43,0.85,-0.73,0.35
1773118624.62600,10.0018,76.37935,49.9,13.54,0.0453,0.0369,0.8086,3.17,-0.73,0.85,0.37
1773118625.71800,10.00179,76.37935,49.9,14.05,-0.0399,0.0938,0.9541,2.93,5.12,1.40,0.34
1773118625.81800,10.00179,76.37935,49.8,14.76,-0.1494,0.1151,0.9808,4.21,6.16,0.67,0.37
1773118625.91800,10.00179,76.37934,49.8,15.64,-0.1128,0.0448,0.9369,0.00,6.28,1.10,0.38
1773118625.01900,10.00178,76.37934,49.9,16.56,0.0668,0.0316,1.0872,-1.77,-1.04,3.60,0.33
1773118625.11800,10.00178,76.37934,49.8,15.97,-0.0048,0.0167,0.9146,-3.84,-1.83,3.54,0.41
1773118625.21900,10.00178,76.37934,49.7,16.39,0.2622,0.0009,1.1311,-1.40,1.89,2.87,0.37
1773118625.31800,10.00177,76.37934,49.8,18.69,-0.0161,-0.0085,1.0814,0.24,-3.48,1.46,0.40
1773118625.41900,10.00177,76.37933,50.0,21.36,0.0593,0.1047,0.9797,-1.77,3.90,-0.91,0.45
1773118625.52000,10.00176,76.37933,50.0,20.24,0.2338,-0.0703,0.7886,-1.40,2.26,-2.32,0.32
1773118625.61800,10.00176,76.37933,49.8,18.72,0.1635,0.1089,0.9207,2.07,4.51,-2.87,0.33
1773118626.71900,10.00176,76.37933,49.8,18.40,-0.1221,0.1813,0.8889,10.91,-0.61,-1.71,0.36
1773118626.81900,10.00175,76.37933,49.9,19.84,0.1628,0.1411,1.0131,-0.30,0.61,-1.40,0.40
1773118626.91900,10.00175,76.37933,49.9,20.18,-0.0665,0.0248,0.9187,2.32,-6.04,-0.49,0.30
1773118626.01800,10.00174,76.37933,49.8,21.14,0.0599,-0.0121,0.9421,2.07,-1.89,0.37,0.27
1773118626.11800,10.00174,76.37933,49.8,22.11,0.0101,0.1313,0.7710,10.18,1.59,1.52,0.38
1773118626.21900,10.00173,76.37933,49.7,20.87,-0.0330,0.1616,1.1124,-4.45,3.23,1.65,0.39
1773118626.31800,10.00173,76.37933,49.7,23.15,-0.0404,0.1508,1.0947,9.82,-0.37,2.32,0.30
1773118626.41900,10.00173,76.37932,49.7,22.79,-0.0500,0.0176,1.1588,0.00,-1.83,3.78,0.39
1773118626.51900,10.00172,76.37932,49.7,23.52,0.3363,0.1213,0.8641,2.80,-3.84,4.27,0.38
1773118626.61800,10.00171,76.37932,49.7,22.16,0.1296,-0.0568,1.0199,-3.60,-3.78,4.63,0.27
1773118627.71800,10.00171,76.37932,49.7,24.03,-0.0137,-0.0219,1.1051,-7.74,-1.46,5.18,0.33
1773118627.81800,10.0017,76.37932,49.7,23.43,-0.0039,-0.0093,1.0950,-7.20,-1.04,4.76,0.33
1773118627.91800,10.0017,76.37931,49.7,23.73,-0.0588,-0.0568,0.8579,-8.23,-0.43,2.62,0.40
1773118627.01800,10.0017,76.37932,49.3,19.59,0.2227,0.0092,0.7781,-3.11,1.83,0.73,0.32
1773118627.11800,10.00169,76.37932,49.3,20.97,-0.0707,0.1259,0.7833,6.28,8.05,-0.30,0.35
1773118627.21800,10.00169,76.37932,49.2,21.20,-0.1753,-0.0057,1.1160,-2.20,2.50,-0.85,0.34
1773118627.31800,10.00168,76.37931,49.2,22.05,0.4664,-0.1685,1.1716,-6.89,-5.67,-0.61,0.24
1773118627.41900,10.00168,76.37931,49.2,21.29,0.2885,0.0479,1.1512,-0.24,3.60,-0.73,0.37
1773118627.52000,10.00167,76.37931,49.0,21.68,0.0430,0.1500,1.2960,0.98,-1.04,0.79,0.36
1773118627.61900,10.00166,76.3793,49.3,26.84,-0.1843,-0.1537,0.9697,-10.24,-5.18,0.91,0.41
1773118628.71200,10.00166,76.3793,49.3,26.84,0.0330,0.1012,0.9261,3.90,-3.60,0.24,0.37
1773118628.81900,10.00165,76.3793,49.2,27.70,0.4088,-0.1472,0.8961,-9.76,2.32,-1.40,0.42
1773118628.91800,10.00165,76.3793,49.2,25.66,-0.1334,0.1814,0.9095,6.10,3.23,-0.43,0.37
1773118628.01900,10.00164,76.3793,49.2,26.74,0.3875,-0.0897,0.9076,-6.28,-3.96,-0.30,0.38
1773118628.11900,10.00163,76.3793,49.2,26.14,0.2737,0.1587,1.3956,6.77,0.79,-0.24,0.33
1773118628.21800,10.00163,76.3793,49.1,25.73,0.2314,-0.0621,0.9601,-5.43,-0.24,-0.67,0.44
1773118628.31800,10.00162,76.37929,49.2,27.15,0.2263,0.0227,0.8799,1.59,-3.54,-0.24,0.33
1773118628.41800,10.00162,76.37929,49.3,27.40,0.5525,0.0902,1.3877,1.71,-0.43,-0.49,0.44
1773118628.51900,10.00161,76.37929,49.2,26.12,0.3765,-0.0393,1.1071,-4.02,0.91,-0.43,0.33
1773118628.61800,10.00161,76.37928,49.3,27.58,0.2394,0.1227,0.8042,6.65,-4.39,-0.24,0.31
1773118629.71900,10.0016,76.37928,49.3,26.36,0.2390,-0.0188,0.9940,-1.95,-0.49,-0.98,0.34
1773118629.81800,10.00159,76.37928,49.4,27.57,0.1863,0.1376,0.9447,8.54,-0.79,-1.10,0.45
1773118629.91800,10.00159,76.37927,49.4,26.05,0.2756,0.0314,1.0945,-0.37,3.41,-2.01,0.37
1773118629.01800,10.00158,76.37927,49.4,28.82,0.4163,0.0500,1.2468,0.30,-1.95,0.00,0.46
1773118629.11800,10.00158,76.37927,49.4,25.79,0.1349,0.1681,0.7959,10.79,-9.76,-0.18,0.33
1773118629.21900,10.00157,76.37927,49.5,27.51,0.4629,0.0376,1.1672,-0.73,-3.23,0.79,0.37
1773118629.31800,10.00156,76.37926,49.6,27.60,-0.1018,0.2354,1.0975,11.10,4.09,0.43,0.41
1773118629.41800,10.00156,76.37926,49.4,24.85,0.1106,-0.0676,1.1039,-2.93,0.79,1.77,0.38
1773118629.52000,10.00155,76.37926,49.4,26.71,0.2697,0.0979,1.0693,5.79,-0.49,2.32,0.35
1773118629.61900,10.00155,76.37926,49.4,25.92,0.0308,-0.1495,0.7102,-6.95,-0.37,1.34,0.25
1773118630.71900,10.00154,76.37926,49.2,23.57,0.7124,0.0520,0.7659,-0.24,-2.32,1.28,0.34
1773118630.81900,10.00154,76.37926,49.1,27.36,0.4475,-0.1600,0.8992,-13.66,4.21,1.59,0.29
1773118630.91900,10.00153,76.37926,48.9,26.08,0.1505,0.1434,0.6843,2.62,-7.99,2.01,0.33
1773118630.02000,10.00152,76.37926,48.7,27.00,0.7216,0.0497,0.9819,-0.49,-6.10,2.87,0.38
1773118630.12000,10.00152,76.37926,48.6,24.09,0.0619,-0.0350,0.6125,-3.78,0.67,1.95,0.39
1773118630.21900,10.00151,76.37926,48.5,25.27,-0.2450,-0.0897,1.1046,-4.76,4.70,3.66,0.28
1773118630.31900,10.00151,76.37926,48.6,22.09,0.1868,0.1810,1.0311,5.98,7.32,2.74,0.45
1773118630.42000,10.00151,76.37926,48.5,21.63,0.5096,0.0457,1.1078,-1.59,3.54,0.61,0.29
1773118630.52000,10.0015,76.37926,48.5,20.44,0.4022,0.0355,1.2219,-2.87,2.26,0.06,0.34
1773118630.62000,10.0015,76.37925,48.6,24.93,0.1511,-0.0420,1.0717,-6.40,-5.85,1.52,0.45
1773118631.72000,10.00149,76.37925,48.5,25.44,0.7136,-0.0394,0.8813,-0.49,-7.80,0.43,0.30
1773118631.82700,10.00148,76.37925,48.5,23.41,0.3326,0.1431,0.7195,11.95,-3.05,-1.28,0.50
1773118631.92000,10.00148,76.37925,48.5,23.05,0.0081,0.1707,0.8030,9.82,-2.38,-0.79,0.37
1773118631.01900,10.00148,76.37925,48.2,20.61,-0.0695,-0.0006,0.9215,7.20,2.44,2.50,0.32
1773118631.11900,10.00147,76.37925,48.1,22.39,0.4540,0.1263,0.8757,10.12,-5.12,3.72,0.35
1773118631.21900,10.00147,76.37925,48.4,21.17,0.5697,-0.0625,0.9559,-1.28,-9.21,4.70,0.37
1773118631.31900,10.00146,76.37925,48.4,19.63,0.5475,0.0818,1.1035,5.73,0.98,6.46,0.34
1773118631.42000,10.00146,76.37925,48.3,20.68,0.4850,-0.0232,0.9646,5.00,0.18,7.74,0.28
1773118631.52100,10.00145,76.37925,48.1,19.89,0.3602,0.1320,1.0643,7.26,-0.24,7.26,0.32
1773118631.62000,10.00145,76.37925,47.9,20.19,0.3135,0.0400,0.8279,-1.10,11.22,8.41,0.30
1773118632.72100,10.00144,76.37925,47.8,19.14,0.5939,0.0159,0.9468,2.01,7.44,8.35,0.41
1773118632.82100,10.00144,76.37925,47.9,19.26,0.8954,0.1611,1.2931,7.32,4.57,7.01,0.27
1773118632.92100,10.00144,76.37925,47.6,17.28,0.5879,0.1249,0.8595,2.20,0.67,9.33,0.39
1773118632.02000,10.00143,76.37925,47.4,17.67,0.3785,0.0969,0.8311,2.80,0.79,11.83,0.33
1773118632.12000,10.00143,76.37925,47.5,17.06,0.0032,-0.0039,1.1560,-2.32,4.57,13.90,0.44
1773118632.22100,10.00143,76.37925,47.5,14.30,0.4622,0.1123,1.0928,2.68,4.27,14.27,0.30
1773118632.32100,10.00142,76.37925,47.4,16.16,0.3224,0.0135,1.0144,-3.84,1.59,13.29,0.38
1773118632.42100,10.00142,76.37925,47.4,13.65,0.3942,0.0134,1.0510,-6.59,-6.65,12.68,0.39
1773118632.52100,10.00142,76.37926,47.4,12.68,0.0524,-0.0457,0.6777,-7.32,-1.95,11.28,0.48
1773118632.62100,10.00141,76.37926,47.4,15.31,0.2372,0.1381,0.8597,3.78,-3.11,9.09,0.38
1773118633.72200,10.00141,76.37926,47.6,12.46,0.0117,0.0599,0.8369,-0.91,1.46,5.18,0.35
1773118633.82100,10.00141,76.37926,47.6,10.77,0.2438,0.0708,1.3149,2.38,2.74,3.17,0.37
1773118633.92200,10.00141,76.37926,47.6,12.30,-0.3119,0.2190,0.3049,11.52,12.38,2.32,0.24
1773118633.02200,10.0014,76.37926,47.8,11.82,1.2614,0.0520,1.4515,13.11,-2.87,3.60,0.28
1773118633.12100,10.0014,76.37926,47.7,9.99,0.2671,0.2607,0.9144,11.22,4.02,5.18,0.38
1773118633.22100,10.0014,76.37926,47.6,12.50,0.4917,0.0389,1.0265,-2.68,-3.05,6.16,0.35
1773118633.32100,10.0014,76.37926,47.6,12.60,0.6737,0.0155,0.9355,0.98,-10.43,6.28,0.28
1773118633.42100,10.00139,76.37926,47.4,9.70,-0.0215,0.1007,0.6241,7.62,30.18,7.26,0.40
1773118633.52200,10.00139,76.37926,47.4,12.05,-0.0560,0.2183,0.8381,6.34,9.02,5.00,0.42
1773118633.62200,10.00139,76.37926,47.4,10.20,0.2816,0.0719,1.2445,5.12,2.62,5.91,0.38
1773118634.72200,10.00139,76.37926,47.3,11.76,0.4846,0.0938,1.0684,2.68,6.52,6.28,0.37
1773118634.82200,10.00138,76.37927,47.2,10.15,0.5493,0.1570,1.2579,7.50,0.12,6.28,0.29
1773118634.92100,10.00138,76.37927,47.2,12.12,0.3794,0.0009,0.8337,-0.06,-7.93,6.40,0.27
1773118634.02100,10.00138,76.37927,47.2,11.35,0.1565,0.1620,1.1486,7.62,3.90,7.38,0.45
1773118634.12200,10.00138,76.37927,47.2,12.92,0.2638,0.0315,1.2100,-2.07,-7.44,8.54,0.37
1773118634.22300,10.00137,76.37927,47.2,12.84,0.3068,0.0696,1.0088,2.93,-3.78,9.45,0.32
1773118634.32300,10.00137,76.37927,47.3,13.68,0.3966,0.1234,1.0803,3.60,2.50,8.78,0.36
1773118634.42200,10.00137,76.37927,47.3,14.10,0.1072,0.0492,1.0720,-2.20,6.10,8.66,0.30
1773118634.53000,10.00136,76.37927,47.4,15.53,0.2379,0.1697,1.1654,2.07,2.62,7.74,0.33
1773118634.62300,10.00136,76.37927,47.4,14.73,-0.1912,0.0629,1.0505,-5.24,6.95,8.23,0.32
1773118635.72300,10.00136,76.37928,47.2,14.59,-0.1143,-0.0062,1.1143,-7.87,-1.77,7.56,0.40
1773118635.82400,10.00135,76.37928,47.5,16.79,0.1727,0.0828,0.7625,-2.80,0.43,5.67,0.33
1773118635.92300,10.00135,76.37929,47.5,16.81,-0.0100,0.0255,0.9502,-3.05,2.07,2.50,0.31
1773118635.02300,10.00135,76.37929,47.1,15.46,-0.3268,-0.0768,1.0413,-7.62,4.51,0.79,0.39
1773118635.12300,10.00134,76.37929,47.2,16.30,-0.2480,0.0093,1.0615,-3.23,7.13,-1.10,0.38
