tick_ms,row_type,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,lat,lon,alt,speed,sats,vbat
30277,I,0.1489,-0.0421,1.1282,-11.83,3.66,-9.82,,,,,,
30287,I,0.1030,0.0148,0.9774,-8.60,2.74,-9.63,,,,,,
30297,I,0.0831,-0.1849,1.0636,-12.13,0.91,-9.94,,,,,,
30307,I,0.2659,0.0999,1.0425,-4.45,1.83,-10.49,,,,,,
30317,I,0.3386,-0.0493,0.9611,-12.20,0.55,-10.98,,,,,,
30327,I,0.3419,0.0593,1.0742,-4.15,3.78,-11.28,,,,,,
30337,I,0.3068,-0.0374,0.9139,-7.62,3.78,-11.52,,,,,,
30347,I,0.0941,-0.0172,0.8466,-5.18,4.57,-10.91,,,,,,
30357,I,-0.1040,0.0118,0.5182,-7.20,4.63,-11.04,,,,,,
30367,I,-0.0459,0.0532,0.5675,-8.48,1.71,-10.79,,,,,,
30367,G,-0.0459,0.0532,0.5675,-8.48,1.71,-10.79,10.0067205429077,76.3671188354492,0.7,22.98,12,0.00
30497,I,0.2058,-0.0054,0.9817,-3.29,3.29,-11.52,,,,,,
30507,I,0.1033,-0.0491,0.9025,-5.55,5.06,-11.34,,,,,,
30517,I,0.2166,0.0637,0.9117,-3.84,2.93,-11.71,,,,,,
30527,I,0.1149,0.0448,1.0225,-2.26,2.99,-11.83,,,,,,
30537,I,0.2603,-0.0327,1.0667,-6.34,-0.67,-11.89,,,,,,
30547,I,0.1790,-0.0837,0.8857,-2.20,0.79,-11.16,,,,,,
30557,I,0.3073,-0.1226,0.6764,-5.24,0.85,-11.28,,,,,,
30567,I,0.3197,0.0437,0.6189,-0.37,3.48,-11.40,,,,,,
30577,I,0.3793,-0.0442,0.9304,-4.88,3.96,-12.26,,,,,,
30630,I,0.0677,0.1594,1.0465,0.43,5.67,-11.71,,,,,,
30630,G,0.0677,0.1594,1.0465,0.43,5.67,-11.71,10.0080327987671,76.3665618896484,0.7,61.17,12,0.00
30641,I,0.1791,-0.1414,0.9928,-5.30,1.95,-11.77,,,,,,
30651,I,0.1035,0.0200,0.8914,0.98,1.59,-11.46,,,,,,
30661,I,0.1719,-0.0990,0.7549,-4.39,1.34,-10.79,,,,,,
30671,I,0.2498,-0.0415,0.6150,-2.01,1.34,-10.43,,,,,,
30681,I,0.4310,0.0266,1.0131,0.06,2.20,-11.04,,,,,,
30691,I,0.4199,-0.0208,1.0831,0.12,4.76,-12.01,,,,,,
30701,I,0.2244,-0.0383,0.9912,0.43,7.07,-11.65,,,,,,
30711,I,0.2045,0.0267,0.9371,0.24,8.78,-11.71,,,,,,
30721,I,0.2716,0.0142,0.9641,-2.38,7.74,-11.71,,,,,,
30731,I,0.1678,0.0209,1.0084,0.91,8.23,-11.65,,,,,,
30731,G,0.1678,0.0209,1.0084,0.91,8.23,-11.65,10.0080471038818,76.3665618896484,0.7,60.73,12,0.00
30745,I,0.1028,0.1198,1.0345,-4.63,2.68,-11.52,,,,,,
30755,I,0.1616,-0.1794,0.7859,1.83,4.02,-11.34,,,,,,
30765,I,0.2966,0.0247,0.7023,-2.93,5.18,-11.89,,,,,,
30775,I,0.1833,0.0115,0.7054,-2.93,5.18,-11.89,,,,,,
30785,I,0.2168,0.0537,0.8671,1.77,5.30,-12.13,,,,,,
30795,I,0.2922,-0.0566,0.9849,-0.61,4.45,-12.13,,,,,,
30805,I,0.0037,-0.0503,0.9805,0.73,6.59,-12.56,,,,,,
30817,I,0.1722,-0.0066,0.9532,0.06,3.84,-12.38,,,,,,
30827,I,0.1287,0.0686,1.0916,2.13,3.11,-12.32,,,,,,
30837,I,0.0012,-0.1083,0.8973,0.61,0.37,-11.83,,,,,,
30847,I,0.0729,0.0608,0.8257,3.72,-2.93,-11.52,,,,,,
30857,I,0.4551,-0.1089,0.5568,-3.84,-4.70,-10.91,,,,,,
30867,I,0.5847,0.0687,0.8466,2.38,-1.04,-11.77,,,,,,
30877,I,0.6237,-0.0134,1.0891,1.22,2.32,-11.95,,,,,,
30887,I,0.3159,-0.0759,1.0137,2.93,7.93,-12.68,,,,,,
30897,I,0.1394,0.0569,0.9401,3.90,10.61,-13.66,,,,,,
30907,I,0.0906,0.0538,0.8344,2.74,9.27,-13.48,,,,,,
30917,I,0.0629,0.0586,0.9767,1.71,7.20,-12.93,,,,,,
30927,I,-0.0016,-0.0532,1.0118,1.52,5.85,-12.87,,,,,,
30937,I,-0.1172,-0.0936,0.6725,2.87,3.11,-12.44,,,,,,
30937,G,-0.1172,-0.0936,0.6725,2.87,3.11,-12.44,10.00807762146,76.3665618896484,0.6,60.76,12,0.00
30948,I,-0.0020,0.0111,0.6420,3.60,0.61,-11.83,,,,,,
30958,I,0.0243,0.0624,0.6941,0.49,-2.01,-11.46,,,,,,
30968,I,0.4890,-0.0739,1.0386,-1.22,-5.73,-11.04,,,,,,
30978,I,0.5776,-0.0463,1.1160,4.51,-2.01,-11.52,,,,,,
30988,I,0.4631,-0.1300,0.9722,2.32,2.56,-12.13,,,,,,
30998,I,0.4202,0.0798,0.8676,8.66,7.38,-12.87,,,,,,
31010,I,0.1636,0.0656,0.9559,4.09,8.54,-13.29,,,,,,
31020,I,-0.0471,0.0734,0.9286,7.20,8.96,-13.23,,,,,,
31030,I,-0.0881,-0.0120,0.8142,1.65,3.90,-12.32,,,,,,
31040,I,0.0426,-0.0188,0.5696,2.74,1.59,-11.59,,,,,,
31051,I,0.0729,-0.0283,0.5986,1.40,1.04,-11.65,,,,,,
31061,I,0.1979,0.1378,1.0020,5.98,-1.16,-11.65,,,,,,
31071,I,0.3969,-0.1205,1.0769,-1.10,-3.23,-11.28,,,,,,
31081,I,0.4728,-0.0897,1.0284,4.27,-0.49,-11.52,,,,,,
31091,I,0.5322,0.0121,1.0448,5.55,3.11,-12.13,,,,,,
31101,I,0.6174,0.0306,0.9368,5.73,5.73,-12.56,,,,,,
31111,I,0.4604,-0.0972,1.0657,4.39,10.06,-12.99,,,,,,
31121,I,0.0802,0.0552,0.9607,8.48,13.41,-13.60,,,,,,
31133,I,0.0232,-0.0789,0.6472,3.05,12.38,-13.84,,,,,,
31143,I,0.0714,0.1172,0.7941,7.38,10.85,-13.54,,,,,,
31143,G,0.0714,0.1172,0.7941,7.38,10.85,-13.54,10.0081081390381,76.3665618896484,0.6,60.48,12,0.00
31154,I,0.0664,-0.0824,0.9028,3.11,8.66,-13.29,,,,,,
31164,I,-0.1361,0.0128,0.9843,8.78,8.23,-13.23,,,,,,
31174,I,-0.0876,-0.1239,0.8265,4.02,3.05,-12.13,,,,,,
31184,I,0.3088,0.0388,0.8662,7.44,-0.24,-11.59,,,,,,
31194,I,0.4882,-0.0524,1.1609,5.49,-1.04,-11.95,,,,,,
31208,I,0.4592,-0.1278,0.9686,6.77,4.51,-12.13,,,,,,
31218,I,0.2776,0.0323,0.6030,12.07,8.84,-12.32,,,,,,
31228,I,0.1677,0.0771,0.7308,8.72,8.84,-12.74,,,,,,
31238,I,0.1499,0.0099,0.9351,7.87,8.17,-12.87,,,,,,
31248,I,-0.1644,0.0422,0.8428,11.34,8.60,-12.32,,,,,,
31258,I,-0.0986,-0.0739,0.7413,4.94,3.60,-11.77,,,,,,
31268,I,0.1832,0.1216,0.9205,10.18,0.55,-10.73,,,,,,
31278,I,0.2122,-0.0314,1.1714,3.84,-2.50,-10.18,,,,,,
31288,I,0.1816,0.0450,1.0726,11.71,-2.13,-10.79,,,,,,
31298,I,0.4318,-0.2015,0.8434,3.72,-5.24,-11.34,,,,,,
31308,I,0.6901,0.0985,0.7023,12.93,-1.10,-11.10,,,,,,
31318,I,0.6207,-0.0652,1.0845,5.30,2.74,-11.71,,,,,,
31328,I,0.3909,0.1036,1.0197,14.76,9.02,-12.26,,,,,,
31338,I,-0.0929,0.0328,0.6721,9.33,12.13,-12.38,,,,,,
31348,I,-0.1532,0.0693,0.7062,7.07,8.60,-11.89,,,,,,
31348,G,-0.1532,0.0693,0.7062,7.07,8.60,-11.89,10.0081233978271,76.3665618896484,0.6,60.22,12,0.00
31359,I,-0.0663,0.0709,0.9912,5.43,2.56,-11.28,,,,,,
31369,I,0.2130,0.0375,1.0548,8.05,-0.12,-11.10,,,,,,
31379,I,0.3026,-0.2357,0.8401,3.54,-0.67,-10.37,,,,,,
31389,I,0.2670,0.0902,0.9119,12.68,1.77,-10.67,,,,,,
31403,I,0.3987,-0.0380,0.8434,3.78,0.73,-10.61,,,,,,
31413,I,0.4088,0.0223,1.1470,9.76,2.68,-11.22,,,,,,
31423,I,0.3921,-0.0715,0.9153,10.55,4.82,-11.28,,,,,,
31433,I,0.5344,-0.0571,0.9185,9.82,7.99,-11.10,,,,,,
31443,I,0.3615,0.0725,1.0658,11.28,12.20,-11.22,,,,,,
31453,I,0.0459,0.0187,1.1285,11.10,13.54,-11.77,,,,,,
31453,G,0.0459,0.0187,1.1285,11.10,13.54,-11.77,10.008152961731,76.3665618896484,0.6,59.82,12,0.00
31465,I,-0.1448,-0.0035,0.9534,10.85,10.91,-11.89,,,,,,
31475,I,-0.0184,-0.0743,0.6594,8.29,6.59,-11.40,,,,,,
31485,I,0.1768,0.0040,0.8422,8.84,3.84,-10.67,,,,,,
31495,I,-0.1078,0.0142,1.0042,12.44,5.18,-10.91,,,,,,
31505,I,-0.1479,0.0546,0.7175,13.29,1.10,-10.61,,,,,,
31515,I,0.1775,-0.0483,0.7969,5.55,-3.84,-9.45,,,,,,
31531,I,0.5359,-0.1997,1.2216,4.57,-6.10,-8.35,,,,,,
31541,I,0.5088,-0.0936,0.7618,14.39,-1.16,-9.45,,,,,,
31552,I,0.5684,0.0100,0.8557,11.28,1.65,-9.88,,,,,,
31562,I,0.4053,0.0135,1.1106,11.16,6.10,-11.04,,,,,,
31572,I,0.1418,0.0704,1.1847,14.57,7.68,-10.79,,,,,,
31582,I,0.2518,0.0214,0.7761,10.06,7.62,-10.24,,,,,,
31592,I,0.2235,0.0739,0.8369,9.70,7.26,-9.39,,,,,,
31604,I,0.1665,0.0482,1.0518,10.00,6.52,-9.33,,,,,,
31614,I,-0.0258,-0.1550,0.7931,7.62,6.10,-9.45,,,,,,
31624,I,0.1794,0.1653,0.9175,13.35,3.11,-9.57,,,,,,
31634,I,0.2889,-0.0837,0.9170,4.88,1.46,-9.76,,,,,,
31644,I,0.1156,-0.0337,1.1946,12.93,4.82,-10.30,,,,,,
31654,I,0.0570,0.0193,0.9261,9.63,3.17,-10.12,,,,,,
31664,I,-0.1216,0.0184,0.6490,12.62,0.98,-10.00,,,,,,
31664,G,-0.1216,0.0184,0.6490,12.62,0.98,-10.00,10.0081825256348,76.366569519043,0.5,59.44,12,1.31
31676,I,-0.0516,0.0266,0.5796,10.12,-5.73,-9.33,,,,,,
31686,I,0.4890,-0.0352,0.5287,7.26,-10.06,-7.93,,,,,,
31696,I,0.4924,0.0028,1.0223,6.77,-5.98,-8.17,,,,,,
31706,I,0.1366,0.1003,0.8750,14.45,-0.98,-9.27,,,,,,
31716,I,0.1897,-0.0870,0.7625,7.38,-3.23,-8.84,,,,,,
31726,I,0.4514,0.1079,1.2537,10.73,-3.05,-8.05,,,,,,
31737,I,0.6523,-0.1252,0.9648,7.56,-2.13,-8.11,,,,,,
31747,I,0.6661,-0.0112,0.5649,12.38,4.15,-8.23,,,,,,
31757,I,0.4888,0.0465,0.7980,8.84,10.24,-9.09,,,,,,
31767,I,-0.0366,0.0151,1.1359,8.72,14.88,-10.18,,,,,,
31767,G,-0.0366,0.0151,1.1359,8.72,14.88,-10.18,10.0081977844238,76.366569519043,0.5,59.42,12,1.31
31778,I,-0.1416,0.0953,0.9319,14.82,11.10,-9.94,,,,,,
31791,I,-0.0750,-0.1207,0.6149,6.22,7.56,-9.33,,,,,,
31801,I,-0.2034,0.1194,0.6360,12.07,6.89,-8.96,,,,,,
31811,I,-0.1675,0.0044,0.8578,7.01,0.00,-8.84,,,,,,
31821,I,-0.0886,0.0031,0.7998,10.85,-3.72,-8.23,,,,,,
31831,I,0.0962,-0.0669,0.5673,6.34,-8.35,-7.38,,,,,,
31841,I,0.4388,-0.0773,0.6403,6.22,-9.45,-6.83,,,,,,
31851,I,0.6417,0.0785,1.2032,11.77,-6.89,-7.38,,,,,,
31861,I,0.6193,-0.1539,1.2080,7.44,-2.87,-8.48,,,,,,
31871,I,0.5742,0.0378,1.1060,14.88,3.54,-9.27,,,,,,
31871,G,0.5742,0.0378,1.1060,14.88,3.54,-9.27,10.0082120895386,76.366569519043,0.5,59.27,12,1.31
31882,I,0.5930,0.0148,1.0208,9.94,6.16,-9.51,,,,,,
31892,I,0.3612,0.0684,1.0797,13.66,10.61,-9.70,,,,,,
31902,I,0.0106,-0.0446,0.7573,12.01,11.28,-9.63,,,,,,
31912,I,0.0233,0.0577,0.3998,13.48,9.76,-9.33,,,,,,
31922,I,-0.0209,0.0360,0.7124,8.96,7.99,-8.54,,,,,,
31932,I,-0.1227,0.0227,0.9326,10.12,6.16,-8.48,,,,,,
31943,I,-0.1212,0.0096,0.9114,10.06,2.38,-7.80,,,,,,
31953,I,0.1361,-0.0569,0.8866,7.99,-2.20,-6.83,,,,,,
31963,I,0.1694,0.1038,1.0511,14.02,-3.17,-6.65,,,,,,
31973,I,0.1917,-0.1102,1.0585,8.17,-6.65,-6.71,,,,,,
31985,I,0.3799,-0.0129,0.6577,13.78,-5.12,-7.38,,,,,,
31995,I,0.4102,0.1021,0.9189,10.98,-3.11,-7.68,,,,,,
32005,I,0.3502,0.0756,1.0107,11.16,-1.22,-7.26,,,,,,
32015,I,0.2277,0.0015,0.9938,10.43,1.40,-6.89,,,,,,
32025,I,0.0231,0.1343,0.8864,10.79,2.44,-6.46,,,,,,
32035,I,-0.0144,0.0782,0.8916,8.90,-0.91,-5.91,,,,,,
32045,I,0.0698,-0.0354,0.7317,7.07,-5.18,-5.06,,,,,,
32055,I,0.2202,0.0294,0.5349,7.38,-5.91,-4.82,,,,,,
32065,I,0.3688,0.0197,0.8907,6.34,-5.73,-4.45,,,,,,
32075,I,0.4937,-0.0073,0.9681,8.11,-3.54,-4.57,,,,,,
32075,G,0.4937,-0.0073,0.9681,8.11,-3.54,-4.57,10.0082416534424,76.3665771484375,0.5,58.98,12,1.31
32087,I,0.3478,0.0460,1.0698,5.18,1.28,-5.12,,,,,,
32097,I,0.3973,-0.0077,1.0162,11.46,3.90,-5.67,,,,,,
32107,I,0.3253,0.1064,1.0979,6.04,3.66,-5.73,,,,,,
32117,I,0.2050,0.0699,0.5752,10.37,5.91,-5.67,,,,,,
32127,I,-0.0138,0.0555,0.8259,6.16,6.10,-5.30,,,,,,
32137,I,-0.1802,0.0405,0.7532,8.72,4.88,-5.73,,,,,,
32147,I,-0.1353,-0.0323,0.8076,4.33,0.73,-5.73,,,,,,
32157,I,0.0980,0.1521,0.8890,7.56,-3.96,-4.94,,,,,,
32167,I,0.3381,-0.0896,0.9650,2.80,-6.46,-4.02,,,,,,
32179,I,0.4323,-0.0840,0.9740,7.99,-4.70,-4.09,,,,,,
32179,G,0.4323,-0.0840,0.9740,7.99,-4.70,-4.09,10.0082559585571,76.3665771484375,0.4,58.45,12,1.31
32190,I,0.3800,0.0101,0.7614,7.87,-1.59,-5.12,,,,,,
32200,I,0.2861,0.0990,1.0315,8.96,1.16,-5.73,,,,,,
32210,I,0.2563,-0.0120,0.9708,7.07,1.28,-6.22,,,,,,
32220,I,0.4138,0.0007,1.0365,7.56,2.74,-5.61,,,,,,
32230,I,0.2317,0.0272,0.9063,7.26,5.06,-5.49,,,,,,
32240,I,0.1340,0.0458,0.8942,9.57,4.94,-5.24,,,,,,
32250,I,0.0903,-0.0946,0.8745,5.37,2.93,-5.18,,,,,,
32260,I,0.0599,0.0907,0.7013,8.23,2.99,-5.67,,,,,,
32270,I,0.0994,0.0198,0.9747,4.39,0.61,-5.61,,,,,,
32280,I,0.1891,0.0123,0.9128,8.29,0.12,-5.18,,,,,,
32280,G,0.1891,0.0123,0.9128,8.29,0.12,-5.18,10.0082702636719,76.3665771484375,0.4,58.64,12,1.31
32291,I,0.4229,-0.0610,0.9661,4.57,-0.06,-4.63,,,,,,
32301,I,0.2341,0.1061,1.0771,8.96,2.13,-4.94,,,,,,
32311,I,0.0863,-0.0134,1.0397,7.26,0.73,-5.49,,,,,,
32321,I,0.3611,-0.0635,0.9460,6.04,-0.91,-5.55,,,,,,
32331,I,0.3948,0.0254,0.8818,7.44,1.16,-5.61,,,,,,
32341,I,0.1747,0.0588,1.1582,8.72,4.09,-5.98,,,,,,
32351,I,0.2207,-0.0603,0.9515,7.07,3.96,-5.49,,,,,,
32365,I,0.2426,0.0764,0.8284,9.02,3.48,-5.43,,,,,,
32375,I,0.1670,-0.0040,1.0114,6.59,2.56,-5.43,,,,,,
32385,I,0.0814,-0.0193,0.6974,8.96,3.29,-5.67,,,,,,
32395,I,0.1886,0.0946,0.8032,7.68,1.10,-5.00,,,,,,
32405,I,0.2316,-0.0427,1.0222,4.09,0.91,-4.70,,,,,,
32415,I,0.2035,-0.0010,1.1409,10.18,3.48,-4.70,,,,,,
32425,I,0.1390,0.0520,1.0748,6.10,1.59,-4.94,,,,,,
32435,I,0.1561,0.0181,0.9436,9.27,0.12,-5.49,,,,,,
32445,I,0.2129,-0.0494,0.8724,7.62,-1.04,-5.37,,,,,,
32455,I,0.1637,0.0863,0.7373,9.09,0.37,-5.12,,,,,,
32465,I,0.2086,0.0352,1.1116,5.98,-0.73,-4.15,,,,,,
32475,I,0.3135,-0.0592,0.9198,8.23,-0.49,-3.72,,,,,,
32485,I,0.2765,0.0476,0.8984,8.29,1.59,-3.90,,,,,,
32485,G,0.2765,0.0476,0.8984,8.29,1.59,-3.90,10.0082988739014,76.366584777832,0.3,58.16,12,1.31
32497,I,0.3401,-0.0792,0.7255,7.80,0.30,-3.41,,,,,,
32507,I,0.4772,0.0182,0.8386,6.04,1.65,-3.17,,,,,,
32517,I,0.2557,0.1187,0.9501,8.90,5.98,-3.54,,,,,,
32527,I,0.1002,-0.1100,1.0775,5.67,6.04,-3.78,,,,,,
32537,I,0.1002,-0.1100,1.0775,10.73,6.89,-4.27,,,,,,
32547,I,0.0944,0.1337,0.9707,3.90,3.17,-3.84,,,,,,
32559,I,-0.1075,0.0481,0.9341,8.90,0.49,-3.78,,,,,,
32569,I,0.0732,-0.0544,0.5991,5.24,-3.17,-2.93,,,,,,
32579,I,0.3304,0.0581,0.8611,6.22,-4.51,-2.44,,,,,,
32589,I,0.3530,0.0223,1.0975,5.49,-2.87,-2.87,,,,,,
32599,I,0.4460,-0.0317,1.1190,6.77,-0.73,-2.93,,,,,,
32609,I,0.4830,0.0295,1.0626,5.85,2.01,-3.23,,,,,,
32619,I,0.4625,0.0944,1.1425,7.74,4.21,-3.29,,,,,,
32629,I,0.2788,-0.0778,0.8405,5.49,5.61,-3.11,,,,,,
32639,I,0.0995,0.0502,0.5724,8.72,8.35,-3.66,,,,,,
32649,I,0.0348,0.1174,0.9573,6.46,6.95,-3.17,,,,,,
32659,I,-0.2277,0.0540,0.8629,6.34,6.22,-3.78,,,,,,
32669,I,-0.2029,0.0579,0.9510,5.30,1.71,-3.29,,,,,,
32679,I,-0.0598,0.0786,0.8037,3.96,-5.00,-2.32,,,,,,
32689,I,0.0234,-0.0062,0.8649,3.90,-8.05,-1.89,,,,,,
32689,G,0.0234,-0.0062,0.8649,3.90,-8.05,-1.89,10.0083274841309,76.3665924072266,0.2,57.86,12,0.25
32701,I,0.2806,-0.1215,0.7114,3.66,-11.16,-1.52,,,,,,
32711,I,0.4430,0.0707,0.7266,6.04,-9.39,-1.83,,,,,,
32721,I,0.7346,0.0027,1.1226,2.26,-7.68,-1.83,,,,,,
32731,I,0.6760,0.0013,1.0886,5.91,-1.04,-2.87,,,,,,
32741,I,0.5059,0.0558,1.1464,6.65,5.85,-3.29,,,,,,
32766,I,0.0195,-0.0406,0.7134,5.43,8.66,-3.05,,,,,,
32776,I,-0.0873,0.0464,0.8667,6.16,7.26,-3.17,,,,,,
32786,I,-0.1190,0.1024,0.7512,4.88,4.33,-3.29,,,,,,
32796,I,-0.0684,-0.0300,0.9631,2.62,0.85,-3.05,,,,,,
32806,I,0.0582,0.0443,0.8600,4.57,-1.10,-2.50,,,,,,
32816,I,0.0750,0.0287,0.8997,3.05,-4.15,-1.83,,,,,,
32826,I,0.1892,-0.0028,0.8302,5.00,-6.89,-1.22,,,,,,
32836,I,0.4355,-0.0771,0.6978,2.13,-6.89,-2.07,,,,,,
32846,I,0.4622,0.0742,0.9969,4.82,-3.17,-2.62,,,,,,
32856,I,0.2968,0.0660,0.9653,5.37,0.79,-3.48,,,,,,
32866,I,0.2361,0.0166,0.9186,4.76,2.38,-2.87,,,,,,
32876,I,0.2075,0.0507,1.0588,4.15,1.40,-2.74,,,,,,
32886,I,0.0967,-0.0071,0.8351,4.70,1.22,-2.50,,,,,,
32896,I,0.2507,-0.0101,1.0016,3.41,-0.73,-2.80,,,,,,
32906,I,0.3411,0.1021,0.9982,4.82,0.85,-3.17,,,,,,
32906,G,0.3411,0.1021,0.9982,4.82,0.85,-3.17,10.0083560943604,76.3665924072266,0.2,57.44,12,0.25
32917,I,0.2482,-0.0120,1.2939,5.98,3.90,-2.74,,,,,,
32927,I,0.0791,0.0717,0.8829,4.33,-0.12,-2.07,,,,,,
32937,I,0.1763,-0.0192,0.6560,5.91,-0.24,-1.77,,,,,,
32947,I,0.4259,-0.0253,0.7059,3.05,4.21,-2.74,,,,,,
32960,I,0.0663,0.1216,1.0612,7.44,6.95,-3.54,,,,,,
32970,I,0.0420,-0.0345,0.9375,3.41,4.76,-3.35,,,,,,
32980,I,0.0328,0.0188,0.9392,6.46,1.59,-2.68,,,,,,
32990,I,0.0728,0.0073,0.9568,5.00,-2.07,-2.68,,,,,,
33000,I,0.2845,-0.0438,0.6030,5.55,-4.88,-2.74,,,,,,
33010,I,0.3319,0.1918,1.1169,7.32,-2.20,-3.54,,,,,,
33010,G,0.3319,0.1918,1.1169,7.32,-2.20,-3.54,10.0083837509155,76.3666000366211,0.2,57.26,12,0.25
33021,I,0.4662,-0.0295,0.8693,3.35,-1.71,-2.74,,,,,,
33031,I,0.3219,0.0492,0.9849,7.44,0.12,-2.74,,,,,,
33041,I,0.3883,0.0238,1.0336,4.94,0.18,-2.32,,,,,,
33051,I,0.3456,-0.1157,0.5240,5.67,1.77,-2.44,,,,,,
33061,I,0.1886,0.1398,0.7985,9.88,4.82,-3.05,,,,,,
33071,I,0.0710,-0.0255,1.0216,2.68,4.51,-3.35,,,,,,
33081,I,-0.0254,0.0062,0.9584,9.33,4.82,-3.29,,,,,,
33091,I,-0.0470,0.0084,0.8701,5.24,0.85,-3.11,,,,,,
33101,I,-0.1313,0.0391,0.8772,8.54,-1.83,-3.05,,,,,,
33111,I,0.0187,-0.0895,0.6995,6.34,-6.65,-2.44,,,,,,
33121,I,0.2117,0.0765,0.7034,8.17,-8.54,-2.26,,,,,,
33131,I,0.3717,0.1130,1.1750,6.28,-8.05,-1.83,,,,,,
33141,I,0.4755,-0.0458,1.1169,5.12,-6.04,-2.20,,,,,,
33153,I,0.4734,0.0134,1.0109,7.50,-2.44,-2.20,,,,,,
33163,I,0.4620,0.0537,1.1450,7.20,-0.91,-1.77,,,,,,
33173,I,0.5117,-0.0721,0.8101,7.07,0.98,-1.95,,,,,,
33183,I,0.4553,0.0822,0.8893,9.39,5.30,-2.87,,,,,,
33193,I,0.1626,0.0448,0.8905,6.59,10.06,-3.41,,,,,,
33203,I,0.0323,0.0480,1.0586,8.90,11.40,-3.05,,,,,,
33213,I,-0.0930,0.0005,0.8036,5.85,7.20,-2.68,,,,,,
33223,I,-0.0935,0.0276,0.7882,8.35,3.78,-2.50,,,,,,
33233,I,0.1049,-0.0753,0.8490,5.79,-0.12,-2.38,,,,,,
33243,I,0.0358,0.1407,0.8273,11.28,0.61,-2.32,,,,,,
33253,I,0.0262,0.0261,1.1223,5.43,-0.79,-2.44,,,,,,
33263,I,0.0417,0.0149,0.7845,8.54,-4.57,-1.46,,,,,,
33273,I,0.2195,0.0295,0.6681,7.74,-8.60,-0.61,,,,,,
33283,I,0.5260,-0.0454,0.7096,6.95,-8.60,-0.43,,,,,,
33293,I,0.5872,-0.0597,0.6299,7.87,-5.67,-0.67,,,,,,
33303,I,0.5708,0.1013,1.2664,8.84,1.22,-1.71,,,,,,
33313,I,0.4279,-0.0225,1.0309,8.23,5.18,-1.65,,,,,,
33323,I,0.1791,0.0895,0.9139,11.52,5.85,-1.77,,,,,,
33334,I,0.2551,0.0994,0.7845,7.38,2.80,-1.46,,,,,,
33344,I,0.2500,-0.0583,0.4620,7.13,2.99,-0.98,,,,,,
33356,I,0.0579,0.1266,0.8510,8.54,5.79,-1.46,,,,,,
33366,I,0.0599,0.0437,0.9165,6.59,3.35,-0.73,,,,,,
33376,I,-0.1561,0.0096,0.6781,9.57,0.91,-0.43,,,,,,
33386,I,0.0535,0.0941,0.7981,5.61,-5.06,0.06,,,,,,
33396,I,0.2695,-0.0054,0.4821,5.49,-8.48,1.22,,,,,,
33406,I,0.3666,-0.0372,0.6885,4.45,-10.24,1.04,,,,,,
33416,I,0.5697,-0.0122,0.9644,2.56,-8.35,1.22,,,,,,
33416,G,0.5697,-0.0122,0.9644,2.56,-8.35,1.22,10.008412361145,76.3666076660156,0.2,56.70,12,0.25
33427,I,0.4282,-0.0526,0.8882,8.78,-3.78,0.30,,,,,,
33437,I,0.5029,0.0002,0.5551,5.91,-5.06,0.43,,,,,,
33447,I,0.6819,0.1415,0.4746,8.48,-3.54,0.98,,,,,,
33457,I,0.3994,-0.1371,0.6703,4.57,0.49,0.43,,,,,,
33467,I,0.3131,0.2340,0.7816,9.45,4.57,0.67,,,,,,
33477,I,0.0161,0.0426,1.0004,4.76,5.18,1.10,,,,,,
33488,I,-0.0365,0.0249,0.6210,3.54,-5.67,2.13,,,,,,
33498,I,0.2722,-0.1704,0.6478,0.49,-7.56,1.71,,,,,,
33508,I,0.3846,0.0865,0.6698,4.63,-5.24,1.95,,,,,,
33518,I,0.4398,0.0901,1.0084,3.72,-3.66,1.65,,,,,,
33518,G,0.4398,0.0901,1.0084,3.72,-3.66,1.65,10.0084533691406,76.3666152954102,0.1,56.40,12,0.25
33530,I,0.3516,-0.1514,0.6028,3.54,-4.82,1.34,,,,,,
33542,I,0.6296,0.0586,0.5791,4.51,-4.82,1.10,,,,,,
33552,I,0.4724,0.0090,0.6779,7.07,-1.22,0.18,,,,,,
33562,I,0.4357,0.0405,0.6676,3.48,2.01,0.12,,,,,,
33572,I,0.3633,0.1926,1.0984,5.49,3.60,0.61,,,,,,
33582,I,0.0684,-0.0853,0.8838,2.56,0.18,1.16,,,,,,
33592,I,0.4353,0.0906,0.7052,3.48,-3.35,1.46,,,,,,
33602,I,0.4127,0.0286,0.6979,3.78,-3.90,1.10,,,,,,
33612,I,0.4238,0.0537,0.8339,1.34,-2.38,0.24,,,,,,
33622,I,0.3406,0.1532,1.1406,3.84,-2.13,1.04,,,,,,
33622,G,0.3406,0.1532,1.1406,3.84,-2.13,1.04,10.0084667205811,76.3666229248047,0.1,55.81,12,0.33
33637,I,0.4541,-0.1112,0.6902,1.22,-6.89,2.07,,,,,,
33647,I,0.8264,0.0446,0.6194,2.74,-7.07,2.50,,,,,,
33657,I,0.6055,-0.0670,0.8564,4.57,5.49,0.91,,,,,,
33667,I,0.4570,0.0696,1.1500,4.57,5.49,0.91,,,,,,
33677,I,0.1934,0.1033,0.9313,4.76,5.43,0.98,,,,,,
33687,I,0.3939,-0.0652,0.6823,0.24,0.85,1.83,,,,,,
33697,I,0.3674,0.0486,0.8739,4.57,2.80,1.22,,,,,,
