timestamp,latitude,longitude,speed,satellites,imu_x,imu_y,imu_z,gyro_x,gyro_y,gyro_z,pressure
1768627245.635337,11.128296333333333,77.18587616666667,0.012964000000000002,12,-8912,-4180,13768,416,-306,-53,
1768627245.7358336,11.1282965,77.18587616666667,0.131492,12,-8248,-5784,13544,562,-416,77,
1768627245.8360798,11.1282965,77.18587616666667,0.11852800000000001,12,-6136,-1084,12572,-167,-91,337,
1768627245.9362683,11.1282965,77.18587616666667,0.012964000000000002,12,-9572,-5296,14992,387,-271,-17,
1768627246.1285355,11.1282965,77.18587616666667,0.17594,12,-7252,-4888,11976,58,-502,102,
1768627246.1353076,11.1282965,77.18587616666667,0.17594,12,-7252,-4888,11976,58,-502,102,
1768627246.3446908,11.128296333333333,77.18587633333334,0.30743200000000004,12,-9592,-4332,14128,683,-261,34,
1768627246.443716,11.128296333333333,77.18587633333334,0.112972,12,-6716,-5544,12912,120,-659,42,
1768627246.5436068,11.1282965,77.18587633333334,0.06296800000000001,12,-10712,-6660,18048,280,41,199,
1768627246.6437886,11.128296333333333,77.18587633333334,0.137048,12,-7032,-3916,10620,62,-69,118,
1768627246.8453803,11.1282965,77.18587633333334,0.048152,12,-10284,-4104,12172,602,58,98,
1768627246.944735,11.1282965,77.18587633333334,0.109268,12,-10668,-6820,15448,35,-141,-253,
1768627247.1484346,11.1282965,77.18587616666667,0.08704400000000001,12,-6512,-3200,12532,36,-413,215,
1768627247.1550932,11.1282965,77.18587616666667,0.08704400000000001,12,-6512,-3200,12532,36,-413,215,
1768627247.3651724,11.1282965,77.185876,0.25742800000000005,12,-9460,-3588,11804,177,-768,-63,
1768627247.4653583,11.1282965,77.18587616666667,0.048152,12,-9856,-4124,13112,305,-469,-52,
1768627247.5655456,11.128296666666667,77.18587616666667,0.19446,12,-7224,-4824,9788,224,-59,57,
1768627247.6189926,11.1282965,77.18587616666667,0.135196,12,-8188,-4936,11804,293,-325,-230,
1768627247.719013,11.128296666666667,77.185876,0.18149600000000002,12,-11628,-3680,14092,370,-239,112,
1768627247.8201613,11.128296666666667,77.185876,0.11482400000000001,12,-8780,-7280,11564,48,-412,-209,
1768627247.9668744,11.128296666666667,77.185876,0.04630000000000001,12,-8016,-5856,14580,-29,-724,-123,
1768627248.196547,11.128296833333334,77.185876,0.192608,12,-6476,-7964,12360,33,-403,230,
1768627248.3207746,11.128296833333334,77.18587583333333,0.11482400000000001,12,-9076,-2636,12484,331,-297,-185,
1768627248.4196622,11.128296833333334,77.18587583333333,0.109268,12,-8336,-4488,11296,244,-811,-73,
1768627248.520537,11.128297,77.18587583333333,0.261132,12,-9972,-7236,12132,186,-128,178,
1768627248.620016,11.128297,77.18587583333333,0.085192,12,-8020,-5372,13508,390,159,120,
1768627248.7209113,11.128297,77.18587583333333,0.155568,12,-10880,-6588,14056,445,-324,134,
1768627248.8207226,11.128297,77.185876,0.08334,12,-8548,-6936,11344,395,-319,193,
1768627248.9203613,11.128297,77.185876,0.17964400000000003,12,-7460,-3856,13432,384,-209,94,
1768627249.0205507,11.128297,77.185876,0.040744,12,-8752,304,10980,36,-28,271,
1768627249.2510152,11.128297,77.185876,0.15371600000000002,12,-8176,-8200,15900,521,-251,-134,
1768627249.2593153,11.128297,77.185876,0.15371600000000002,12,-8176,-8200,15900,521,-251,-134,
1768627249.3242314,11.128297,77.185876,0.038892,12,-9956,-5172,14648,4,-363,77,
1768627249.4231489,11.128297,77.185876,0.040744,12,-7888,-5176,11672,-167,-653,-252,
1768627249.5228589,11.128297,77.185876,0.11852800000000001,12,-9760,-3448,12040,389,-330,103,
1768627249.623092,11.128297166666666,77.185876,0.061116000000000004,12,-4840,-4568,12564,723,-252,6,
1768627249.7241719,11.128297166666666,77.185876,0.07593200000000001,12,-10208,-9028,12208,593,-89,2,
1768627249.8234954,11.128297166666666,77.185876,0.085192,12,-8076,-4304,11200,703,-301,253,
1768627249.924117,11.128297166666666,77.185876,0.105564,12,-7496,-7920,16044,177,-316,-78,
1768627250.024281,11.128297166666666,77.185876,0.066672,12,-6808,-3716,12204,548,-78,481,
1768627250.2534735,11.128297166666666,77.18587616666667,0.066672,12,-9312,-7012,11936,347,-412,469,
1768627250.3268385,11.128297166666666,77.18587616666667,0.09260000000000002,12,-8064,-5984,17160,281,1,131,
1768627250.4263947,11.128297333333334,77.18587616666667,0.11482400000000001,12,-8832,-8708,12248,716,-299,27,
1768627250.5266197,11.128297333333334,77.18587616666667,0.24076000000000003,12,-6456,-4492,11960,122,-460,255,
1768627250.626839,11.128297333333334,77.18587616666667,0.133344,12,-8236,-4380,9808,500,-225,-67,
1768627250.7270463,11.128297333333334,77.18587616666667,0.177792,12,-10488,-6836,13108,486,68,2,
1768627250.8276014,11.128297333333334,77.18587616666667,0.162976,12,-6820,-5836,9792,31,-671,83,
1768627250.9278598,11.128297333333334,77.18587616666667,0.038892,12,-10876,-3396,12212,-63,-260,85,
1768627251.0280375,11.128297333333334,77.18587616666667,0.07037600000000001,12,-7872,-3300,14104,69,-260,-34,
1768627251.2572782,11.128297333333334,77.18587616666667,0.088896,12,-8468,-4920,15008,183,-268,-286,
1768627251.2651489,11.128297333333334,77.18587616666667,0.088896,12,-8468,-4920,15008,183,-268,-286,
1768627251.3301098,11.128297333333334,77.18587616666667,0.127788,12,-10408,-6492,13464,-481,-564,-173,
1768627251.4300745,11.1282975,77.18587616666667,0.164828,12,-7780,-5744,6684,16,-147,179,
1768627251.5303264,11.1282975,77.18587616666667,0.211128,12,-5816,-5480,7452,143,1756,49,
1768627251.6308901,11.1282975,77.18587616666667,0.30928400000000006,12,-6112,2484,10508,1490,-3263,-204,
1768627251.7311156,11.128297666666667,77.18587616666667,0.344472,12,-13764,-3736,28024,647,1328,-266,
1768627251.8315284,11.128297833333333,77.18587616666667,0.764876,12,-8636,-3436,22364,-178,-1,162,
1768627251.93176,11.128298333333333,77.18587633333334,1.8057,12,-6364,3936,10064,-132,-744,624,
1768627252.0296516,11.128298833333334,77.1858765,1.6871720000000001,12,-5008,-2912,5800,-337,-1349,95,
